method	class	precision	recall	f1_score	support	specificity
SVM	HSC_PROG	0.8953594176524113	0.8718251624335499	0.8834355828220858	3386	0.9813986089394511
SVM	HSC_PROG_LIKE	0.8664515137544183	0.8949206349206349	0.8804560006246582	6300	0.9444124608200601
SVM	MYELOID	0.8940834653988379	0.8893851812926957	0.8917281348788197	3806	0.9778783030837976
SVM	MYELOID_LIKE	0.8632630410654828	0.8638382940915149	0.8635505717775064	4502	0.9646606620388962
SVM	macro avg	0.8413655039600809	0.821799564875355	0.8305183557501917	21933	0.0
SVM	weighted avg	0.8553205142026594	0.8555145214972872	0.8550763699349742	21933	0.0
SVMrej	GMP	0.9744318181818182	0.38238573021181715	0.5492393915132106	897	0.9995721620079863
SVMrej	GMP_LIKE	0.889790398918188	0.43261012491781725	0.582172085821721	3042	0.991371552591181
SVMrej	HSC_PROG	0.9838461538461538	0.7554636739515652	0.854660875375877	3386	0.9977354828274114
SVMrej	HSC_PROG_LIKE	0.9440064685668081	0.7412698412698413	0.8304436738685872	6300	0.9822810720910894
SVMrej	MYELOID	0.9655505473277527	0.7879663688912244	0.8677662037037038	3806	0.9940972030672478
SVMrej	MYELOID_LIKE	0.9568096746328822	0.7381163927143491	0.8333542319749215	4502	0.9913946417302507
SVMrej	UNLABELED	0.0	0.0	0.0	0	0.7275338530980714
SVMrej	macro avg	0.8163478659248005	0.5482588759938021	0.6453766374654315	21933	0.0
SVMrej	weighted avg	0.9502482150931859	0.6934299913372544	0.7953217075775881	21933	0.0
RF	GMP	0.9144981412639405	0.27424749163879597	0.4219554030874786	897	0.9989066362426317
RF	GMP_LIKE	0.7375296912114014	0.6124260355029586	0.6691810344827587	3042	0.9649039225027791
RF	HSC_PROG	0.9076553381393753	0.780862374483166	0.839498333068741	3386	0.9854963066803256
RF	HSC_PROG_LIKE	0.7415426251691475	0.9568253968253968	0.8355395384295516	6300	0.8656048103371075
RF	MYELOID	0.8390357698289269	0.850499211770888	0.8447286012526096	3806	0.9657417112594472
RF	MYELOID_LIKE	0.8430863614912695	0.7936472678809418	0.8176201372997712	4502	0.9618495783374448
RF	macro avg	0.8305579878506769	0.7114179630170244	0.7380871746034852	21933	0.0
RF	weighted avg	0.8114646699624758	0.8020334655541878	0.7940795178878381	21933	0.0
LDA	GMP	0.27053140096618356	0.3745819397993311	0.3141654978962132	897	0.9569309754706218
LDA	GMP_LIKE	0.4135673906575424	0.4569362261669954	0.4341714821177573	3042	0.8956646021915198
LDA	HSC_PROG	0.6097887135597754	0.6733608978145305	0.6400000000000001	3386	0.9213349867903164
LDA	HSC_PROG_LIKE	0.6832726575972409	0.566031746031746	0.6191509679659692	6300	0.8942621377854538
LDA	MYELOID	0.6694873071179691	0.7067787703625854	0.6876278118609406	3806	0.926739118442103
LDA	MYELOID_LIKE	0.6729444189251264	0.6508218569524655	0.6616982836495031	4502	0.9183064654925134
LDA	macro avg	0.5532653148039729	0.571418572854609	0.5594690072483973	21933	0.0
LDA	weighted avg	0.6131293238916171	0.6014681074180459	0.6048568058785178	21933	0.0
LDArej	GMP	0.2725040916530278	0.3712374581939799	0.31429919773478054	897	0.957739113899981
LDArej	GMP_LIKE	0.41509433962264153	0.44838921761998685	0.4310998735777497	3042	0.8982584299401831
LDArej	HSC_PROG	0.613716454323665	0.6686355581807443	0.64	3386	0.9231681673586025
LDArej	HSC_PROG_LIKE	0.6844556568988939	0.5598412698412698	0.615908495590675	6300	0.8959892535022068
LDArej	MYELOID	0.6737481031866465	0.6999474513925381	0.68659793814433	3806	0.9288354388481271
LDArej	MYELOID_LIKE	0.6762656758012077	0.6468236339404709	0.6612170753860128	4502	0.9200275371464632
LDArej	UNLABELED	0.0	0.0	0.0	0	0.9852733324214654
LDArej	macro avg	0.4765406173551546	0.48498208416699856	0.47844608291907825	21933	0.0
LDArej	weighted avg	0.6157890419611186	0.5956321524643232	0.6032274081966905	21933	0.0
NMC	GMP	0.25541365907828983	0.5128205128205128	0.340993328391401	897	0.9362521391899601
NMC	GMP_LIKE	0.407031035429827	0.48717948717948717	0.4435133921891366	3042	0.8857127732782807
NMC	HSC_PROG	0.4309383463437948	0.7988777318369757	0.5598675359619166	3386	0.8074082061788969
NMC	HSC_PROG_LIKE	0.8541666666666666	0.41	0.554054054054054	6300	0.971790443293034
NMC	MYELOID	0.8182363527294542	0.7167630057803468	0.7641456582633053	3806	0.966569206156562
NMC	MYELOID_LIKE	0.7756742738589212	0.6643713904931142	0.7157214644651831	4502	0.9503757673111124
NMC	macro avg	0.5902433890178257	0.5983353546850728	0.5630492388874994	21933	0.0
NMC	weighted avg	0.6799797037382945	0.5903889116855879	0.6005474481505688	21933	0.0
kNN9	GMP	0.5635939323220537	0.5384615384615384	0.5507411630558723	897	0.9822209545540977
kNN9	GMP_LIKE	0.5621754577753485	0.6761998685075609	0.6139382181763916	3042	0.9151977131967604
kNN9	HSC_PROG	0.6952380952380952	0.883933845245127	0.7783123130932259	3386	0.9292607968943765
kNN9	HSC_PROG_LIKE	0.8573589799005835	0.6296825396825397	0.7260913333943443	6300	0.9577816158127039
kNN9	MYELOID	0.832579185520362	0.7735155018392013	0.8019613184418415	3806	0.9673415347272025
kNN9	MYELOID_LIKE	0.7302485350575874	0.802754331408263	0.7647867950481431	4502	0.9234123113992313
kNN9	macro avg	0.7068656976356716	0.717424604190705	0.705971856868303	21933	0.0
kNN9	weighted avg	0.7489852983456489	0.7321387863037432	0.7325350250657968	21933	0.0
ACTINN	GMP	0.8101788170563962	0.6566332218506131	0.7253694581280787	897	0.99343981745579
ACTINN	GMP_LIKE	0.7258064516129032	0.7840236686390533	0.7537926675094817	3042	0.9523053305806998
ACTINN	HSC_PROG	0.9036033261472128	0.8665091553455405	0.8846675712347355	3386	0.9831239553566614
ACTINN	HSC_PROG_LIKE	0.8706536856745479	0.8942857142857142	0.8823114869626497	6300	0.9464594127806563
ACTINN	MYELOID	0.883416295520042	0.8859695218076721	0.8846910665092483	3806	0.9754509847189275
ACTINN	MYELOID_LIKE	0.8618015963511972	0.8394047090182142	0.8504557218408911	4502	0.9652343525902128
ACTINN	macro avg	0.8425766953937166	0.8211376651578012	0.8302146620308476	21933	0.0
ACTINN	weighted avg	0.853575247996741	0.8522773902338941	0.8523059463562728	21933	0.0
scVI	GMP	0.8433292533659731	0.7681159420289855	0.8039673278879813	897	0.993915193002472
scVI	GMP_LIKE	0.8127753303964758	0.849112426035503	0.8305466237942122	3042	0.9685035201948018
scVI	HSC_PROG	0.9359419375197223	0.8759598346131128	0.9049580472921434	3386	0.9890548336658219
scVI	HSC_PROG_LIKE	0.897561723662015	0.929047619047619	0.9130333047344201	6300	0.9572698778225549
scVI	MYELOID	0.9421066738139909	0.9235417761429322	0.9327318561761975	3806	0.9880840734815468
scVI	MYELOID_LIKE	0.9141022802745185	0.9171479342514438	0.9156225745648077	4502	0.9777408066089152
scVI	macro avg	0.890969533172116	0.8771542553532661	0.8834766224082937	21933	0.0
scVI	weighted avg	0.9006343692691271	0.899785711029043	0.8998353880432648	21933	0.0
Cell_BLAST	GMP	0.8275862068965517	0.4013377926421405	0.5405405405405405	897	0.996434683399886
Cell_BLAST	GMP_LIKE	0.7526607066836952	0.5811965811965812	0.6559079948061584	3042	0.969244613837277
Cell_BLAST	HSC_PROG	0.9087566844919787	0.8030124040165387	0.8526183756663532	3386	0.9852806383781744
Cell_BLAST	HSC_PROG_LIKE	0.8537016219688454	0.8438095238095238	0.8487267502195258	6300	0.9417258363717776
Cell_BLAST	MYELOID	0.775812892184826	0.7146610614818707	0.7439824945295405	3806	0.9566392673911844
Cell_BLAST	MYELOID_LIKE	0.7868561278863233	0.688804975566415	0.7345730190690513	4502	0.9518099936894039
Cell_BLAST	UNLABELED	0.0	0.0	0.0	0	0.8867915925773948
Cell_BLAST	macro avg	0.70076774858746	0.5761174769590099	0.6251927392615956	21933	0.0
Cell_BLAST	weighted avg	0.8198823327776067	0.7287648748461223	0.7683730651293842	21933	0.0
SingleCellNet	GMP	0.9209138840070299	0.5841694537346711	0.7148703956343793	897	0.9978608100399315
SingleCellNet	GMP_LIKE	0.8097217780620403	0.8323471400394478	0.8208785864807912	3042	0.9685035201948018
SingleCellNet	HSC_PROG	0.9125208681135225	0.8071470761961016	0.8566055477197931	3386	0.9858737262090904
SingleCellNet	HSC_PROG_LIKE	0.8472062211981567	0.9338095238095238	0.8884022953790395	6300	0.9321307490564831
SingleCellNet	MYELOID	0.8566632231404959	0.8715186547556489	0.8640270903881219	3806	0.9693826888067524
SingleCellNet	MYELOID_LIKE	0.8592408495255309	0.844735673034207	0.851926523297491	4502	0.9642590786529746
SingleCellNet	macro avg	0.8677111373411294	0.8122879202616001	0.8327850731499361	21933	0.0
SingleCellNet	weighted avg	0.8592162853980978	0.856791136643414	0.8553144833961733	21933	0.0
LAmbDA	GMP	0.48931383577052867	0.48494983277591974	0.48712206047032475	897	0.9784179501806427
LAmbDA	GMP_LIKE	0.6029048207663782	0.6413543721236029	0.621535520866518	3042	0.9319781906728072
LAmbDA	HSC_PROG	0.8199067909454061	0.7274069698759599	0.7708920187793428	3386	0.9708308621340378
LAmbDA	HSC_PROG_LIKE	0.7679976250556627	0.8212698412698413	0.7937408913093503	6300	0.9000191901746306
LAmbDA	MYELOID	0.717828418230563	0.8441933788754598	0.7758995411736296	3806	0.9303249296629338
LAmbDA	MYELOID_LIKE	0.8301308827624617	0.6621501554864505	0.7366860249598418	4502	0.9650048763696862
LAmbDA	macro avg	0.7046803955885	0.6968874250678724	0.6976460095931679	21933	0.0
LAmbDA	weighted avg	0.7457641271796576	0.7393881365978207	0.7389824315702198	21933	0.0
scPred	GMP	0.8846815834767642	0.5730211817168339	0.6955345060893099	897	0.9968149838372314
scPred	GMP_LIKE	0.8212465699725597	0.6886916502301118	0.749150724119435	3042	0.9758615213593774
scPred	HSC_PROG	0.9549915397631134	0.8334317779090372	0.8900804289544235	3386	0.9928290289534696
scPred	HSC_PROG_LIKE	0.9061371841155235	0.8765079365079365	0.8910763272551235	6300	0.9634107337043434
scPred	MYELOID	0.9435506632797065	0.8783499737256962	0.9097836440332018	3806	0.988966734705136
scPred	MYELOID_LIKE	0.9243656072924366	0.8334073745002222	0.8765331152902698	4502	0.9823877000745798
scPred	UNLABELED	0.0	0.0	0.0	0	0.901974194136689
scPred	macro avg	0.7764247354143006	0.6690585563699768	0.7160226779631091	21933	0.0
scPred	weighted avg	0.9112617903740481	0.8228696484749008	0.8635021557975449	21933	0.0
CaSTLe	GMP	0.7761413843888071	0.5875139353400223	0.668781725888325	897	0.9927742916904354
CaSTLe	GMP_LIKE	0.7798045602605863	0.7869822485207101	0.7833769633507853	3042	0.9642157641204806
CaSTLe	HSC_PROG	0.9167210973220118	0.8290017720023627	0.8706575682382134	3386	0.9862511457378552
CaSTLe	HSC_PROG_LIKE	0.8517598948444575	0.9257142857142857	0.8871986004411653	6300	0.93507324249984
CaSTLe	MYELOID	0.8693790149892934	0.8533893851812927	0.8613099973481835	3806	0.9730788326805319
CaSTLe	MYELOID_LIKE	0.8462216347213043	0.8531763660595291	0.8496847693839178	4502	0.9599563995181
CaSTLe	macro avg	0.8400045977544099	0.8059629988030337	0.8201682707750985	21933	0.0
CaSTLe	weighted avg	0.8506367390565102	0.850271280718552	0.849120244432701	21933	0.0
CHETAH	GMP	0.4666666666666667	0.6164994425863991	0.5312199807877042	897	0.9699562654497053
CHETAH	GMP_LIKE	0.7019867549668874	0.38330046022353714	0.4958537103976185	3042	0.9737970462124821
CHETAH	HSC_PROG	0.928927680798005	0.6600708800945068	0.7717541436464089	3386	0.9907801800830323
CHETAH	HSC_PROG_LIKE	0.9122212813999435	0.513015873015873	0.6567103525347963	6300	0.9801061856329559
CHETAH	MYELOID	0.8471518987341772	0.7033631108775618	0.7685902957220787	3806	0.9733546643129034
CHETAH	MYELOID_LIKE	0.7976190476190477	0.5952909817858729	0.6817603663190028	4502	0.9609890425104699
CHETAH	UNLABELED	0.0	0.0	0.0	0	0.698262891533306
CHETAH	macro avg	0.6649390471692468	0.49593439265482153	0.5579841213439443	21933	0.0
CHETAH	weighted avg	0.8326051150127293	0.5718779920667487	0.6715846393944496	21933	0.0
scID	GMP	0.06741167988464311	0.2084726867335563	0.10187959684009808	897	0.877020346073398
scID	GMP_LIKE	0.19756493506493505	0.4000657462195924	0.2645077157139752	3042	0.7383410089460589
scID	HSC_PROG	0.813215859030837	0.2725930301240402	0.4083167440831675	3386	0.9885695799859816
scID	HSC_PROG_LIKE	0.793144208037825	0.31952380952380954	0.4555329260013578	6300	0.966417194396469
scID	MYELOID	0.5126964933494559	0.44561219127693114	0.4768062974416643	3806	0.911071881723396
scID	MYELOID_LIKE	0.7447478991596639	0.3149711239449134	0.4427099594130503	4502	0.9721186392060123
scID	UNLABELED	0.0	0.0	0.0	0	0.8124287603155063
scID	macro avg	0.44696872493247997	0.280176941117549	0.30710760564190187	21933	0.0
scID	weighted avg	0.6253588708496605	0.3398531892581954	0.40834547960525985	21933	0.0
scmapcell	GMP	0.8283378746594006	0.33890746934225197	0.4810126582278481	897	0.9970051340559042
scmapcell	GMP_LIKE	0.7406989853438557	0.4319526627218935	0.5456810631229235	3042	0.9756497803186702
scmapcell	HSC_PROG	0.9879649890590809	0.5333727111636148	0.6927502876869965	3386	0.9988138243381679
scmapcell	HSC_PROG_LIKE	0.9351230425055929	0.5307936507936508	0.6771972458485217	6300	0.9851595982856778
scmapcell	MYELOID	0.9117512574302697	0.5239096163951655	0.6654430168529951	3806	0.9893528989904562
scmapcell	MYELOID_LIKE	0.9199591280653951	0.5999555752998668	0.7262705028233396	4502	0.9865182720440594
scmapcell	UNLABELED	0.0	0.0	0.0	0	0.5775771668262436
scmapcell	macro avg	0.7605478967233708	0.4226988122452062	0.5411935392232321	21933	0.0
scmapcell	weighted avg	0.9047796146470976	0.5226371221447135	0.6613674005953286	21933	0.0
scmapcluster	GMP	0.4461538461538462	0.5819397993311036	0.5050798258345428	897	0.9691956645750143
scmapcluster	GMP_LIKE	0.5270920166720102	0.5404339250493096	0.5336795974679435	3042	0.9219204912392145
scmapcluster	HSC_PROG	0.9925062447960034	0.3520378027170703	0.5197296708088075	3386	0.9995147463201596
scmapcluster	HSC_PROG_LIKE	0.8739495798319328	0.3136507936507936	0.4616283144492466	6300	0.9817693341009404
scmapcluster	MYELOID	0.7848240469208211	0.5625328428796637	0.6553412917049279	3806	0.9676173663595741
scmapcluster	MYELOID_LIKE	0.9360751005811354	0.46512661039537984	0.6214571894939901	4502	0.9917962251161724
scmapcluster	UNLABELED	0.0	0.0	0.0	0	0.5797656499338896
scmapcluster	macro avg	0.6515144049936784	0.4022459677176172	0.47098798425135124	21933	0.0
scmapcluster	weighted avg	0.8239352955789732	0.43628322618884785	0.5487895959964821	21933	0.0
singleR	GMP	0.2714468629961588	0.9453734671125975	0.4217856254663019	897	0.8918045255752044
singleR	GMP_LIKE	0.6005830903790087	0.744904667981591	0.6650036683785766	3042	0.9202265629135568
singleR	HSC_PROG	0.8154970760233918	0.8236857649143532	0.8195709667940052	3386	0.9659783253356338
singleR	HSC_PROG_LIKE	0.9204336265084885	0.7142857142857143	0.8043614264009296	6300	0.9751167402290027
singleR	MYELOID	0.6937949640287769	0.8108250131371518	0.7477586624666829	3806	0.9248634633419761
singleR	MYELOID_LIKE	0.9648968845985081	0.4884495779653487	0.6485769060610529	4502	0.995410475589467
singleR	macro avg	0.7111087507557222	0.7545873675661262	0.6845095425945914	21933	0.0
singleR	weighted avg	0.8031284343689961	0.7152692290156385	0.7299361622019932	21933	0.0
