CLASS	ColumnHeader	EnrichmentScore	p.Val	FDR	PassCutoff_p0.05_fdr0.1
ENDOTHELIAL	clust7	-0.0669076201539633	0.379793792183801	0.765131717166155	0
CAF	clust7	0.506792756195542	0.105009778643545	0.337576283083323	0
TCELL	clust8	-0.334165232358301	0.155961903905842	0.287692901144624	0
BCELL	clust8	-0.327293271164405	0.164773280697185	0.298492370681313	0
MACROPHAGE	clust8	-0.0258164450754485	0.270403915858567	0.567871253490404	0
ENDOTHELIAL	clust8	-0.124478292672335	0.46320922174312	1	0
CAF	clust8	0.101621893257632	0.0998726780195055	0.279168572160736	0
TCELL	clust9	-0.466179001721535	0.123273641568921	0.379232245492257	0
BCELL	clust9	0.0324440619620072	0.384885828943321	0.75889262885704	0
MACROPHAGE	clust9	0.982401789940193	0.0873282080466484	0.360011047264682	0
ENDOTHELIAL	clust9	0.574550207741376	0.25818243646463	0.507337672935915	0
CAF	clust9	-0.118522981580239	0.289480937021551	0.550406032409524	0
TCELL	clust10	0.288468158347552	0.0567994504809409	0.068826874651504	0
BCELL	clust10	-0.334062560035469	0.252656954291966	0.0854047946342293	0
MACROPHAGE	clust10	-0.324297577556786	0.264058123880634	0.0913719311060943	0
ENDOTHELIAL	clust10	-0.0356697216125813	0.340336952987001	0.221101406730796	0
CAF	clust10	-0.342528834566884	0.242986067207603	0.0854047946342293	0
TCELL	clust11	0.721127366609241	0.0590894256484189	0.421738907162994	0
BCELL	clust11	0.0654475043027678	0.493733200919356	1	0
MACROPHAGE	clust11	-0.387924945606079	0.14598719930033	0.575281942061606	0
ENDOTHELIAL	clust11	0.114668043543811	0.447562999536111	1	0
CAF	clust11	-0.219376603205081	0.255849891730939	0.729963322673922	0
TCELL	clust12	-0.275602409638839	0.220218083620352	0.595719751859965	0
BCELL	clust12	-0.335072908807761	0.165932235914235	0.531017296819597	0
MACROPHAGE	clust12	0.0298610214707541	0.401211266272323	0.853155834827541	0
ENDOTHELIAL	clust12	-0.0619164407726908	0.47737181896898	1	0
CAF	clust12	0.417986691759416	0.0607678377256874	0.40674697206483	0
TCELL	clust13	0.730593803786572	0.131631357424875	0.189058853985715	0
BCELL	clust13	0.602970266502762	0.211887568887293	0.309437058841508	0
MACROPHAGE	clust13	-0.0955208467793038	0.172316098425999	0.208952391425406	0
ENDOTHELIAL	clust13	0.33168431495529	0.45138070174927	1	0
CAF	clust13	-0.155833653981285	0.136599966570094	0.189058853985715	0
TCELL	clust14	-0.388640275387588	0.170715640634647	0.413652906981435	0
BCELL	clust14	-0.410904151566775	0.161259359879931	0.400971969069003	0
MACROPHAGE	clust14	0.243891037334153	0.449485120378471	1	0
ENDOTHELIAL	clust14	0.981283077320254	0.0831752131260249	0.344841382676454	0
CAF	clust14	0.421445923427093	0.333725949764864	0.699952030533934	0
TCELL	clust15	-0.374827882960752	0.239209466523299	0.446293713961631	0
BCELL	clust15	-0.108132530120655	0.39135550499747	0.70530228701666	0
MACROPHAGE	clust15	0.363194354804059	0.312225198046618	0.52303693392153	0
ENDOTHELIAL	clust15	-0.547504904118854	0.161272680093637	0.41665464401723	0
CAF	clust15	0.975813393010847	0.0688615416783054	0.395594850737076	0
TCELL	clust16	-0.239298212199481	0.152901496968825	0.475188785363786	0
BCELL	clust16	0.633003442340767	0.061950622480813	0.410026842910822	0
MACROPHAGE	clust16	-0.0130373047630535	0.359665535847203	0.652823300954488	0
ENDOTHELIAL	clust16	0.243035909958555	0.34717973493551	0.631065904210102	0
CAF	clust16	-0.0772938543638342	0.291802155315655	0.558335323969749	0
