method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
scmapcell	BASAL_CELLS	1.0	0.815	0.8980716253443526	200	1.0	0.058823529411764705	68.0	balanced
CHETAH	BASAL_CELLS	0.9281437125748503	0.775	0.8446866485013624	200	0.99625	0.058823529411764705	68.0	balanced
LDArej	BASAL_CELLS	0.994535519125683	0.91	0.9503916449086162	200	0.9996875	0.058823529411764705	68.0	balanced
NMC	BASAL_CELLS	0.9922480620155039	0.64	0.7781155015197568	200	0.9996875	0.058823529411764705	68.0	balanced
RF	BASAL_CELLS	1.0	0.98	0.98989898989899	200	1.0	0.058823529411764705	68.0	balanced
LAmbDA	BASAL_CELLS	0.9848484848484849	0.975	0.9798994974874371	200	0.9990625	0.058823529411764705	68.0	balanced
CaSTLe	BASAL_CELLS	0.9556650246305419	0.97	0.9627791563275433	200	0.9971875	0.058823529411764705	68.0	balanced
SVM	BASAL_CELLS	0.9850746268656716	0.99	0.9875311720698254	200	0.9990625	0.058823529411764705	68.0	balanced
LDArej	LYMPHATIC_EC	1.0	0.895	0.9445910290237467	200	1.0	0.058823529411764705	85.0	balanced
kNN9	LYMPHATIC_EC	1.0	0.9	0.9473684210526316	200	1.0	0.058823529411764705	85.0	balanced
CaSTLe	LYMPHATIC_EC	0.9847715736040609	0.97	0.9773299748110831	200	0.9990625	0.058823529411764705	85.0	balanced
scPred	LYMPHATIC_EC	1.0	0.7	0.8235294117647058	200	1.0	0.058823529411764705	85.0	balanced
ACTINN	LYMPHATIC_EC	0.9900497512437811	0.995	0.9925187032418954	200	0.999375	0.058823529411764705	85.0	balanced
scmapcluster	LYMPHATIC_EC	0.9563106796116505	0.985	0.9704433497536945	200	0.9971875	0.058823529411764705	85.0	balanced
LDA	LYMPHATIC_EC	1.0	0.895	0.9445910290237467	200	1.0	0.058823529411764705	85.0	balanced
scID	LYMPHATIC_EC	1.0	0.5	0.6666666666666666	200	1.0	0.058823529411764705	85.0	balanced
CHETAH	LYMPHATIC_EC	0.975	0.975	0.975	200	0.9984375	0.058823529411764705	85.0	balanced
SVMrej	LYMPHATIC_EC	1.0	0.995	0.9974937343358395	200	1.0	0.058823529411764705	85.0	balanced
singleR	LYMPHATIC_EC	0.9521531100478469	0.995	0.9731051344743276	200	0.996875	0.058823529411764705	85.0	balanced
SingleCellNet	LYMPHATIC_EC	0.9802955665024631	0.995	0.9875930521091811	200	0.99875	0.058823529411764705	85.0	balanced
NMC	LYMPHATIC_EC	0.7650602409638554	0.635	0.6939890710382514	200	0.9878125	0.058823529411764705	85.0	balanced
scVI	LYMPHATIC_EC	0.9900990099009901	1.0	0.9950248756218906	200	0.999375	0.058823529411764705	85.0	balanced
RF	LYMPHATIC_EC	1.0	0.995	0.9974937343358395	200	1.0	0.058823529411764705	85.0	balanced
SVM	LYMPHATIC_EC	0.9950248756218906	1.0	0.9975062344139651	200	0.9996875	0.058823529411764705	85.0	balanced
scmapcell	LYMPHATIC_EC	0.9852216748768473	1.0	0.9925558312655086	200	0.9990625	0.058823529411764705	85.0	balanced
LAmbDA	LYMPHATIC_EC	0.84375	0.945	0.8915094339622641	200	0.9890625	0.058823529411764705	85.0	balanced
NMC	SECRETORY_CLUB_CELLS	0.9337748344370861	0.705	0.8034188034188033	200	0.996875	0.058823529411764705	135.0	balanced
singleR	SECRETORY_CLUB_CELLS	0.9128440366972477	0.995	0.9521531100478469	200	0.9940625	0.058823529411764705	135.0	balanced
LDA	SECRETORY_CLUB_CELLS	0.9625668449197861	0.9	0.9302325581395349	200	0.9978125	0.058823529411764705	135.0	balanced
scmapcell	SECRETORY_CLUB_CELLS	0.9591836734693877	0.94	0.9494949494949495	200	0.9975	0.058823529411764705	135.0	balanced
SVM	SECRETORY_CLUB_CELLS	0.9802955665024631	0.995	0.9875930521091811	200	0.99875	0.058823529411764705	135.0	balanced
LDArej	SECRETORY_CLUB_CELLS	0.9623655913978495	0.895	0.927461139896373	200	0.9978125	0.058823529411764705	135.0	balanced
scVI	SECRETORY_CLUB_CELLS	0.9803921568627451	1.0	0.99009900990099	200	0.99875	0.058823529411764705	135.0	balanced
CaSTLe	SECRETORY_CLUB_CELLS	0.94	0.94	0.94	200	0.99625	0.058823529411764705	135.0	balanced
SingleCellNet	SECRETORY_CLUB_CELLS	0.9851485148514851	0.995	0.9900497512437811	200	0.9990625	0.058823529411764705	135.0	balanced
scID	SECRETORY_CLUB_CELLS	0.021551724137931036	0.075	0.033482142857142856	200	0.7871875	0.058823529411764705	135.0	balanced
scmapcluster	SECRETORY_CLUB_CELLS	0.8994974874371859	0.895	0.8972431077694235	200	0.99375	0.058823529411764705	135.0	balanced
SVMrej	SECRETORY_CLUB_CELLS	0.9897959183673469	0.97	0.9797979797979798	200	0.999375	0.058823529411764705	135.0	balanced
CHETAH	SECRETORY_CLUB_CELLS	0.9662921348314607	0.86	0.9100529100529101	200	0.998125	0.058823529411764705	135.0	balanced
scPred	SECRETORY_CLUB_CELLS	0.9385964912280702	0.535	0.6815286624203822	200	0.9978125	0.058823529411764705	135.0	balanced
kNN9	SECRETORY_CLUB_CELLS	0.9166666666666666	0.99	0.9519230769230769	200	0.994375	0.058823529411764705	135.0	balanced
RF	SECRETORY_CLUB_CELLS	0.9707317073170731	0.995	0.982716049382716	200	0.998125	0.058823529411764705	135.0	balanced
ACTINN	SECRETORY_CLUB_CELLS	0.9567307692307693	0.995	0.9754901960784313	200	0.9971875	0.058823529411764705	135.0	balanced
LAmbDA	SECRETORY_CLUB_CELLS	0.9108910891089109	0.92	0.9154228855721394	200	0.994375	0.058823529411764705	135.0	balanced
kNN9	EPITHELIAL_CELLS	0.9929577464788732	0.705	0.8245614035087719	200	0.9996875	0.058823529411764705	381.0	balanced
SVMrej	EPITHELIAL_CELLS	0.9874213836477987	0.785	0.8746518105849581	200	0.999375	0.058823529411764705	381.0	balanced
scID	EPITHELIAL_CELLS	1.0	0.27	0.4251968503937008	200	1.0	0.058823529411764705	381.0	balanced
LDArej	EPITHELIAL_CELLS	0.9659090909090909	0.85	0.9042553191489362	200	0.998125	0.058823529411764705	381.0	balanced
CaSTLe	EPITHELIAL_CELLS	0.8532608695652174	0.785	0.8177083333333334	200	0.9915625	0.058823529411764705	381.0	balanced
LAmbDA	EPITHELIAL_CELLS	0.7990196078431373	0.815	0.806930693069307	200	0.9871875	0.058823529411764705	381.0	balanced
singleR	EPITHELIAL_CELLS	0.8657407407407407	0.935	0.8990384615384616	200	0.9909375	0.058823529411764705	381.0	balanced
SingleCellNet	EPITHELIAL_CELLS	0.9371980676328503	0.97	0.9533169533169534	200	0.9959375	0.058823529411764705	381.0	balanced
ACTINN	EPITHELIAL_CELLS	0.9134615384615384	0.95	0.9313725490196078	200	0.994375	0.058823529411764705	381.0	balanced
RF	EPITHELIAL_CELLS	0.9479166666666666	0.91	0.9285714285714285	200	0.996875	0.058823529411764705	381.0	balanced
CHETAH	EPITHELIAL_CELLS	0.8719211822660099	0.885	0.8784119106699751	200	0.991875	0.058823529411764705	381.0	balanced
NMC	EPITHELIAL_CELLS	0.9862068965517241	0.715	0.8289855072463769	200	0.999375	0.058823529411764705	381.0	balanced
scmapcluster	EPITHELIAL_CELLS	0.9162011173184358	0.82	0.8654353562005277	200	0.9953125	0.058823529411764705	381.0	balanced
LDA	EPITHELIAL_CELLS	0.9662921348314607	0.86	0.9100529100529101	200	0.998125	0.058823529411764705	381.0	balanced
scPred	EPITHELIAL_CELLS	1.0	0.83	0.9071038251366119	200	1.0	0.058823529411764705	381.0	balanced
scmapcell	EPITHELIAL_CELLS	0.8654708520179372	0.965	0.912529550827423	200	0.990625	0.058823529411764705	381.0	balanced
scVI	EPITHELIAL_CELLS	0.9362745098039216	0.955	0.9455445544554456	200	0.9959375	0.058823529411764705	381.0	balanced
SVM	EPITHELIAL_CELLS	0.9362745098039216	0.955	0.9455445544554456	200	0.9959375	0.058823529411764705	381.0	balanced
RF	GRANULOCYTES	0.8	0.92	0.8558139534883721	200	0.985625	0.058823529411764705	477.0	balanced
CaSTLe	GRANULOCYTES	0.8872549019607843	0.905	0.8960396039603961	200	0.9928125	0.058823529411764705	477.0	balanced
singleR	GRANULOCYTES	0.9526315789473684	0.905	0.9282051282051282	200	0.9971875	0.058823529411764705	477.0	balanced
kNN9	GRANULOCYTES	0.7320754716981132	0.97	0.8344086021505376	200	0.9778125	0.058823529411764705	477.0	balanced
SVMrej	GRANULOCYTES	0.9830508474576272	0.87	0.923076923076923	200	0.9990625	0.058823529411764705	477.0	balanced
CHETAH	GRANULOCYTES	0.8324607329842932	0.795	0.8132992327365729	200	0.99	0.058823529411764705	477.0	balanced
scmapcluster	GRANULOCYTES	0.9647058823529412	0.82	0.8864864864864864	200	0.998125	0.058823529411764705	477.0	balanced
SVM	GRANULOCYTES	0.8986175115207373	0.975	0.9352517985611511	200	0.993125	0.058823529411764705	477.0	balanced
NMC	GRANULOCYTES	0.6481481481481481	0.7	0.673076923076923	200	0.97625	0.058823529411764705	477.0	balanced
LAmbDA	GRANULOCYTES	0.7918781725888325	0.78	0.7858942065491185	200	0.9871875	0.058823529411764705	477.0	balanced
scPred	GRANULOCYTES	0.9830508474576272	0.29	0.44787644787644787	200	0.9996875	0.058823529411764705	477.0	balanced
LDA	GRANULOCYTES	0.8275862068965517	0.96	0.888888888888889	200	0.9875	0.058823529411764705	477.0	balanced
SingleCellNet	GRANULOCYTES	0.9170731707317074	0.94	0.9283950617283951	200	0.9946875	0.058823529411764705	477.0	balanced
ACTINN	GRANULOCYTES	0.9117647058823529	0.93	0.9207920792079208	200	0.994375	0.058823529411764705	477.0	balanced
scID	GRANULOCYTES	0.0831353919239905	0.175	0.11272141706924314	200	0.879375	0.058823529411764705	477.0	balanced
scVI	GRANULOCYTES	0.9540816326530612	0.935	0.9444444444444445	200	0.9971875	0.058823529411764705	477.0	balanced
scmapcell	GRANULOCYTES	0.9928571428571429	0.695	0.8176470588235295	200	0.9996875	0.058823529411764705	477.0	balanced
LDArej	GRANULOCYTES	0.8488888888888889	0.955	0.8988235294117647	200	0.989375	0.058823529411764705	477.0	balanced
scVI	DENDRITIC_CELLS	0.9797979797979798	0.97	0.9748743718592964	200	0.99875	0.058823529411764705	586.0	balanced
LDA	DENDRITIC_CELLS	0.9548022598870056	0.845	0.896551724137931	200	0.9975	0.058823529411764705	586.0	balanced
RF	DENDRITIC_CELLS	0.9111111111111111	0.82	0.8631578947368421	200	0.995	0.058823529411764705	586.0	balanced
scmapcluster	DENDRITIC_CELLS	0.7984496124031008	0.515	0.6261398176291793	200	0.991875	0.058823529411764705	586.0	balanced
scmapcell	DENDRITIC_CELLS	0.9803921568627451	0.75	0.8498583569405098	200	0.9990625	0.058823529411764705	586.0	balanced
NMC	DENDRITIC_CELLS	0.5440414507772021	0.525	0.5343511450381679	200	0.9725	0.058823529411764705	586.0	balanced
scPred	DENDRITIC_CELLS	0.7407407407407407	0.1	0.1762114537444934	200	0.9978125	0.058823529411764705	586.0	balanced
SVM	DENDRITIC_CELLS	0.9791666666666666	0.94	0.9591836734693877	200	0.99875	0.058823529411764705	586.0	balanced
CaSTLe	DENDRITIC_CELLS	0.8542713567839196	0.85	0.8521303258145363	200	0.9909375	0.058823529411764705	586.0	balanced
SVMrej	DENDRITIC_CELLS	1.0	0.87	0.9304812834224598	200	1.0	0.058823529411764705	586.0	balanced
scID	DENDRITIC_CELLS	0.23440453686200377	0.62	0.34019204389574753	200	0.8734375	0.058823529411764705	586.0	balanced
kNN9	DENDRITIC_CELLS	0.7884615384615384	0.82	0.803921568627451	200	0.98625	0.058823529411764705	586.0	balanced
SingleCellNet	DENDRITIC_CELLS	0.94	0.94	0.94	200	0.99625	0.058823529411764705	586.0	balanced
singleR	DENDRITIC_CELLS	0.9014084507042254	0.64	0.7485380116959065	200	0.995625	0.058823529411764705	586.0	balanced
ACTINN	DENDRITIC_CELLS	0.9489795918367347	0.93	0.9393939393939393	200	0.996875	0.058823529411764705	586.0	balanced
LDArej	DENDRITIC_CELLS	0.9709302325581395	0.835	0.8978494623655913	200	0.9984375	0.058823529411764705	586.0	balanced
LAmbDA	DENDRITIC_CELLS	0.7740112994350282	0.685	0.726790450928382	200	0.9875	0.058823529411764705	586.0	balanced
CHETAH	DENDRITIC_CELLS	0.5722543352601156	0.495	0.5308310991957105	200	0.976875	0.058823529411764705	586.0	balanced
SVM	MAST_CELLS	1.0	0.975	0.9873417721518987	200	1.0	0.058823529411764705	613.0	balanced
SVMrej	MAST_CELLS	1.0	0.945	0.9717223650385605	200	1.0	0.058823529411764705	613.0	balanced
SingleCellNet	MAST_CELLS	0.9949748743718593	0.99	0.9924812030075189	200	0.9996875	0.058823529411764705	613.0	balanced
scVI	MAST_CELLS	1.0	0.98	0.98989898989899	200	1.0	0.058823529411764705	613.0	balanced
RF	MAST_CELLS	0.9948717948717949	0.97	0.9822784810126582	200	0.9996875	0.058823529411764705	613.0	balanced
kNN9	MAST_CELLS	0.9845360824742269	0.955	0.9695431472081217	200	0.9990625	0.058823529411764705	613.0	balanced
CHETAH	MAST_CELLS	1.0	0.935	0.9664082687338501	200	1.0	0.058823529411764705	613.0	balanced
CaSTLe	MAST_CELLS	1.0	0.97	0.9847715736040609	200	1.0	0.058823529411764705	613.0	balanced
singleR	MAST_CELLS	1.0	0.955	0.9769820971867007	200	1.0	0.058823529411764705	613.0	balanced
LAmbDA	MAST_CELLS	0.7850467289719626	0.84	0.8115942028985507	200	0.985625	0.058823529411764705	613.0	balanced
scID	MAST_CELLS	0.3394495412844037	0.185	0.2394822006472492	200	0.9775	0.058823529411764705	613.0	balanced
scmapcluster	MAST_CELLS	1.0	0.955	0.9769820971867007	200	1.0	0.058823529411764705	613.0	balanced
NMC	MAST_CELLS	1.0	0.815	0.8980716253443526	200	1.0	0.058823529411764705	613.0	balanced
LDA	MAST_CELLS	1.0	0.98	0.98989898989899	200	1.0	0.058823529411764705	613.0	balanced
LDArej	MAST_CELLS	1.0	0.975	0.9873417721518987	200	1.0	0.058823529411764705	613.0	balanced
ACTINN	MAST_CELLS	1.0	0.965	0.9821882951653944	200	1.0	0.058823529411764705	613.0	balanced
scmapcell	MAST_CELLS	1.0	0.945	0.9717223650385605	200	1.0	0.058823529411764705	613.0	balanced
scPred	MAST_CELLS	0.9655172413793104	0.14	0.24454148471615722	200	0.9996875	0.058823529411764705	613.0	balanced
LDA	LANGERHANS_CELLS	0.922077922077922	0.71	0.8022598870056497	200	0.99625	0.058823529411764705	714.0	balanced
scVI	LANGERHANS_CELLS	0.9362745098039216	0.955	0.9455445544554456	200	0.9959375	0.058823529411764705	714.0	balanced
ACTINN	LANGERHANS_CELLS	0.9068627450980392	0.925	0.9158415841584158	200	0.9940625	0.058823529411764705	714.0	balanced
CHETAH	LANGERHANS_CELLS	0.7368421052631579	0.42	0.535031847133758	200	0.990625	0.058823529411764705	714.0	balanced
scPred	LANGERHANS_CELLS	0.9142857142857143	0.16	0.2723404255319149	200	0.9990625	0.058823529411764705	714.0	balanced
scID	LANGERHANS_CELLS	0.7857142857142857	0.165	0.2727272727272727	200	0.9971875	0.058823529411764705	714.0	balanced
LDArej	LANGERHANS_CELLS	0.922077922077922	0.71	0.8022598870056497	200	0.99625	0.058823529411764705	714.0	balanced
SingleCellNet	LANGERHANS_CELLS	0.9193548387096774	0.855	0.8860103626943004	200	0.9953125	0.058823529411764705	714.0	balanced
scmapcell	LANGERHANS_CELLS	0.9246575342465754	0.675	0.7803468208092484	200	0.9965625	0.058823529411764705	714.0	balanced
LAmbDA	LANGERHANS_CELLS	0.7198067632850241	0.745	0.7321867321867321	200	0.981875	0.058823529411764705	714.0	balanced
SVMrej	LANGERHANS_CELLS	0.950920245398773	0.775	0.8539944903581268	200	0.9975	0.058823529411764705	714.0	balanced
scmapcluster	LANGERHANS_CELLS	0.6576923076923077	0.855	0.7434782608695654	200	0.9721875	0.058823529411764705	714.0	balanced
singleR	LANGERHANS_CELLS	0.6270627062706271	0.95	0.7554671968190856	200	0.9646875	0.058823529411764705	714.0	balanced
SVM	LANGERHANS_CELLS	0.9289340101522843	0.915	0.9219143576826196	200	0.995625	0.058823529411764705	714.0	balanced
CaSTLe	LANGERHANS_CELLS	0.8054054054054054	0.745	0.7740259740259741	200	0.98875	0.058823529411764705	714.0	balanced
RF	LANGERHANS_CELLS	0.8534031413612565	0.815	0.8337595907928387	200	0.99125	0.058823529411764705	714.0	balanced
kNN9	LANGERHANS_CELLS	0.85	0.68	0.7555555555555556	200	0.9925	0.058823529411764705	714.0	balanced
NMC	LANGERHANS_CELLS	0.6439024390243903	0.66	0.6518518518518519	200	0.9771875	0.058823529411764705	714.0	balanced
NMC	ALVEOLAR_CELL	0.9433962264150944	0.5	0.6535947712418301	200	0.998125	0.058823529411764705	1335.0	balanced
scmapcell	ALVEOLAR_CELL	0.9722222222222222	0.7	0.813953488372093	200	0.99875	0.058823529411764705	1335.0	balanced
RF	ALVEOLAR_CELL	0.896551724137931	0.91	0.9032258064516129	200	0.9934375	0.058823529411764705	1335.0	balanced
scID	ALVEOLAR_CELL	0.5535714285714286	0.31	0.3974358974358974	200	0.984375	0.058823529411764705	1335.0	balanced
singleR	ALVEOLAR_CELL	0.9415204678362573	0.805	0.8679245283018868	200	0.996875	0.058823529411764705	1335.0	balanced
CHETAH	ALVEOLAR_CELL	0.94375	0.755	0.8388888888888888	200	0.9971875	0.058823529411764705	1335.0	balanced
SVMrej	ALVEOLAR_CELL	1.0	0.75	0.8571428571428571	200	1.0	0.058823529411764705	1335.0	balanced
scPred	ALVEOLAR_CELL	0.9326923076923077	0.485	0.638157894736842	200	0.9978125	0.058823529411764705	1335.0	balanced
kNN9	ALVEOLAR_CELL	0.7244094488188977	0.92	0.8105726872246698	200	0.978125	0.058823529411764705	1335.0	balanced
LDA	ALVEOLAR_CELL	0.8736842105263158	0.83	0.8512820512820513	200	0.9925	0.058823529411764705	1335.0	balanced
LAmbDA	ALVEOLAR_CELL	0.7751479289940828	0.655	0.7100271002710028	200	0.988125	0.058823529411764705	1335.0	balanced
SingleCellNet	ALVEOLAR_CELL	0.956989247311828	0.89	0.922279792746114	200	0.9975	0.058823529411764705	1335.0	balanced
LDArej	ALVEOLAR_CELL	0.8804347826086957	0.81	0.84375	200	0.993125	0.058823529411764705	1335.0	balanced
SVM	ALVEOLAR_CELL	0.9682539682539683	0.915	0.9408740359897171	200	0.998125	0.058823529411764705	1335.0	balanced
scVI	ALVEOLAR_CELL	0.93717277486911	0.895	0.9156010230179028	200	0.99625	0.058823529411764705	1335.0	balanced
CaSTLe	ALVEOLAR_CELL	0.8349514563106796	0.86	0.8472906403940887	200	0.989375	0.058823529411764705	1335.0	balanced
scmapcluster	ALVEOLAR_CELL	0.9689922480620154	0.625	0.7598784194528875	200	0.99875	0.058823529411764705	1335.0	balanced
ACTINN	ALVEOLAR_CELL	0.9668508287292817	0.875	0.9186351706036746	200	0.998125	0.058823529411764705	1335.0	balanced
RF	FIBROBLASTS	0.9947916666666666	0.955	0.9744897959183673	200	0.9996875	0.058823529411764705	1460.0	balanced
scmapcell	FIBROBLASTS	1.0	0.9	0.9473684210526316	200	1.0	0.058823529411764705	1460.0	balanced
scmapcluster	FIBROBLASTS	1.0	0.725	0.8405797101449275	200	1.0	0.058823529411764705	1460.0	balanced
CHETAH	FIBROBLASTS	0.9837837837837838	0.91	0.9454545454545455	200	0.9990625	0.058823529411764705	1460.0	balanced
CaSTLe	FIBROBLASTS	0.9774011299435028	0.865	0.9177718832891246	200	0.99875	0.058823529411764705	1460.0	balanced
singleR	FIBROBLASTS	1.0	0.93	0.9637305699481865	200	1.0	0.058823529411764705	1460.0	balanced
LDArej	FIBROBLASTS	1.0	0.825	0.9041095890410958	200	1.0	0.058823529411764705	1460.0	balanced
ACTINN	FIBROBLASTS	1.0	0.96	0.9795918367346939	200	1.0	0.058823529411764705	1460.0	balanced
LAmbDA	FIBROBLASTS	0.788659793814433	0.765	0.7766497461928934	200	0.9871875	0.058823529411764705	1460.0	balanced
scID	FIBROBLASTS	1.0	0.425	0.5964912280701754	200	1.0	0.058823529411764705	1460.0	balanced
LDA	FIBROBLASTS	1.0	0.825	0.9041095890410958	200	1.0	0.058823529411764705	1460.0	balanced
scPred	FIBROBLASTS	0.9946524064171123	0.93	0.9612403100775193	200	0.9996875	0.058823529411764705	1460.0	balanced
SVM	FIBROBLASTS	1.0	0.985	0.9924433249370278	200	1.0	0.058823529411764705	1460.0	balanced
SVMrej	FIBROBLASTS	1.0	0.865	0.9276139410187667	200	1.0	0.058823529411764705	1460.0	balanced
NMC	FIBROBLASTS	1.0	0.54	0.7012987012987013	200	1.0	0.058823529411764705	1460.0	balanced
kNN9	FIBROBLASTS	0.9878048780487805	0.81	0.8901098901098902	200	0.999375	0.058823529411764705	1460.0	balanced
SingleCellNet	FIBROBLASTS	0.9894736842105263	0.94	0.964102564102564	200	0.999375	0.058823529411764705	1460.0	balanced
scVI	FIBROBLASTS	0.9899497487437185	0.985	0.9874686716791979	200	0.999375	0.058823529411764705	1460.0	balanced
SingleCellNet	ENDOTHELIAL_CELL	0.9743589743589743	0.95	0.9620253164556962	200	0.9984375	0.058823529411764705	1507.0	balanced
CaSTLe	ENDOTHELIAL_CELL	0.934010152284264	0.92	0.9269521410579346	200	0.9959375	0.058823529411764705	1507.0	balanced
CHETAH	ENDOTHELIAL_CELL	0.9101796407185628	0.76	0.8283378746594006	200	0.9953125	0.058823529411764705	1507.0	balanced
ACTINN	ENDOTHELIAL_CELL	0.9948186528497409	0.96	0.9770992366412213	200	0.9996875	0.058823529411764705	1507.0	balanced
NMC	ENDOTHELIAL_CELL	0.5668449197860963	0.53	0.5478036175710594	200	0.9746875	0.058823529411764705	1507.0	balanced
scID	ENDOTHELIAL_CELL	0.6628571428571428	0.58	0.6186666666666666	200	0.9815625	0.058823529411764705	1507.0	balanced
LDArej	ENDOTHELIAL_CELL	0.9776536312849162	0.875	0.9234828496042217	200	0.99875	0.058823529411764705	1507.0	balanced
scmapcluster	ENDOTHELIAL_CELL	1.0	0.75	0.8571428571428571	200	1.0	0.058823529411764705	1507.0	balanced
scVI	ENDOTHELIAL_CELL	0.98989898989899	0.98	0.9849246231155778	200	0.999375	0.058823529411764705	1507.0	balanced
RF	ENDOTHELIAL_CELL	0.9792746113989638	0.945	0.9618320610687023	200	0.99875	0.058823529411764705	1507.0	balanced
kNN9	ENDOTHELIAL_CELL	0.9631901840490797	0.785	0.8650137741046833	200	0.998125	0.058823529411764705	1507.0	balanced
LAmbDA	ENDOTHELIAL_CELL	0.7741935483870968	0.6	0.676056338028169	200	0.9890625	0.058823529411764705	1507.0	balanced
singleR	ENDOTHELIAL_CELL	0.9943820224719101	0.885	0.9365079365079365	200	0.9996875	0.058823529411764705	1507.0	balanced
SVMrej	ENDOTHELIAL_CELL	1.0	0.885	0.9389920424403183	200	1.0	0.058823529411764705	1507.0	balanced
scPred	ENDOTHELIAL_CELL	0.9204545454545454	0.405	0.5625	200	0.9978125	0.058823529411764705	1507.0	balanced
LDA	ENDOTHELIAL_CELL	0.978021978021978	0.89	0.9319371727748691	200	0.99875	0.058823529411764705	1507.0	balanced
SVM	ENDOTHELIAL_CELL	1.0	0.96	0.9795918367346939	200	1.0	0.058823529411764705	1507.0	balanced
scmapcell	ENDOTHELIAL_CELL	1.0	0.895	0.9445910290237467	200	1.0	0.058823529411764705	1507.0	balanced
scmapcluster	NATURAL_KILLER_CELLS	0.900990099009901	0.91	0.9054726368159204	200	0.99375	0.058823529411764705	1741.0	balanced
SVM	NATURAL_KILLER_CELLS	0.9560975609756097	0.98	0.9679012345679012	200	0.9971875	0.058823529411764705	1741.0	balanced
ACTINN	NATURAL_KILLER_CELLS	0.9507389162561576	0.965	0.9578163771712158	200	0.996875	0.058823529411764705	1741.0	balanced
CHETAH	NATURAL_KILLER_CELLS	0.9932885906040269	0.74	0.8481375358166188	200	0.9996875	0.058823529411764705	1741.0	balanced
NMC	NATURAL_KILLER_CELLS	0.9	0.945	0.921951219512195	200	0.9934375	0.058823529411764705	1741.0	balanced
CaSTLe	NATURAL_KILLER_CELLS	0.8689320388349514	0.895	0.8817733990147784	200	0.9915625	0.058823529411764705	1741.0	balanced
scVI	NATURAL_KILLER_CELLS	0.9603960396039604	0.97	0.9651741293532338	200	0.9975	0.058823529411764705	1741.0	balanced
