method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
CaSTLe	LYMPHATIC_EC	0.9828009828009828	1.0	0.9913258983890954	400	0.99890625	0.058823529411764705	85.0	balanced
scPred	LYMPHATIC_EC	1.0	0.815	0.8980716253443526	400	1.0	0.058823529411764705	85.0	balanced
ACTINN	LYMPHATIC_EC	0.9876543209876543	1.0	0.9937888198757764	400	0.99921875	0.058823529411764705	85.0	balanced
scmapcluster	LYMPHATIC_EC	0.9170506912442397	0.995	0.9544364508393286	400	0.994375	0.058823529411764705	85.0	balanced
LDA	LYMPHATIC_EC	1.0	0.96	0.9795918367346939	400	1.0	0.058823529411764705	85.0	balanced
scID	LYMPHATIC_EC	1.0	0.365	0.5347985347985348	400	1.0	0.058823529411764705	85.0	balanced
CHETAH	LYMPHATIC_EC	0.9714285714285714	0.935	0.9528662420382166	400	0.99828125	0.058823529411764705	85.0	balanced
SVMrej	LYMPHATIC_EC	1.0	1.0	1.0	400	1.0	0.058823529411764705	85.0	balanced
singleR	LYMPHATIC_EC	0.9360189573459715	0.9875	0.9610705596107056	400	0.99578125	0.058823529411764705	85.0	balanced
SingleCellNet	LYMPHATIC_EC	0.9925558312655087	1.0	0.9962640099626401	400	0.99953125	0.058823529411764705	85.0	balanced
NMC	LYMPHATIC_EC	0.7781065088757396	0.6575	0.7127371273712736	400	0.98828125	0.058823529411764705	85.0	balanced
scVI	LYMPHATIC_EC	0.9900990099009901	1.0	0.9950248756218906	400	0.999375	0.058823529411764705	85.0	balanced
RF	LYMPHATIC_EC	1.0	1.0	1.0	400	1.0	0.058823529411764705	85.0	balanced
SVM	LYMPHATIC_EC	0.9900990099009901	1.0	0.9950248756218906	400	0.999375	0.058823529411764705	85.0	balanced
scmapcell	LYMPHATIC_EC	0.9828009828009828	1.0	0.9913258983890954	400	0.99890625	0.058823529411764705	85.0	balanced
LAmbDA	LYMPHATIC_EC	0.8814317673378076	0.985	0.9303423848878395	400	0.99171875	0.058823529411764705	85.0	balanced
NMC	SECRETORY_CLUB_CELLS	0.9258064516129032	0.7175	0.8084507042253521	400	0.99640625	0.058823529411764705	135.0	balanced
singleR	SECRETORY_CLUB_CELLS	0.9501187648456056	1.0	0.9744214372716199	400	0.99671875	0.058823529411764705	135.0	balanced
LDA	SECRETORY_CLUB_CELLS	0.9658792650918635	0.92	0.942381562099872	400	0.99796875	0.058823529411764705	135.0	balanced
scmapcell	SECRETORY_CLUB_CELLS	0.9874055415617129	0.98	0.9836888331242158	400	0.99921875	0.058823529411764705	135.0	balanced
SVM	SECRETORY_CLUB_CELLS	0.9900990099009901	1.0	0.9950248756218906	400	0.999375	0.058823529411764705	135.0	balanced
LDArej	SECRETORY_CLUB_CELLS	0.968421052631579	0.92	0.9435897435897437	400	0.998125	0.058823529411764705	135.0	balanced
scVI	SECRETORY_CLUB_CELLS	0.9852216748768473	1.0	0.9925558312655086	400	0.9990625	0.058823529411764705	135.0	balanced
CaSTLe	SECRETORY_CLUB_CELLS	0.9703703703703703	0.9825	0.9763975155279503	400	0.998125	0.058823529411764705	135.0	balanced
SingleCellNet	SECRETORY_CLUB_CELLS	0.9900990099009901	1.0	0.9950248756218906	400	0.999375	0.058823529411764705	135.0	balanced
scID	SECRETORY_CLUB_CELLS	0.020796197266785502	0.0875	0.033605376860297645	400	0.7425	0.058823529411764705	135.0	balanced
scmapcluster	SECRETORY_CLUB_CELLS	0.9107142857142857	0.8925	0.9015151515151515	400	0.99453125	0.058823529411764705	135.0	balanced
SVMrej	SECRETORY_CLUB_CELLS	0.9950124688279302	0.9975	0.9962546816479401	400	0.9996875	0.058823529411764705	135.0	balanced
CHETAH	SECRETORY_CLUB_CELLS	0.9567567567567568	0.885	0.9194805194805195	400	0.9975	0.058823529411764705	135.0	balanced
scPred	SECRETORY_CLUB_CELLS	0.9689655172413794	0.7025	0.8144927536231884	400	0.99859375	0.058823529411764705	135.0	balanced
kNN9	SECRETORY_CLUB_CELLS	0.9248826291079812	0.985	0.9539951573849877	400	0.995	0.058823529411764705	135.0	balanced
RF	SECRETORY_CLUB_CELLS	0.9852216748768473	1.0	0.9925558312655086	400	0.9990625	0.058823529411764705	135.0	balanced
ACTINN	SECRETORY_CLUB_CELLS	0.9803921568627451	1.0	0.99009900990099	400	0.99875	0.058823529411764705	135.0	balanced
LAmbDA	SECRETORY_CLUB_CELLS	0.9067599067599068	0.9725	0.9384800965018094	400	0.99375	0.058823529411764705	135.0	balanced
kNN9	EPITHELIAL_CELLS	1.0	0.74	0.8505747126436781	400	1.0	0.058823529411764705	381.0	balanced
SVMrej	EPITHELIAL_CELLS	0.9860724233983287	0.885	0.9328063241106719	400	0.99921875	0.058823529411764705	381.0	balanced
scID	EPITHELIAL_CELLS	1.0	0.29	0.44961240310077516	400	1.0	0.058823529411764705	381.0	balanced
LDArej	EPITHELIAL_CELLS	0.961038961038961	0.925	0.9426751592356688	400	0.99765625	0.058823529411764705	381.0	balanced
CaSTLe	EPITHELIAL_CELLS	0.9404145077720207	0.9075	0.9236641221374046	400	0.99640625	0.058823529411764705	381.0	balanced
LAmbDA	EPITHELIAL_CELLS	0.8976377952755905	0.855	0.8758002560819461	400	0.99390625	0.058823529411764705	381.0	balanced
singleR	EPITHELIAL_CELLS	0.8326086956521739	0.9575	0.8906976744186046	400	0.98796875	0.058823529411764705	381.0	balanced
SingleCellNet	EPITHELIAL_CELLS	0.9196217494089834	0.9725	0.945321992709599	400	0.9946875	0.058823529411764705	381.0	balanced
ACTINN	EPITHELIAL_CELLS	0.9318734793187348	0.9575	0.9445129469790382	400	0.995625	0.058823529411764705	381.0	balanced
RF	EPITHELIAL_CELLS	0.9770992366412213	0.96	0.9684741488020178	400	0.99859375	0.058823529411764705	381.0	balanced
CHETAH	EPITHELIAL_CELLS	0.8418604651162791	0.905	0.8722891566265061	400	0.989375	0.058823529411764705	381.0	balanced
NMC	EPITHELIAL_CELLS	0.9553264604810997	0.695	0.804630969609262	400	0.99796875	0.058823529411764705	381.0	balanced
scmapcluster	EPITHELIAL_CELLS	0.898936170212766	0.845	0.8711340206185567	400	0.9940625	0.058823529411764705	381.0	balanced
LDA	EPITHELIAL_CELLS	0.961038961038961	0.925	0.9426751592356688	400	0.99765625	0.058823529411764705	381.0	balanced
scPred	EPITHELIAL_CELLS	0.994413407821229	0.89	0.9393139841688654	400	0.9996875	0.058823529411764705	381.0	balanced
scmapcell	EPITHELIAL_CELLS	0.8458149779735683	0.96	0.8992974238875878	400	0.9890625	0.058823529411764705	381.0	balanced
scVI	EPITHELIAL_CELLS	0.9557739557739557	0.9725	0.9640644361833953	400	0.9971875	0.058823529411764705	381.0	balanced
SVM	EPITHELIAL_CELLS	0.9579207920792079	0.9675	0.9626865671641791	400	0.99734375	0.058823529411764705	381.0	balanced
RF	GRANULOCYTES	0.8411633109619687	0.94	0.8878394332939787	400	0.98890625	0.058823529411764705	477.0	balanced
CaSTLe	GRANULOCYTES	0.8916256157635468	0.905	0.8982630272952853	400	0.993125	0.058823529411764705	477.0	balanced
singleR	GRANULOCYTES	0.9265822784810127	0.915	0.9207547169811321	400	0.99546875	0.058823529411764705	477.0	balanced
kNN9	GRANULOCYTES	0.7604790419161677	0.9525	0.8457269700332963	400	0.98125	0.058823529411764705	477.0	balanced
SVMrej	GRANULOCYTES	0.9597855227882037	0.895	0.9262613195342819	400	0.99765625	0.058823529411764705	477.0	balanced
CHETAH	GRANULOCYTES	0.8337662337662337	0.8025	0.8178343949044586	400	0.99	0.058823529411764705	477.0	balanced
scmapcluster	GRANULOCYTES	0.9315068493150684	0.85	0.888888888888889	400	0.99609375	0.058823529411764705	477.0	balanced
SVM	GRANULOCYTES	0.927710843373494	0.9625	0.9447852760736196	400	0.9953125	0.058823529411764705	477.0	balanced
NMC	GRANULOCYTES	0.5979591836734693	0.7325	0.6584269662921348	400	0.96921875	0.058823529411764705	477.0	balanced
LAmbDA	GRANULOCYTES	0.7759036144578313	0.805	0.7901840490797545	400	0.98546875	0.058823529411764705	477.0	balanced
scPred	GRANULOCYTES	0.9826086956521739	0.2825	0.4388349514563107	400	0.9996875	0.058823529411764705	477.0	balanced
LDA	GRANULOCYTES	0.8752834467120182	0.965	0.9179548156956004	400	0.99140625	0.058823529411764705	477.0	balanced
SingleCellNet	GRANULOCYTES	0.9140811455847255	0.9575	0.9352869352869353	400	0.994375	0.058823529411764705	477.0	balanced
ACTINN	GRANULOCYTES	0.9477611940298507	0.9525	0.9501246882793016	400	0.99671875	0.058823529411764705	477.0	balanced
scID	GRANULOCYTES	0.46568627450980393	0.7125	0.5632411067193677	400	0.94890625	0.058823529411764705	477.0	balanced
scVI	GRANULOCYTES	0.9528535980148883	0.96	0.9564134495641344	400	0.99703125	0.058823529411764705	477.0	balanced
scmapcell	GRANULOCYTES	0.989010989010989	0.675	0.8023774145616642	400	0.99953125	0.058823529411764705	477.0	balanced
LDArej	GRANULOCYTES	0.8901869158878505	0.9525	0.9202898550724639	400	0.99265625	0.058823529411764705	477.0	balanced
scVI	DENDRITIC_CELLS	0.9620253164556962	0.95	0.9559748427672956	400	0.99765625	0.058823529411764705	586.0	balanced
LDA	DENDRITIC_CELLS	0.9617486338797814	0.88	0.9190600522193211	400	0.9978125	0.058823529411764705	586.0	balanced
RF	DENDRITIC_CELLS	0.9264305177111717	0.85	0.8865710560625815	400	0.99578125	0.058823529411764705	586.0	balanced
scmapcluster	DENDRITIC_CELLS	0.8346456692913385	0.53	0.6483180428134556	400	0.9934375	0.058823529411764705	586.0	balanced
scmapcell	DENDRITIC_CELLS	0.9771986970684039	0.75	0.8486562942008486	400	0.99890625	0.058823529411764705	586.0	balanced
NMC	DENDRITIC_CELLS	0.5257452574525745	0.485	0.504551365409623	400	0.97265625	0.058823529411764705	586.0	balanced
scPred	DENDRITIC_CELLS	0.7016129032258065	0.2175	0.3320610687022901	400	0.99421875	0.058823529411764705	586.0	balanced
SVM	DENDRITIC_CELLS	0.9569620253164557	0.945	0.950943396226415	400	0.99734375	0.058823529411764705	586.0	balanced
CaSTLe	DENDRITIC_CELLS	0.8669950738916257	0.88	0.8734491315136477	400	0.9915625	0.058823529411764705	586.0	balanced
SVMrej	DENDRITIC_CELLS	0.9804469273743017	0.8775	0.9261213720316623	400	0.99890625	0.058823529411764705	586.0	balanced
scID	DENDRITIC_CELLS	0.289272030651341	0.755	0.4182825484764543	400	0.8840625	0.058823529411764705	586.0	balanced
kNN9	DENDRITIC_CELLS	0.8659517426273459	0.8075	0.8357050452781372	400	0.9921875	0.058823529411764705	586.0	balanced
SingleCellNet	DENDRITIC_CELLS	0.9303482587064676	0.935	0.9326683291770573	400	0.995625	0.058823529411764705	586.0	balanced
singleR	DENDRITIC_CELLS	0.9335664335664335	0.6675	0.7784256559766765	400	0.99703125	0.058823529411764705	586.0	balanced
ACTINN	DENDRITIC_CELLS	0.9478908188585607	0.955	0.9514321295143212	400	0.99671875	0.058823529411764705	586.0	balanced
LDArej	DENDRITIC_CELLS	0.9616438356164384	0.8775	0.9176470588235295	400	0.9978125	0.058823529411764705	586.0	balanced
LAmbDA	DENDRITIC_CELLS	0.7619047619047619	0.64	0.6956521739130435	400	0.9875	0.058823529411764705	586.0	balanced
CHETAH	DENDRITIC_CELLS	0.5917721518987342	0.4675	0.5223463687150838	400	0.97984375	0.058823529411764705	586.0	balanced
SVM	MAST_CELLS	1.0	0.9725	0.9860583016476552	400	1.0	0.058823529411764705	613.0	balanced
SVMrej	MAST_CELLS	1.0	0.9625	0.980891719745223	400	1.0	0.058823529411764705	613.0	balanced
SingleCellNet	MAST_CELLS	0.9923469387755102	0.9725	0.9823232323232323	400	0.99953125	0.058823529411764705	613.0	balanced
scVI	MAST_CELLS	0.9974619289340102	0.9825	0.9899244332493703	400	0.99984375	0.058823529411764705	613.0	balanced
RF	MAST_CELLS	0.9948586118251928	0.9675	0.9809885931558935	400	0.9996875	0.058823529411764705	613.0	balanced
kNN9	MAST_CELLS	0.9974160206718347	0.965	0.9809402795425667	400	0.99984375	0.058823529411764705	613.0	balanced
CHETAH	MAST_CELLS	1.0	0.9275	0.9623865110246433	400	1.0	0.058823529411764705	613.0	balanced
CaSTLe	MAST_CELLS	0.9948849104859335	0.9725	0.9835651074589128	400	0.9996875	0.058823529411764705	613.0	balanced
singleR	MAST_CELLS	0.9948586118251928	0.9675	0.9809885931558935	400	0.9996875	0.058823529411764705	613.0	balanced
LAmbDA	MAST_CELLS	0.8038277511961722	0.84	0.8215158924205378	400	0.9871875	0.058823529411764705	613.0	balanced
scID	MAST_CELLS	0.9918032786885246	0.3025	0.46360153256704983	400	0.99984375	0.058823529411764705	613.0	balanced
scmapcluster	MAST_CELLS	1.0	0.9625	0.980891719745223	400	1.0	0.058823529411764705	613.0	balanced
NMC	MAST_CELLS	1.0	0.88	0.9361702127659575	400	1.0	0.058823529411764705	613.0	balanced
LDA	MAST_CELLS	0.9974489795918368	0.9775	0.9873737373737373	400	0.99984375	0.058823529411764705	613.0	balanced
LDArej	MAST_CELLS	0.9974489795918368	0.9775	0.9873737373737373	400	0.99984375	0.058823529411764705	613.0	balanced
ACTINN	MAST_CELLS	1.0	0.9625	0.980891719745223	400	1.0	0.058823529411764705	613.0	balanced
scmapcell	MAST_CELLS	1.0	0.945	0.9717223650385605	400	1.0	0.058823529411764705	613.0	balanced
scPred	MAST_CELLS	0.9421965317919075	0.4075	0.5689354275741709	400	0.9984375	0.058823529411764705	613.0	balanced
LDA	LANGERHANS_CELLS	0.9484848484848485	0.7825	0.8575342465753424	400	0.99734375	0.058823529411764705	714.0	balanced
scVI	LANGERHANS_CELLS	0.9317073170731708	0.955	0.9432098765432099	400	0.995625	0.058823529411764705	714.0	balanced
ACTINN	LANGERHANS_CELLS	0.93	0.93	0.93	400	0.995625	0.058823529411764705	714.0	balanced
CHETAH	LANGERHANS_CELLS	0.7829787234042553	0.46	0.5795275590551181	400	0.99203125	0.058823529411764705	714.0	balanced
scPred	LANGERHANS_CELLS	0.9	0.27	0.41538461538461546	400	0.998125	0.058823529411764705	714.0	balanced
scID	LANGERHANS_CELLS	0.8648648648648649	0.08	0.14645308924485126	400	0.99921875	0.058823529411764705	714.0	balanced
LDArej	LANGERHANS_CELLS	0.9513677811550152	0.7825	0.858710562414266	400	0.9975	0.058823529411764705	714.0	balanced
SingleCellNet	LANGERHANS_CELLS	0.90625	0.87	0.8877551020408163	400	0.994375	0.058823529411764705	714.0	balanced
scmapcell	LANGERHANS_CELLS	0.9146341463414634	0.75	0.8241758241758242	400	0.995625	0.058823529411764705	714.0	balanced
LAmbDA	LANGERHANS_CELLS	0.7334851936218679	0.805	0.767580452920143	400	0.98171875	0.058823529411764705	714.0	balanced
SVMrej	LANGERHANS_CELLS	0.9745042492917847	0.86	0.9136786188579017	400	0.99859375	0.058823529411764705	714.0	balanced
scmapcluster	LANGERHANS_CELLS	0.65	0.8775	0.7468085106382979	400	0.97046875	0.058823529411764705	714.0	balanced
singleR	LANGERHANS_CELLS	0.6225490196078431	0.9525	0.7529644268774703	400	0.96390625	0.058823529411764705	714.0	balanced
SVM	LANGERHANS_CELLS	0.9326683291770573	0.935	0.933832709113608	400	0.99578125	0.058823529411764705	714.0	balanced
CaSTLe	LANGERHANS_CELLS	0.8857142857142857	0.8525	0.8687898089171975	400	0.993125	0.058823529411764705	714.0	balanced
RF	LANGERHANS_CELLS	0.8972972972972973	0.83	0.8623376623376624	400	0.9940625	0.058823529411764705	714.0	balanced
kNN9	LANGERHANS_CELLS	0.9126760563380282	0.81	0.8582781456953642	400	0.99515625	0.058823529411764705	714.0	balanced
NMC	LANGERHANS_CELLS	0.6112412177985949	0.6525	0.6311970979443773	400	0.9740625	0.058823529411764705	714.0	balanced
NMC	ALVEOLAR_CELL	0.9285714285714286	0.4875	0.6393442622950819	400	0.99765625	0.058823529411764705	1335.0	balanced
scmapcell	ALVEOLAR_CELL	0.9857142857142858	0.69	0.8117647058823529	400	0.999375	0.058823529411764705	1335.0	balanced
RF	ALVEOLAR_CELL	0.9666666666666667	0.9425	0.9544303797468354	400	0.99796875	0.058823529411764705	1335.0	balanced
scID	ALVEOLAR_CELL	0.5594059405940595	0.2825	0.3754152823920266	400	0.98609375	0.058823529411764705	1335.0	balanced
singleR	ALVEOLAR_CELL	0.9620253164556962	0.76	0.8491620111731845	400	0.998125	0.058823529411764705	1335.0	balanced
CHETAH	ALVEOLAR_CELL	0.9444444444444444	0.7225	0.8186968838526912	400	0.99734375	0.058823529411764705	1335.0	balanced
SVMrej	ALVEOLAR_CELL	0.9885057471264368	0.86	0.9197860962566845	400	0.999375	0.058823529411764705	1335.0	balanced
scPred	ALVEOLAR_CELL	0.9402985074626866	0.63	0.7544910179640718	400	0.9975	0.058823529411764705	1335.0	balanced
kNN9	ALVEOLAR_CELL	0.738430583501006	0.9175	0.8182831661092531	400	0.9796875	0.058823529411764705	1335.0	balanced
LDA	ALVEOLAR_CELL	0.8571428571428571	0.87	0.8635235732009925	400	0.9909375	0.058823529411764705	1335.0	balanced
LAmbDA	ALVEOLAR_CELL	0.8441176470588235	0.7175	0.7756756756756757	400	0.99171875	0.058823529411764705	1335.0	balanced
SingleCellNet	ALVEOLAR_CELL	0.96398891966759	0.87	0.9145860709592641	400	0.99796875	0.058823529411764705	1335.0	balanced
LDArej	ALVEOLAR_CELL	0.8686868686868687	0.86	0.864321608040201	400	0.991875	0.058823529411764705	1335.0	balanced
SVM	ALVEOLAR_CELL	0.9658792650918635	0.92	0.942381562099872	400	0.99796875	0.058823529411764705	1335.0	balanced
scVI	ALVEOLAR_CELL	0.9715025906735751	0.9375	0.9541984732824428	400	0.99828125	0.058823529411764705	1335.0	balanced
CaSTLe	ALVEOLAR_CELL	0.905	0.905	0.905	400	0.9940625	0.058823529411764705	1335.0	balanced
scmapcluster	ALVEOLAR_CELL	0.9759036144578314	0.6075	0.7488443759630201	400	0.9990625	0.058823529411764705	1335.0	balanced
ACTINN	ALVEOLAR_CELL	0.956989247311828	0.89	0.922279792746114	400	0.9975	0.058823529411764705	1335.0	balanced
RF	FIBROBLASTS	1.0	0.9675	0.9834815756035579	400	1.0	0.058823529411764705	1460.0	balanced
scmapcell	FIBROBLASTS	1.0	0.9325	0.9650711513583441	400	1.0	0.058823529411764705	1460.0	balanced
scmapcluster	FIBROBLASTS	1.0	0.71	0.8304093567251462	400	1.0	0.058823529411764705	1460.0	balanced
CHETAH	FIBROBLASTS	0.9945054945054945	0.905	0.9476439790575917	400	0.9996875	0.058823529411764705	1460.0	balanced
CaSTLe	FIBROBLASTS	0.9712041884816754	0.9275	0.948849104859335	400	0.99828125	0.058823529411764705	1460.0	balanced
singleR	FIBROBLASTS	1.0	0.94	0.9690721649484536	400	1.0	0.058823529411764705	1460.0	balanced
LDArej	FIBROBLASTS	0.9914529914529915	0.87	0.9267643142476697	400	0.99953125	0.058823529411764705	1460.0	balanced
ACTINN	FIBROBLASTS	1.0	0.975	0.9873417721518987	400	1.0	0.058823529411764705	1460.0	balanced
LAmbDA	FIBROBLASTS	0.8100263852242744	0.7675	0.7881899871630295	400	0.98875	0.058823529411764705	1460.0	balanced
scID	FIBROBLASTS	1.0	0.485	0.6531986531986532	400	1.0	0.058823529411764705	1460.0	balanced
LDA	FIBROBLASTS	0.9914529914529915	0.87	0.9267643142476697	400	0.99953125	0.058823529411764705	1460.0	balanced
scPred	FIBROBLASTS	0.9973890339425587	0.955	0.9757343550446999	400	0.99984375	0.058823529411764705	1460.0	balanced
SVM	FIBROBLASTS	0.9923857868020305	0.9775	0.9848866498740554	400	0.99953125	0.058823529411764705	1460.0	balanced
SVMrej	FIBROBLASTS	1.0	0.93	0.9637305699481865	400	1.0	0.058823529411764705	1460.0	balanced
NMC	FIBROBLASTS	1.0	0.5625	0.72	400	1.0	0.058823529411764705	1460.0	balanced
kNN9	FIBROBLASTS	0.9747899159663865	0.87	0.9194187582562748	400	0.99859375	0.058823529411764705	1460.0	balanced
SingleCellNet	FIBROBLASTS	0.9922480620155039	0.96	0.9758576874205844	400	0.99953125	0.058823529411764705	1460.0	balanced
scVI	FIBROBLASTS	1.0	0.985	0.9924433249370278	400	1.0	0.058823529411764705	1460.0	balanced
SingleCellNet	ENDOTHELIAL_CELL	0.9973614775725593	0.945	0.9704749679075737	400	0.99984375	0.058823529411764705	1507.0	balanced
CaSTLe	ENDOTHELIAL_CELL	0.9787234042553191	0.92	0.9484536082474226	400	0.99875	0.058823529411764705	1507.0	balanced
CHETAH	ENDOTHELIAL_CELL	0.893491124260355	0.755	0.8184281842818428	400	0.994375	0.058823529411764705	1507.0	balanced
ACTINN	ENDOTHELIAL_CELL	1.0	0.95	0.9743589743589743	400	1.0	0.058823529411764705	1507.0	balanced
NMC	ENDOTHELIAL_CELL	0.585081585081585	0.6275	0.6055488540410132	400	0.9721875	0.058823529411764705	1507.0	balanced
scID	ENDOTHELIAL_CELL	0.7239263803680982	0.59	0.650137741046832	400	0.9859375	0.058823529411764705	1507.0	balanced
LDArej	ENDOTHELIAL_CELL	0.9972222222222222	0.8975	0.9447368421052631	400	0.99984375	0.058823529411764705	1507.0	balanced
scmapcluster	ENDOTHELIAL_CELL	1.0	0.6725	0.8041853512705531	400	1.0	0.058823529411764705	1507.0	balanced
scVI	ENDOTHELIAL_CELL	0.9949367088607595	0.9825	0.9886792452830189	400	0.9996875	0.058823529411764705	1507.0	balanced
RF	ENDOTHELIAL_CELL	0.9974025974025974	0.96	0.978343949044586	400	0.99984375	0.058823529411764705	1507.0	balanced
kNN9	ENDOTHELIAL_CELL	0.9967741935483871	0.7725	0.8704225352112676	400	0.99984375	0.058823529411764705	1507.0	balanced
LAmbDA	ENDOTHELIAL_CELL	0.781437125748503	0.6525	0.7111716621253406	400	0.98859375	0.058823529411764705	1507.0	balanced
singleR	ENDOTHELIAL_CELL	1.0	0.845	0.9159891598915989	400	1.0	0.058823529411764705	1507.0	balanced
SVMrej	ENDOTHELIAL_CELL	1.0	0.91	0.9528795811518325	400	1.0	0.058823529411764705	1507.0	balanced
scPred	ENDOTHELIAL_CELL	0.9702127659574468	0.57	0.7181102362204724	400	0.99890625	0.058823529411764705	1507.0	balanced
LDA	ENDOTHELIAL_CELL	0.9972451790633609	0.905	0.9488859764089123	400	0.99984375	0.058823529411764705	1507.0	balanced
SVM	ENDOTHELIAL_CELL	1.0	0.96	0.9795918367346939	400	1.0	0.058823529411764705	1507.0	balanced
scmapcell	ENDOTHELIAL_CELL	0.9971830985915493	0.885	0.937748344370861	400	0.99984375	0.058823529411764705	1507.0	balanced
scmapcluster	NATURAL_KILLER_CELLS	0.8949880668257757	0.9375	0.9157509157509158	400	0.993125	0.058823529411764705	1741.0	balanced
SVM	NATURAL_KILLER_CELLS	0.9798994974874372	0.975	0.9774436090225564	400	0.99875	0.058823529411764705	1741.0	balanced
ACTINN	NATURAL_KILLER_CELLS	0.9797979797979798	0.97	0.9748743718592964	400	0.99875	0.058823529411764705	1741.0	balanced
