method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LAmbDA	CAF	0.9318181818181818	0.82	0.8723404255319149	100	0.9925	0.1111111111111111	106	balanced
scID	CAF	1.0	0.16	0.2758620689655173	100	1.0	0.1111111111111111	106	balanced
scPred	CAF	0.9294117647058824	0.79	0.8540540540540541	100	0.9925	0.1111111111111111	106	balanced
scmapcluster	MACROPHAGE	0.9479166666666666	0.91	0.9285714285714285	100	0.99375	0.1111111111111111	420	balanced
Cell_BLAST	MACROPHAGE	0.9523809523809523	0.2	0.3305785123966942	100	0.99875	0.1111111111111111	420	balanced
SVM	MACROPHAGE	0.9801980198019802	0.99	0.9850746268656716	100	0.9975	0.1111111111111111	420	balanced
CHETAH	MACROPHAGE	0.9468085106382979	0.89	0.9175257731958764	100	0.99375	0.1111111111111111	420	balanced
LAmbDA	MACROPHAGE	0.8888888888888888	0.96	0.923076923076923	100	0.985	0.1111111111111111	420	balanced
SingleCellNet	MACROPHAGE	0.9603960396039604	0.97	0.9651741293532338	100	0.995	0.1111111111111111	420	balanced
scVI	MACROPHAGE	0.9791666666666666	0.94	0.9591836734693877	100	0.9975	0.1111111111111111	420	balanced
SVMrej	MACROPHAGE	0.9885057471264368	0.86	0.9197860962566845	100	0.99875	0.1111111111111111	420	balanced
scmapcell	MACROPHAGE	0.883495145631068	0.91	0.896551724137931	100	0.985	0.1111111111111111	420	balanced
CaSTLe	MACROPHAGE	0.9603960396039604	0.97	0.9651741293532338	100	0.995	0.1111111111111111	420	balanced
LDA	MACROPHAGE	0.9883720930232558	0.85	0.9139784946236558	100	0.99875	0.1111111111111111	420	balanced
singleR	MACROPHAGE	0.9705882352941176	0.99	0.9801980198019802	100	0.99625	0.1111111111111111	420	balanced
RF	MACROPHAGE	0.9696969696969697	0.96	0.964824120603015	100	0.99625	0.1111111111111111	420	balanced
LDArej	MACROPHAGE	0.9883720930232558	0.85	0.9139784946236558	100	0.99875	0.1111111111111111	420	balanced
scPred	MACROPHAGE	0.9801980198019802	0.99	0.9850746268656716	100	0.9975	0.1111111111111111	420	balanced
ACTINN	MACROPHAGE	0.9702970297029703	0.98	0.9751243781094527	100	0.99625	0.1111111111111111	420	balanced
NMC	MACROPHAGE	0.8681318681318682	0.79	0.8272251308900523	100	0.985	0.1111111111111111	420	balanced
scID	MACROPHAGE	0.9428571428571428	0.66	0.7764705882352942	100	0.995	0.1111111111111111	420	balanced
kNN9	MACROPHAGE	0.9782608695652174	0.9	0.9375	100	0.9975	0.1111111111111111	420	balanced
scVI	T.CELL	0.4948453608247423	0.48	0.4873096446700507	100	0.93875	0.1111111111111111	706	balanced
LAmbDA	T.CELL	0.46236559139784944	0.43	0.44559585492227977	100	0.9375	0.1111111111111111	706	balanced
kNN9	T.CELL	0.0	0.0	0.0	100	1.0	0.1111111111111111	706	balanced
SingleCellNet	T.CELL	0.8666666666666667	0.65	0.7428571428571429	100	0.9875	0.1111111111111111	706	balanced
RF	T.CELL	0.4567901234567901	0.37	0.4088397790055249	100	0.945	0.1111111111111111	706	balanced
singleR	T.CELL	0.38235294117647056	0.39	0.38613861386138615	100	0.92125	0.1111111111111111	706	balanced
SVM	T.CELL	0.5641025641025641	0.44	0.49438202247191015	100	0.9575	0.1111111111111111	706	balanced
ACTINN	T.CELL	0.45569620253164556	0.36	0.4022346368715084	100	0.94625	0.1111111111111111	706	balanced
scID	T.CELL	0.36363636363636365	0.2	0.25806451612903225	100	0.95625	0.1111111111111111	706	balanced
CHETAH	T.CELL	0.4444444444444444	0.4	0.4210526315789474	100	0.9375	0.1111111111111111	706	balanced
LDA	T.CELL	0.3597122302158273	0.5	0.41841004184100417	100	0.88875	0.1111111111111111	706	balanced
SVMrej	T.CELL	0.8333333333333334	0.05	0.09433962264150944	100	0.99875	0.1111111111111111	706	balanced
scmapcluster	T.CELL	0.0	0.0	0.0	100	0.99875	0.1111111111111111	706	balanced
NMC	T.CELL	0.37037037037037035	0.4	0.3846153846153846	100	0.915	0.1111111111111111	706	balanced
LDArej	T.CELL	0.3888888888888889	0.28	0.32558139534883723	100	0.945	0.1111111111111111	706	balanced
Cell_BLAST	T.CELL	0.0	0.0	0.0	100	1.0	0.1111111111111111	706	balanced
CaSTLe	T.CELL	0.6904761904761905	0.58	0.6304347826086957	100	0.9675	0.1111111111111111	706	balanced
scmapcell	T.CELL	0.0	0.0	0.0	100	0.99875	0.1111111111111111	706	balanced
scPred	T.CELL	0.6666666666666666	0.06	0.11009174311926605	100	0.99625	0.1111111111111111	706	balanced
scPred	B.CELL	0.9595959595959596	0.95	0.9547738693467336	100	0.995	0.1111111111111111	818	balanced
scmapcell	B.CELL	0.9661016949152542	0.57	0.7169811320754716	100	0.9975	0.1111111111111111	818	balanced
scID	B.CELL	0.23809523809523808	0.35	0.2834008097165992	100	0.86	0.1111111111111111	818	balanced
SVMrej	B.CELL	1.0	0.84	0.9130434782608696	100	1.0	0.1111111111111111	818	balanced
CHETAH	B.CELL	0.9285714285714286	0.91	0.9191919191919193	100	0.99125	0.1111111111111111	818	balanced
singleR	B.CELL	1.0	0.93	0.9637305699481865	100	1.0	0.1111111111111111	818	balanced
NMC	B.CELL	0.6159420289855072	0.85	0.7142857142857143	100	0.93375	0.1111111111111111	818	balanced
LAmbDA	B.CELL	0.8173913043478261	0.94	0.8744186046511627	100	0.97375	0.1111111111111111	818	balanced
RF	B.CELL	0.9428571428571428	0.99	0.9658536585365853	100	0.9925	0.1111111111111111	818	balanced
scmapcluster	B.CELL	1.0	0.26	0.41269841269841273	100	1.0	0.1111111111111111	818	balanced
Cell_BLAST	B.CELL	1.0	0.01	0.019801980198019802	100	1.0	0.1111111111111111	818	balanced
SVM	B.CELL	0.9705882352941176	0.99	0.9801980198019802	100	0.99625	0.1111111111111111	818	balanced
LDArej	B.CELL	0.9680851063829787	0.91	0.9381443298969071	100	0.99625	0.1111111111111111	818	balanced
scVI	B.CELL	0.9326923076923077	0.97	0.9509803921568627	100	0.99125	0.1111111111111111	818	balanced
CaSTLe	B.CELL	0.9320388349514563	0.96	0.9458128078817734	100	0.99125	0.1111111111111111	818	balanced
LDA	B.CELL	0.96	0.96	0.96	100	0.995	0.1111111111111111	818	balanced
SingleCellNet	B.CELL	0.9423076923076923	0.98	0.9607843137254902	100	0.9925	0.1111111111111111	818	balanced
ACTINN	B.CELL	0.9603960396039604	0.97	0.9651741293532338	100	0.995	0.1111111111111111	818	balanced
kNN9	B.CELL	0.31683168316831684	0.96	0.47642679900744417	100	0.74125	0.1111111111111111	818	balanced
singleR	T.CD4	0.5302013422818792	0.79	0.6345381526104418	100	0.9125	0.1111111111111111	856	balanced
Cell_BLAST	T.CD4	0.0	0.0	0.0	100	1.0	0.1111111111111111	856	balanced
scPred	T.CD4	0.6964285714285714	0.39	0.5000000000000001	100	0.97875	0.1111111111111111	856	balanced
kNN9	T.CD4	0.4827586206896552	0.14	0.2170542635658915	100	0.98125	0.1111111111111111	856	balanced
NMC	T.CD4	0.5918367346938775	0.29	0.3892617449664429	100	0.975	0.1111111111111111	856	balanced
scID	T.CD4	0.22916666666666666	0.22	0.22448979591836735	100	0.9075	0.1111111111111111	856	balanced
RF	T.CD4	0.5769230769230769	0.6	0.5882352941176471	100	0.945	0.1111111111111111	856	balanced
ACTINN	T.CD4	0.5619834710743802	0.68	0.6153846153846154	100	0.93375	0.1111111111111111	856	balanced
CaSTLe	T.CD4	0.75	0.81	0.7788461538461539	100	0.96625	0.1111111111111111	856	balanced
LDA	T.CD4	0.46153846153846156	0.48	0.47058823529411764	100	0.93	0.1111111111111111	856	balanced
LDArej	T.CD4	0.5686274509803921	0.29	0.3841059602649006	100	0.9725	0.1111111111111111	856	balanced
SVMrej	T.CD4	0.7333333333333333	0.11	0.19130434782608696	100	0.995	0.1111111111111111	856	balanced
CHETAH	T.CD4	0.6964285714285714	0.39	0.5000000000000001	100	0.97875	0.1111111111111111	856	balanced
SingleCellNet	T.CD4	0.8348623853211009	0.91	0.8708133971291867	100	0.9775	0.1111111111111111	856	balanced
scmapcell	T.CD4	0.45454545454545453	0.05	0.0900900900900901	100	0.9925	0.1111111111111111	856	balanced
scmapcluster	T.CD4	0.5714285714285714	0.24	0.33802816901408445	100	0.9775	0.1111111111111111	856	balanced
SVM	T.CD4	0.6333333333333333	0.76	0.6909090909090909	100	0.945	0.1111111111111111	856	balanced
LAmbDA	T.CD4	0.4845360824742268	0.47	0.4771573604060913	100	0.9375	0.1111111111111111	856	balanced
scVI	T.CD4	0.5384615384615384	0.56	0.5490196078431373	100	0.94	0.1111111111111111	856	balanced
Cell_BLAST	T.CD8	0.0	0.0	0.0	100	1.0	0.1111111111111111	1759	balanced
scID	T.CD8	0.16587677725118483	0.35	0.22508038585209006	100	0.78	0.1111111111111111	1759	balanced
kNN9	T.CD8	0.5333333333333333	0.24	0.3310344827586207	100	0.97375	0.1111111111111111	1759	balanced
SingleCellNet	T.CD8	0.8738738738738738	0.97	0.919431279620853	100	0.9825	0.1111111111111111	1759	balanced
RF	T.CD8	0.7522935779816514	0.82	0.784688995215311	100	0.96625	0.1111111111111111	1759	balanced
SVM	T.CD8	0.8571428571428571	0.78	0.8167539267015708	100	0.98375	0.1111111111111111	1759	balanced
singleR	T.CD8	0.8470588235294118	0.72	0.7783783783783784	100	0.98375	0.1111111111111111	1759	balanced
scVI	T.CD8	0.7708333333333334	0.74	0.7551020408163266	100	0.9725	0.1111111111111111	1759	balanced
scmapcell	T.CD8	0.8	0.04	0.07619047619047618	100	0.99875	0.1111111111111111	1759	balanced
CHETAH	T.CD8	0.5851063829787234	0.55	0.5670103092783506	100	0.95125	0.1111111111111111	1759	balanced
LDA	T.CD8	0.7291666666666666	0.7	0.7142857142857142	100	0.9675	0.1111111111111111	1759	balanced
SVMrej	T.CD8	0.9534883720930233	0.41	0.5734265734265734	100	0.9975	0.1111111111111111	1759	balanced
NMC	T.CD8	0.41935483870967744	0.52	0.46428571428571425	100	0.91	0.1111111111111111	1759	balanced
scmapcluster	T.CD8	0.6129032258064516	0.19	0.2900763358778626	100	0.985	0.1111111111111111	1759	balanced
LDArej	T.CD8	0.8461538461538461	0.55	0.6666666666666667	100	0.9875	0.1111111111111111	1759	balanced
LAmbDA	T.CD8	0.5344827586206896	0.62	0.574074074074074	100	0.9325	0.1111111111111111	1759	balanced
CaSTLe	T.CD8	0.912621359223301	0.94	0.9261083743842364	100	0.98875	0.1111111111111111	1759	balanced
ACTINN	T.CD8	0.75	0.78	0.7647058823529411	100	0.9675	0.1111111111111111	1759	balanced
scPred	T.CD8	0.7976190476190477	0.67	0.7282608695652173	100	0.97875	0.1111111111111111	1759	balanced
LAmbDA	MAL	0.8482142857142857	0.95	0.8962264150943395	100	0.97875	0.1111111111111111	2036	balanced
Cell_BLAST	MAL	1.0	0.05	0.09523809523809523	100	1.0	0.1111111111111111	2036	balanced
scPred	MAL	0.8484848484848485	0.84	0.8442211055276383	100	0.98125	0.1111111111111111	2036	balanced
CHETAH	MAL	0.8272727272727273	0.91	0.8666666666666667	100	0.97625	0.1111111111111111	2036	balanced
scVI	MAL	0.8070175438596491	0.92	0.8598130841121495	100	0.9725	0.1111111111111111	2036	balanced
kNN9	MAL	0.7446808510638298	0.7	0.7216494845360825	100	0.97	0.1111111111111111	2036	balanced
scID	MAL	0.03278688524590164	0.04	0.036036036036036036	100	0.8525	0.1111111111111111	2036	balanced
ACTINN	MAL	0.7983193277310925	0.95	0.867579908675799	100	0.97	0.1111111111111111	2036	balanced
singleR	MAL	0.704225352112676	1.0	0.8264462809917354	100	0.9475	0.1111111111111111	2036	balanced
LDA	MAL	0.8130841121495327	0.87	0.8405797101449274	100	0.975	0.1111111111111111	2036	balanced
LDArej	MAL	0.8365384615384616	0.87	0.8529411764705882	100	0.97875	0.1111111111111111	2036	balanced
NMC	MAL	0.801980198019802	0.81	0.8059701492537314	100	0.975	0.1111111111111111	2036	balanced
CaSTLe	MAL	0.8157894736842105	0.93	0.869158878504673	100	0.97375	0.1111111111111111	2036	balanced
scmapcell	MAL	0.75	0.57	0.6477272727272728	100	0.97625	0.1111111111111111	2036	balanced
scmapcluster	MAL	0.8198198198198198	0.91	0.862559241706161	100	0.975	0.1111111111111111	2036	balanced
SVMrej	MAL	0.8817204301075269	0.82	0.849740932642487	100	0.98625	0.1111111111111111	2036	balanced
SingleCellNet	MAL	0.8240740740740741	0.89	0.8557692307692307	100	0.97625	0.1111111111111111	2036	balanced
RF	MAL	0.8571428571428571	0.96	0.9056603773584904	100	0.98	0.1111111111111111	2036	balanced
SVM	MAL	0.8135593220338984	0.96	0.8807339449541285	100	0.9725	0.1111111111111111	2036	balanced
