method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
kNN9	HSC_PROG	0.3702127659574468	0.87	0.5194029850746268	100	0.704	0.16666666666666666	3386.0	balanced
ACTINN	HSC_PROG	0.8170731707317073	0.67	0.7362637362637363	100	0.97	0.16666666666666666	3386.0	balanced
CaSTLe	HSC_PROG	0.6306306306306306	0.7	0.6635071090047393	100	0.918	0.16666666666666666	3386.0	balanced
LDA	HSC_PROG	0.569620253164557	0.9	0.6976744186046512	100	0.864	0.16666666666666666	3386.0	balanced
Cell_BLAST	HSC_PROG	0.0	0.0	0.0	100	1.0	0.16666666666666666	3386.0	balanced
LDArej	HSC_PROG	1.0	0.43	0.6013986013986015	100	1.0	0.16666666666666666	3386.0	balanced
RF	HSC_PROG	0.6028368794326241	0.85	0.7053941908713692	100	0.888	0.16666666666666666	3386.0	balanced
CaSTLe	MYELOID	0.7021276595744681	0.66	0.6804123711340208	100	0.944	0.16666666666666666	3806.0	balanced
NMC	MYELOID	0.7264150943396226	0.77	0.7475728155339806	100	0.942	0.16666666666666666	3806.0	balanced
SVMrej	MYELOID	0.9629629629629629	0.52	0.6753246753246753	100	0.996	0.16666666666666666	3806.0	balanced
ACTINN	MYELOID	0.711340206185567	0.69	0.700507614213198	100	0.944	0.16666666666666666	3806.0	balanced
RF	MYELOID	0.7058823529411765	0.72	0.712871287128713	100	0.94	0.16666666666666666	3806.0	balanced
singleR	MYELOID	0.75	0.84	0.7924528301886793	100	0.944	0.16666666666666666	3806.0	balanced
scVI	MYELOID	0.83	0.83	0.83	100	0.966	0.16666666666666666	3806.0	balanced
LDA	MYELOID	0.8191489361702128	0.77	0.7938144329896908	100	0.966	0.16666666666666666	3806.0	balanced
Cell_BLAST	MYELOID	0.0	0.0	0.0	100	0.998	0.16666666666666666	3806.0	balanced
CHETAH	MYELOID	0.8051948051948052	0.62	0.7005649717514124	100	0.97	0.16666666666666666	3806.0	balanced
LAmbDA	MYELOID	0.5446428571428571	0.61	0.5754716981132075	100	0.898	0.16666666666666666	3806.0	balanced
scmapcluster	MYELOID	0.8620689655172413	0.5	0.6329113924050632	100	0.984	0.16666666666666666	3806.0	balanced
scPred	MYELOID	0.8333333333333334	0.75	0.7894736842105262	100	0.97	0.16666666666666666	3806.0	balanced
kNN9	MYELOID	0.6914893617021277	0.65	0.6701030927835052	100	0.942	0.16666666666666666	3806.0	balanced
SVM	MYELOID	0.8865979381443299	0.86	0.8730964467005077	100	0.978	0.16666666666666666	3806.0	balanced
scmapcell	MYELOID	0.8888888888888888	0.24	0.3779527559055118	100	0.994	0.16666666666666666	3806.0	balanced
scID	MYELOID	0.494949494949495	0.49	0.4924623115577889	100	0.9	0.16666666666666666	3806.0	balanced
SingleCellNet	MYELOID	0.84	0.84	0.8399999999999999	100	0.968	0.16666666666666666	3806.0	balanced
LDArej	MYELOID	0.88	0.22	0.352	100	0.994	0.16666666666666666	3806.0	balanced
LAmbDA	MYELOID_LIKE	0.550561797752809	0.49	0.5185185185185186	100	0.92	0.16666666666666666	4502.0	balanced
scID	MYELOID_LIKE	0.0	0.0	0.0	100	0.99	0.16666666666666666	4502.0	balanced
RF	MYELOID_LIKE	0.7093023255813954	0.61	0.6559139784946236	100	0.95	0.16666666666666666	4502.0	balanced
singleR	MYELOID_LIKE	0.98	0.49	0.6533333333333333	100	0.998	0.16666666666666666	4502.0	balanced
NMC	MYELOID_LIKE	0.8524590163934426	0.52	0.6459627329192545	100	0.982	0.16666666666666666	4502.0	balanced
scPred	MYELOID_LIKE	0.8351648351648352	0.76	0.7958115183246074	100	0.97	0.16666666666666666	4502.0	balanced
Cell_BLAST	MYELOID_LIKE	0.0	0.0	0.0	100	1.0	0.16666666666666666	4502.0	balanced
CHETAH	MYELOID_LIKE	0.5412844036697247	0.59	0.5645933014354066	100	0.9	0.16666666666666666	4502.0	balanced
CaSTLe	MYELOID_LIKE	0.631578947368421	0.6	0.6153846153846154	100	0.93	0.16666666666666666	4502.0	balanced
scmapcluster	MYELOID_LIKE	0.84375	0.54	0.6585365853658537	100	0.98	0.16666666666666666	4502.0	balanced
LDArej	MYELOID_LIKE	0.9615384615384616	0.25	0.3968253968253968	100	0.998	0.16666666666666666	4502.0	balanced
SVM	MYELOID_LIKE	0.8571428571428571	0.78	0.8167539267015708	100	0.974	0.16666666666666666	4502.0	balanced
scmapcell	MYELOID_LIKE	0.7619047619047619	0.32	0.4507042253521127	100	0.98	0.16666666666666666	4502.0	balanced
LDA	MYELOID_LIKE	0.8160919540229885	0.71	0.7593582887700535	100	0.968	0.16666666666666666	4502.0	balanced
scVI	MYELOID_LIKE	0.8229166666666666	0.79	0.806122448979592	100	0.966	0.16666666666666666	4502.0	balanced
SingleCellNet	MYELOID_LIKE	0.8333333333333334	0.75	0.7894736842105262	100	0.97	0.16666666666666666	4502.0	balanced
SVMrej	MYELOID_LIKE	0.9791666666666666	0.47	0.6351351351351351	100	0.998	0.16666666666666666	4502.0	balanced
kNN9	MYELOID_LIKE	0.6455696202531646	0.51	0.5698324022346368	100	0.944	0.16666666666666666	4502.0	balanced
ACTINN	MYELOID_LIKE	0.6407766990291263	0.66	0.6502463054187193	100	0.926	0.16666666666666666	4502.0	balanced
RF	HSC_PROG_LIKE	0.7123287671232876	0.52	0.6011560693641619	100	0.958	0.16666666666666666	6300.0	balanced
CHETAH	HSC_PROG_LIKE	0.8085106382978723	0.38	0.5170068027210885	100	0.982	0.16666666666666666	6300.0	balanced
CaSTLe	HSC_PROG_LIKE	0.5925925925925926	0.64	0.6153846153846153	100	0.912	0.16666666666666666	6300.0	balanced
LAmbDA	HSC_PROG_LIKE	0.5454545454545454	0.6	0.5714285714285713	100	0.9	0.16666666666666666	6300.0	balanced
scmapcluster	HSC_PROG_LIKE	0.8285714285714286	0.29	0.42962962962962964	100	0.988	0.16666666666666666	6300.0	balanced
kNN9	HSC_PROG_LIKE	0.7058823529411765	0.12	0.20512820512820512	100	0.99	0.16666666666666666	6300.0	balanced
scPred	HSC_PROG_LIKE	0.8863636363636364	0.78	0.8297872340425532	100	0.98	0.16666666666666666	6300.0	balanced
SVM	HSC_PROG_LIKE	0.8556701030927835	0.83	0.8426395939086294	100	0.972	0.16666666666666666	6300.0	balanced
Cell_BLAST	HSC_PROG_LIKE	1.0	0.01	0.019801980198019802	100	1.0	0.16666666666666666	6300.0	balanced
LDArej	HSC_PROG_LIKE	0.9285714285714286	0.13	0.22807017543859648	100	0.998	0.16666666666666666	6300.0	balanced
SingleCellNet	HSC_PROG_LIKE	0.7647058823529411	0.78	0.7722772277227723	100	0.952	0.16666666666666666	6300.0	balanced
scID	HSC_PROG_LIKE	0.7	0.49	0.5764705882352941	100	0.958	0.16666666666666666	6300.0	balanced
ACTINN	HSC_PROG_LIKE	0.6448598130841121	0.69	0.6666666666666666	100	0.924	0.16666666666666666	6300.0	balanced
LDA	HSC_PROG_LIKE	0.788235294117647	0.67	0.7243243243243244	100	0.964	0.16666666666666666	6300.0	balanced
scVI	HSC_PROG_LIKE	0.7843137254901961	0.8	0.792079207920792	100	0.956	0.16666666666666666	6300.0	balanced
SVMrej	HSC_PROG_LIKE	0.9111111111111111	0.41	0.5655172413793103	100	0.992	0.16666666666666666	6300.0	balanced
singleR	HSC_PROG_LIKE	0.881578947368421	0.67	0.7613636363636364	100	0.982	0.16666666666666666	6300.0	balanced
NMC	HSC_PROG_LIKE	0.7441860465116279	0.32	0.44755244755244755	100	0.978	0.16666666666666666	6300.0	balanced
scmapcell	HSC_PROG_LIKE	0.9333333333333333	0.14	0.24347826086956526	100	0.998	0.16666666666666666	6300.0	balanced
