method	class	precision	recall	f1_score	support	specificity	Cell Labels	category
LDA	STROMAL	0.9090909090909092	0.4761904761904762	0.6249999999999999	21	0.9978494623655914	STROMAL	Stromal
LDA	TCELL	0.8285714285714286	0.8529411764705882	0.8405797101449276	34	0.986725663716814	TCELL	Immune
LDA	TUMOR	0.9402985074626866	0.9936908517350158	0.9662576687116564	317	0.8816568047337278	TUMOR	Tumour
LDA	macro avg	0.9044233378561736	0.7999303545377526	0.8375624443247759	486	0.0		
LDA	weighted avg	0.9335403310527688	0.934156378600823	0.9300377124144874	486	0.0		
LDArej	BCELL	1.0	0.8902439024390244	0.9419354838709678	82	1.0	BCELL	Immune
LDArej	MYELOID	0.8518518518518519	0.71875	0.7796610169491525	32	0.9911894273127754	MYELOID	Immune
LDArej	STROMAL	0.9090909090909092	0.4761904761904762	0.6249999999999999	21	0.9978494623655914	STROMAL	Stromal
LDArej	TCELL	0.8965517241379308	0.7647058823529411	0.8253968253968255	34	0.9933628318584072	TCELL	Immune
LDArej	TUMOR	0.9486404833836858	0.9905362776025236	0.9691358024691358	317	0.8994082840236687	TUMOR	Tumour
LDArej	UNLABELED	0.0	0.0	0.0	0	0.9691358024691358		
LDArej	macro avg	0.7676891614107296	0.6400710897641609	0.6901881881143469	486	0.0		
LDArej	weighted avg	0.94558016502775	0.9176954732510288	0.9271448635102888	486	0.0		
NMC	BCELL	0.9701492537313432	0.7926829268292683	0.8724832214765101	82	0.995049504950495	BCELL	Immune
NMC	MYELOID	0.7878787878787878	0.8125	0.8	32	0.9845814977973568	MYELOID	Immune
NMC	STROMAL	0.3555555555555556	0.7619047619047619	0.4848484848484849	21	0.9376344086021504	STROMAL	Stromal
NMC	TCELL	0.6585365853658537	0.7941176470588235	0.72	34	0.9690265486725664	TCELL	Immune
NMC	TUMOR	0.9633333333333334	0.9116719242902208	0.9367909238249594	317	0.9349112426035504	TUMOR	Tumour
NMC	macro avg	0.7470907031729748	0.8145754520166149	0.7628245260299908	486	0.0		
NMC	weighted avg	0.9053455499050692	0.8703703703703703	0.8822390230358109	486	0.0		
kNN9	BCELL	0.7297297297297297	0.9878048780487804	0.8393782383419688	82	0.9257425742574258	BCELL	Immune
kNN9	MYELOID	0.95	0.59375	0.7307692307692308	32	0.9977973568281938	MYELOID	Immune
kNN9	STROMAL	0.9090909090909092	0.4761904761904762	0.6249999999999999	21	0.9978494623655914	STROMAL	Stromal
kNN9	TCELL	0.8333333333333334	0.29411764705882354	0.4347826086956522	34	0.9955752212389379	TCELL	Immune
kNN9	TUMOR	0.9457831325301204	0.9905362776025236	0.9676425269645608	317	0.8934911242603549	TUMOR	Tumour
kNN9	macro avg	0.8735874209368186	0.6684798557801208	0.7195145209542826	486	0.0		
kNN9	weighted avg	0.9001550067368898	0.8930041152263375	0.8783208244281375	486	0.0		
ACTINN	BCELL	0.9871794871794872	0.9390243902439024	0.9625	82	0.9975247524752476	BCELL	Immune
ACTINN	MYELOID	0.925925925925926	0.78125	0.8474576271186439	32	0.9955947136563876	MYELOID	Immune
ACTINN	STROMAL	0.8333333333333334	0.4761904761904762	0.6060606060606061	21	0.9956989247311828	STROMAL	Stromal
ACTINN	TCELL	0.9090909090909092	0.8823529411764706	0.8955223880597014	34	0.9933628318584072	TCELL	Immune
ACTINN	TUMOR	0.9434523809523808	1.0	0.9709035222052068	317	0.8875739644970414	TUMOR	Tumour
ACTINN	macro avg	0.9197964072964072	0.8157635615221699	0.8564888286888316	486	0.0		
ACTINN	weighted avg	0.9425140807599656	0.9444444444444444	0.940319124543518	486	0.0		
scVI	BCELL	0.9285714285714286	0.951219512195122	0.9397590361445782	82	0.9851485148514852	BCELL	Immune
scVI	MYELOID	0.8518518518518519	0.71875	0.7796610169491525	32	0.9911894273127754	MYELOID	Immune
scVI	STROMAL	0.75	0.5714285714285714	0.6486486486486486	21	0.9913978494623656	STROMAL	Stromal
scVI	TCELL	0.7692307692307693	0.8823529411764706	0.8219178082191781	34	0.9800884955752212	TCELL	Immune
scVI	TUMOR	0.9625	0.9716088328075708	0.967032967032967	317	0.9289940828402368	TUMOR	Tumour
scVI	macro avg	0.8524308099308099	0.8190719715215469	0.8314038953989049	486	0.0		
scVI	weighted avg	0.9267869599916926	0.9279835390946504	0.9261845085529888	486	0.0		
Cell_BLAST	BCELL	0.9333333333333332	0.17073170731707318	0.288659793814433	82	0.9975247524752476	BCELL	Immune
Cell_BLAST	MYELOID	0.0	0.0	0.0	32	1.0	MYELOID	Immune
Cell_BLAST	STROMAL	0.0	0.0	0.0	21	1.0	STROMAL	Stromal
Cell_BLAST	TCELL	0.0	0.0	0.0	34	1.0	TCELL	Immune
Cell_BLAST	TUMOR	0.7953367875647669	0.9684542586750788	0.8733997155049787	317	0.5325443786982249	TUMOR	Tumour
Cell_BLAST	UNLABELED	0.0	0.0	0.0	0	0.8251028806584362		
Cell_BLAST	macro avg	0.28811168681634997	0.18986432766535866	0.1936765848865686	486	0.0		
Cell_BLAST	weighted avg	0.6762450514225605	0.6604938271604939	0.6183905615388102	486	0.0		
SingleCellNet	BCELL	0.9518072289156626	0.9634146341463414	0.9575757575757576	82	0.99009900990099	BCELL	Immune
SingleCellNet	MYELOID	0.9230769230769232	0.75	0.8275862068965517	32	0.9955947136563876	MYELOID	Immune
SingleCellNet	STROMAL	0.9	0.42857142857142855	0.5806451612903225	21	0.9978494623655914	STROMAL	Stromal
SingleCellNet	TCELL	0.8666666666666667	0.7647058823529411	0.8125	34	0.991150442477876	TCELL	Immune
SingleCellNet	TUMOR	0.9397590361445785	0.9842271293375394	0.9614791987673345	317	0.8816568047337278	TUMOR	Tumour
SingleCellNet	UNLABELED	0.0	0.0	0.0	0	0.9897119341563786		
SingleCellNet	macro avg	0.7635516424673051	0.6484865124013751	0.6899643874216611	486	0.0		
SingleCellNet	weighted avg	0.933862007065934	0.925925925925926	0.9251263891733408	486	0.0		
LAmbDA	BCELL	0.9493670886075948	0.9146341463414634	0.9316770186335404	82	0.99009900990099	BCELL	Immune
LAmbDA	MYELOID	0.78125	0.78125	0.78125	32	0.9845814977973568	MYELOID	Immune
LAmbDA	STROMAL	0.7222222222222222	0.6190476190476191	0.6666666666666666	21	0.989247311827957	STROMAL	Stromal
LAmbDA	TCELL	0.7714285714285715	0.7941176470588235	0.7826086956521741	34	0.9823008849557522	TCELL	Immune
LAmbDA	TUMOR	0.9658385093167702	0.9810725552050472	0.9733959311424101	317	0.9349112426035504	TUMOR	Tumour
LAmbDA	macro avg	0.8380212783150316	0.8180243935305906	0.8271196624189582	486	0.0		
LAmbDA	weighted avg	0.926778079865179	0.9279835390946504	0.9271043649223626	486	0.0		
scPred	BCELL	0.975	0.951219512195122	0.9629629629629628	82	0.995049504950495	BCELL	Immune
scPred	MYELOID	0.9047619047619048	0.59375	0.7169811320754718	32	0.9955947136563876	MYELOID	Immune
scPred	STROMAL	0.6	0.14285714285714285	0.23076923076923075	21	0.9956989247311828	STROMAL	Stromal
scPred	TCELL	0.9375	0.8823529411764706	0.9090909090909092	34	0.9955752212389379	TCELL	Immune
scPred	TUMOR	0.9510703363914372	0.9810725552050472	0.9658385093167704	317	0.9053254437869822	TUMOR	Tumour
scPred	UNLABELED	0.0	0.0	0.0	0	0.9567901234567902		
scPred	macro avg	0.728055373525557	0.5918753585722971	0.6309404573692242	486	0.0		
scPred	weighted avg	0.93593966581989	0.9074074074074074	0.9132354143992572	486	0.0		
CaSTLe	BCELL	0.9875	0.9634146341463414	0.9753086419753086	82	0.9975247524752476	BCELL	Immune
CaSTLe	MYELOID	0.8064516129032258	0.78125	0.7936507936507936	32	0.986784140969163	MYELOID	Immune
CaSTLe	STROMAL	0.8571428571428571	0.2857142857142857	0.42857142857142855	21	0.9978494623655914	STROMAL	Stromal
CaSTLe	TCELL	0.84375	0.7941176470588235	0.8181818181818182	34	0.9889380530973452	TCELL	Immune
CaSTLe	TUMOR	0.9315476190476192	0.9873817034700316	0.9586523736600306	317	0.863905325443787	TUMOR	Tumour
CaSTLe	macro avg	0.8852784178187404	0.7623756540778964	0.7948730112078759	486	0.0		
CaSTLe	weighted avg	0.9233941293230422	0.925925925925926	0.9178664985745107	486	0.0		
CHETAH	BCELL	0.902439024390244	0.902439024390244	0.902439024390244	82	0.9801980198019802	BCELL	Immune
CHETAH	MYELOID	0.7941176470588235	0.84375	0.8181818181818182	32	0.9845814977973568	MYELOID	Immune
CHETAH	STROMAL	0.3181818181818182	0.6666666666666666	0.4307692307692307	21	0.935483870967742	STROMAL	Stromal
CHETAH	TCELL	0.7837837837837838	0.8529411764705882	0.8169014084507041	34	0.9823008849557522	TCELL	Immune
CHETAH	TUMOR	0.972972972972973	0.7949526813880127	0.8749999999999999	317	0.9585798816568049	TUMOR	Tumour
CHETAH	UNLABELED	0.0	0.0	0.0	0	0.9382716049382716		
CHETAH	macro avg	0.6285825410646071	0.6767915914859186	0.6405485802986661	486	0.0		
CHETAH	weighted avg	0.907766798289674	0.8148148148148148	0.8526288475623373	486	0.0		
scID	BCELL	0.8987341772151899	0.8658536585365854	0.8819875776397516	82	0.9801980198019802	BCELL	Immune
scID	MYELOID	1.0	0.4375	0.6086956521739131	32	1.0	MYELOID	Immune
scID	STROMAL	0.2972972972972973	0.5238095238095238	0.37931034482758624	21	0.9440860215053763	STROMAL	Stromal
scID	TCELL	0.4342105263157895	0.9705882352941176	0.6000000000000001	34	0.9048672566371682	TCELL	Immune
scID	TUMOR	0.9678571428571427	0.8548895899053628	0.9078726968174204	317	0.9467455621301776	TUMOR	Tumour
scID	macro avg	0.7196198287370839	0.7305282015091179	0.6755732542917343	486	0.0		
scID	weighted avg	0.8920027118422633	0.8230452674897121	0.8394288155730997	486	0.0		
scmapcell	BCELL	0.8588235294117647	0.8902439024390244	0.8742514970059879	82	0.9702970297029704	BCELL	Immune
scmapcell	MYELOID	0.9333333333333332	0.4375	0.5957446808510638	32	0.9977973568281938	MYELOID	Immune
scmapcell	STROMAL	1.0	0.047619047619047616	0.0909090909090909	21	1.0	STROMAL	Stromal
scmapcell	TCELL	1.0	0.1176470588235294	0.21052631578947367	34	1.0	TCELL	Immune
scmapcell	TUMOR	0.9369369369369368	0.9842271293375394	0.96	317	0.8757396449704142	TUMOR	Tumour
scmapcell	UNLABELED	0.0	0.0	0.0	0	0.9012345679012346		
scmapcell	macro avg	0.7881822999470058	0.4128728563698568	0.4552385974259361	486	0.0		
scmapcell	weighted avg	0.930656800591441	0.8312757201646089	0.8315626300157575	486	0.0		
scmapcluster	BCELL	0.9090909090909092	0.8536585365853658	0.880503144654088	82	0.9826732673267328	BCELL	Immune
scmapcluster	MYELOID	0.8571428571428571	0.75	0.7999999999999999	32	0.9911894273127754	MYELOID	Immune
scmapcluster	STROMAL	0.8888888888888888	0.3809523809523809	0.5333333333333333	21	0.9978494623655914	STROMAL	Stromal
scmapcluster	TCELL	0.9	0.2647058823529412	0.40909090909090906	34	0.9977876106194692	TCELL	Immune
scmapcluster	TUMOR	0.989547038327526	0.8958990536277602	0.9403973509933774	317	0.9822485207100592	TUMOR	Tumour
scmapcluster	UNLABELED	0.0	0.0	0.0	0	0.8456790123456791		
scmapcluster	macro avg	0.7574449489083636	0.5242026422530747	0.5938874563452846	486	0.0		
scmapcluster	weighted avg	0.9566401312562108	0.8127572016460906	0.8662887017193966	486	0.0		
singleR	BCELL	0.9176470588235294	0.951219512195122	0.934131736526946	82	0.9826732673267328	BCELL	Immune
singleR	MYELOID	0.78125	0.78125	0.78125	32	0.9845814977973568	MYELOID	Immune
singleR	STROMAL	0.8333333333333334	0.4761904761904762	0.6060606060606061	21	0.9956989247311828	STROMAL	Stromal
singleR	TCELL	0.8888888888888888	0.9411764705882352	0.9142857142857144	34	0.991150442477876	TCELL	Immune
singleR	TUMOR	0.956386292834891	0.9684542586750788	0.9623824451410656	317	0.9171597633136096	TUMOR	Tumour
singleR	macro avg	0.8755011147761286	0.8236581435297825	0.8396221004028664	486	0.0		
singleR	weighted avg	0.9282792919226586	0.9300411522633744	0.926928033987478	486	0.0		
