method	class	precision	recall	f1_score	support	specificity	Cell Labels	category
gsea	MACROPHAGE	0.0	0.0	0.0	5361.0	1.0	MACROPHAGE	Immune
gsea	STELLATE_CELL	0.0	0.0	0.0	5907.0	1.0	STELLATE_CELL	Fibroblast
gsea	T_CELL	0.0	0.0	0.0	3660.0	1.0	T_CELL	Immune
gsea	macro avg	0.02539243293466744	0.19891472868217056	0.04337552900075235	57530.0	0.0		
gsea	weighted avg	0.008993368329508226	0.07580392838519033	0.01545080485502554	57530.0	0.0		
gsva	ACINAR_CELL	0.9911273486430062	0.9813953488372092	0.9862373409504024	1935.0	0.9996942171058548	ACINAR_CELL	Epithelial
gsva	B_CELL	0.9186401833460656	0.9828361258684104	0.949654491609082	2447.0	0.9961331082185066	B_CELL	Immune
gsva	DUCTAL_CELL_TYPE_1	0.9399228366709536	0.9917611708830086	0.9651464415412914	10317.0	0.9861478829983268	DUCTAL_CELL_TYPE_1	Epithelial
gsva	DUCTAL_CELL_TYPE_2	0.9899493017877792	0.9836500220945648	0.9867896090078908	11315.0	0.997554906415666	DUCTAL_CELL_TYPE_2	Tumour
gsva	ENDOCRINE_CELL	0.979591836734694	0.7242798353909465	0.8328075709779179	729.0	0.9998063414376508	ENDOCRINE_CELL	Secretory
gsva	ENDOTHELIAL_CELL	0.9910220994475138	0.9443896018427114	0.9671440606571188	9117.0	0.9983888624956108	ENDOTHELIAL_CELL	Endothelial
gsva	FIBROBLAST	0.9606468231253578	0.9956986057549688	0.9778587035688272	6742.0	0.994585335118532	FIBROBLAST	Fibroblast
gsva	MACROPHAGE	0.9199175115999312	0.9985077410930796	0.9576028622540248	5361.0	0.9910674921888478	MACROPHAGE	Immune
gsva	STELLATE_CELL	0.9903111607974658	0.8997799221262909	0.9428774170658152	5907.0	0.9989926970536388	STELLATE_CELL	Fibroblast
gsva	T_CELL	0.9440276976341604	0.8939890710382513	0.9183272523154644	3660.0	0.9963987377018748	T_CELL	Immune
gsva	macro avg	0.9625156799786928	0.9396287444929442	0.9484445749947834	57530.0	0.0		
gsva	weighted avg	0.9651789187371392	0.9639666261081176	0.9636149860829708	57530.0	0.0		
metaneighbor	ACINAR_CELL	0.9911273486430062	0.9813953488372092	0.9862373409504024	1935.0	0.9996942171058548	ACINAR_CELL	Epithelial
metaneighbor	B_CELL	0.990990990990991	0.2697180220678382	0.4240282685512367	2447.0	0.999891073470944	B_CELL	Immune
metaneighbor	DUCTAL_CELL_TYPE_1	0.9989541116485816	0.7406222739168363	0.8506067015473673	10317.0	0.9998305551437104	DUCTAL_CELL_TYPE_1	Epithelial
metaneighbor	DUCTAL_CELL_TYPE_2	0.7761039320019351	0.9925762262483429	0.8710928410765532	11315.0	0.9298928919182085	DUCTAL_CELL_TYPE_2	Tumour
metaneighbor	ENDOCRINE_CELL	0.979591836734694	0.7242798353909465	0.8328075709779179	729.0	0.9998063414376508	ENDOCRINE_CELL	Secretory
metaneighbor	ENDOTHELIAL_CELL	0.9901086956521741	0.9991225183722716	0.9945951848010046	9117.0	0.9981203395782124	ENDOTHELIAL_CELL	Endothelial
metaneighbor	FIBROBLAST	0.920356408498972	0.9958469296944528	0.9566146612524044	6742.0	0.988560289832244	FIBROBLAST	Fibroblast
metaneighbor	MACROPHAGE	0.7111317994414151	0.9973885469128894	0.8302795031055902	5361.0	0.9583660794724836	MACROPHAGE	Immune
metaneighbor	STELLATE_CELL	0.990303934365094	0.8991027594379549	0.9425022182786158	5907.0	0.9989926970536388	STELLATE_CELL	Fibroblast
metaneighbor	T_CELL	0.996565934065934	0.7928961748633879	0.8831405964698722	3660.0	0.9998143679227769	T_CELL	Immune
metaneighbor	macro avg	0.9345234992042798	0.8392948635742129	0.8571904887010964	57530.0	0.0		
metaneighbor	weighted avg	0.9158027551569852	0.892438727620372	0.8856807219253823	57530.0	0.0		
ora	ACINAR_CELL	0.9911273486430062	0.9813953488372092	0.9862373409504024	1935.0	0.9996942171058548	ACINAR_CELL	Epithelial
ora	B_CELL	0.769546027742749	0.9975480179812016	0.8688378715073857	2447.0	0.9867291178766588	B_CELL	Immune
ora	DUCTAL_CELL_TYPE_1	0.9399228366709536	0.9917611708830086	0.9651464415412914	10317.0	0.9861478829983268	DUCTAL_CELL_TYPE_1	Epithelial
ora	DUCTAL_CELL_TYPE_2	0.9899493017877792	0.9836500220945648	0.9867896090078908	11315.0	0.997554906415666	DUCTAL_CELL_TYPE_2	Tumour
ora	ENDOCRINE_CELL	0.979591836734694	0.7242798353909465	0.8328075709779179	729.0	0.9998063414376508	ENDOCRINE_CELL	Secretory
ora	ENDOTHELIAL_CELL	0.9910220994475138	0.9443896018427114	0.9671440606571188	9117.0	0.9983888624956108	ENDOTHELIAL_CELL	Endothelial
ora	FIBROBLAST	0.9937031484257872	0.9830910708988432	0.98836862511184	6742.0	0.9991730329999212	FIBROBLAST	Fibroblast
ora	MACROPHAGE	0.9199175115999312	0.9985077410930796	0.9576028622540248	5361.0	0.9910674921888478	MACROPHAGE	Immune
ora	STELLATE_CELL	0.9903111607974658	0.8997799221262909	0.9428774170658152	5907.0	0.9989926970536388	STELLATE_CELL	Fibroblast
ora	T_CELL	0.9003095975232198	0.7945355191256831	0.8441219158200289	3660.0	0.9940226471134213	T_CELL	Immune
ora	macro avg	0.94654008693731	0.9298938250273538	0.9339933714893716	57530.0	0.0		
ora	weighted avg	0.9599299025718016	0.9567877629063096	0.9566883059175071	57530.0	0.0		
adobo	ACINAR_CELL	0.9429280397022332	0.9819121447028424	0.962025316455696	1935.0	0.9979314686572534	ACINAR_CELL	Epithelial
adobo	B_CELL	0.990990990990991	0.2697180220678382	0.4240282685512367	2447.0	0.999891073470944	B_CELL	Immune
adobo	DUCTAL_CELL_TYPE_1	0.9659685863874344	0.2503634777551614	0.3976599184050497	10317.0	0.998072564759706	DUCTAL_CELL_TYPE_1	Epithelial
adobo	DUCTAL_CELL_TYPE_2	0.9843483651015033	0.5613787008395935	0.714993246285457	11315.0	0.9978145623715244	DUCTAL_CELL_TYPE_2	Tumour
adobo	ENDOCRINE_CELL	0.9772727272727272	0.5898491083676269	0.7356715141146278	729.0	0.9998239467615008	ENDOCRINE_CELL	Secretory
adobo	ENDOTHELIAL_CELL	0.9910220994475138	0.9443896018427114	0.9671440606571188	9117.0	0.9983888624956108	ENDOTHELIAL_CELL	Endothelial
adobo	FIBROBLAST	0.9937031484257872	0.9830910708988432	0.98836862511184	6742.0	0.9991730329999212	FIBROBLAST	Fibroblast
adobo	MACROPHAGE	0.0	0.0	0.0	5361.0	1.0	MACROPHAGE	Immune
adobo	STELLATE_CELL	0.98896600818651	0.9407482647706112	0.9642547284400488	5907.0	0.9987989849485694	STELLATE_CELL	Fibroblast
adobo	T_CELL	0.996565934065934	0.7928961748633879	0.8831405964698722	3660.0	0.9998143679227769	T_CELL	Immune
adobo	Unknown	0.0	0.0	0.0	0.0	0.6281418390405006		
adobo	macro avg	0.8028878090527848	0.5740315060098742	0.6397532976809952	57530.0	0.0		
adobo	weighted avg	0.8915296510208923	0.6191899878324353	0.695939641746413	57530.0	0.0		
sccatch	ACINAR_CELL	0.0	0.0	0.0	1935.0	1.0	ACINAR_CELL	Epithelial
sccatch	B_CELL	0.0	0.0	0.0	2447.0	1.0	B_CELL	Immune
sccatch	DUCTAL_CELL_TYPE_1	0.0	0.0	0.0	10317.0	1.0	DUCTAL_CELL_TYPE_1	Epithelial
sccatch	DUCTAL_CELL_TYPE_2	0.0	0.0	0.0	11315.0	1.0	DUCTAL_CELL_TYPE_2	Tumour
sccatch	ENDOCRINE_CELL	0.0	0.0	0.0	729.0	1.0	ENDOCRINE_CELL	Secretory
sccatch	ENDOTHELIAL_CELL	0.0	0.0	0.0	9117.0	1.0	ENDOTHELIAL_CELL	Endothelial
sccatch	FIBROBLAST	0.0	0.0	0.0	6742.0	1.0	FIBROBLAST	Fibroblast
sccatch	MACROPHAGE	0.0	0.0	0.0	5361.0	1.0	MACROPHAGE	Immune
sccatch	STELLATE_CELL	0.0	0.0	0.0	5907.0	1.0	STELLATE_CELL	Fibroblast
sccatch	T_CELL	0.0	0.0	0.0	3660.0	1.0	T_CELL	Immune
sccatch	Unknown	0.0	0.0	0.0	0.0	0.0		
sccatch	macro avg	0.0	0.0	0.0	57530.0	0.0		
sccatch	weighted avg	0.0	0.0	0.0	57530.0	0.0		
SVM	ACINAR_CELL	0.98109243697479	0.9653746770025841	0.9731700963792652	1935.0	0.9993524597535749	ACINAR_CELL	Epithelial
SVM	B_CELL	0.9721099434114794	0.9828361258684104	0.9774436090225564	2447.0	0.9987473449158544	B_CELL	Immune
SVM	DUCTAL_CELL_TYPE_1	0.9818583221347668	0.9914703886788796	0.986640945261635	10317.0	0.9959968652701586	DUCTAL_CELL_TYPE_1	Epithelial
SVM	DUCTAL_CELL_TYPE_2	0.9941690962099126	0.9945205479452056	0.9943447910223558	11315.0	0.9985718922427784	DUCTAL_CELL_TYPE_2	Tumour
SVM	ENDOCRINE_CELL	0.9584527220630372	0.9176954732510288	0.9376313945339876	729.0	0.9994894456083522	ENDOCRINE_CELL	Secretory
SVM	ENDOTHELIAL_CELL	0.9928516441218521	0.9902380168915214	0.9915431081823174	9117.0	0.9986573854130087	ENDOTHELIAL_CELL	Endothelial
SVM	FIBROBLAST	0.9808541973490428	0.9878374369623256	0.9843334318652084	6742.0	0.9974403402378514	FIBROBLAST	Fibroblast
SVM	MACROPHAGE	0.9869621903520208	0.9884349934713672	0.9876980428704566	5361.0	0.9986582069811574	MACROPHAGE	Immune
SVM	STELLATE_CELL	0.9847157822428302	0.9707127137294737	0.9776641091219096	5907.0	0.998275962264882	STELLATE_CELL	Fibroblast
SVM	T_CELL	0.9645799011532126	0.9598360655737704	0.962202136400986	3660.0	0.9976053462038241	T_CELL	Immune
SVM	macro avg	0.9797646236012943	0.9748956439374566	0.977267166466068	57530.0	0.0		
SVM	weighted avg	0.9848368654429016	0.9848426907700332	0.9848192823160484	57530.0	0.0		
SVMrej	ACINAR_CELL	0.9918655097613884	0.9452196382428941	0.9679809473405664	1935.0	0.9997301915639896	ACINAR_CELL	Epithelial
SVMrej	B_CELL	0.9846089850249584	0.9673069064160196	0.9758812615955472	2447.0	0.9993282864041536	B_CELL	Immune
SVMrej	DUCTAL_CELL_TYPE_1	0.9896746541983246	0.98478239798391	0.9872224651411361	10317.0	0.9977548556541629	DUCTAL_CELL_TYPE_1	Epithelial
SVMrej	DUCTAL_CELL_TYPE_2	0.996437794995102	0.9888643393725144	0.99263662171753	11315.0	0.9991344801471383	DUCTAL_CELL_TYPE_2	Tumour
SVMrej	ENDOCRINE_CELL	0.973186119873817	0.8463648834019204	0.9053558327219368	729.0	0.9997007094945513	ENDOCRINE_CELL	Secretory
SVMrej	ENDOTHELIAL_CELL	0.9957773085898434	0.982889108259296	0.9892912342680504	9117.0	0.9992150868568359	ENDOTHELIAL_CELL	Endothelial
SVMrej	FIBROBLAST	0.9843166542195668	0.9774547611984574	0.9808737069286301	6742.0	0.9979325824998032	FIBROBLAST	Fibroblast
SVMrej	MACROPHAGE	0.9918653045781308	0.9779891811229248	0.9848783694937542	5361.0	0.9991757557169968	MACROPHAGE	Immune
SVMrej	STELLATE_CELL	0.9926173316927404	0.9559844252581684	0.9739565367368058	5907.0	0.9991864091587084	STELLATE_CELL	Fibroblast
SVMrej	T_CELL	0.9840319361277444	0.942896174863388	0.9630249755825312	3660.0	0.9989604603675516	T_CELL	Immune
SVMrej	UNLABELED	0.0	0.0	0.0	0.0	0.9830175560577091		
SVMrej	macro avg	0.8985801453692378	0.8699774378290447	0.8837365410478625	57530.0	0.0		
SVMrej	weighted avg	0.9911406162768628	0.9743438206153312	0.982584231823476	57530.0	0.0		
RF	ACINAR_CELL	0.9860215053763441	0.9478036175710596	0.9665349143610013	1935.0	0.9995323320442486	ACINAR_CELL	Epithelial
RF	B_CELL	0.9643002028397566	0.9713935431140172	0.9678338762214984	2447.0	0.9984024109071764	B_CELL	Immune
RF	DUCTAL_CELL_TYPE_1	0.9682373140022892	0.9839100513715228	0.9760107687130428	10317.0	0.992946857856946	DUCTAL_CELL_TYPE_1	Epithelial
RF	DUCTAL_CELL_TYPE_2	0.9742192231161864	0.9952275740167918	0.9846113491300166	11315.0	0.9935518770961808	DUCTAL_CELL_TYPE_2	Tumour
RF	ENDOCRINE_CELL	0.9721669980119284	0.6707818930041153	0.7938311688311689	729.0	0.999753525466101	ENDOCRINE_CELL	Secretory
RF	ENDOTHELIAL_CELL	0.9906367041198502	0.9863990347702096	0.988513327837318	9117.0	0.9982442732323964	ENDOTHELIAL_CELL	Endothelial
RF	FIBROBLAST	0.9601262191623636	0.992880450904776	0.9762286714306548	6742.0	0.9945262660470976	FIBROBLAST	Fibroblast
RF	MACROPHAGE	0.9783653846153846	0.9869427345644468	0.9826353421859041	5361.0	0.9977572888113629	MACROPHAGE	Immune
RF	STELLATE_CELL	0.9906755805770584	0.9532757745048248	0.9716159088948324	5907.0	0.998973325843132	STELLATE_CELL	Fibroblast
RF	T_CELL	0.9647426784191072	0.9270491803278688	0.9455204124285912	3660.0	0.9976981622424356	T_CELL	Immune
RF	macro avg	0.9749491810240268	0.9415663854149632	0.9553335740034028	57530.0	0.0		
RF	weighted avg	0.9755188651900418	0.9753867547366591	0.97496046685497	57530.0	0.0		
LDA	ACINAR_CELL	0.0	0.0	0.0	1935.0	1.0	ACINAR_CELL	Epithelial
LDA	B_CELL	0.0	0.0	0.0	2447.0	1.0	B_CELL	Immune
LDA	DUCTAL_CELL_TYPE_1	0.0	0.0	0.0	10317.0	1.0	DUCTAL_CELL_TYPE_1	Epithelial
LDA	DUCTAL_CELL_TYPE_2	0.0	0.0	0.0	11315.0	1.0	DUCTAL_CELL_TYPE_2	Tumour
LDA	ENDOCRINE_CELL	0.0	0.0	0.0	729.0	1.0	ENDOCRINE_CELL	Secretory
LDA	ENDOTHELIAL_CELL	0.0	0.0	0.0	9117.0	1.0	ENDOTHELIAL_CELL	Endothelial
LDA	FIBROBLAST	0.0	0.0	0.0	6742.0	1.0	FIBROBLAST	Fibroblast
LDA	MACROPHAGE	0.0	0.0	0.0	5361.0	1.0	MACROPHAGE	Immune
LDA	STELLATE_CELL	0.0	0.0	0.0	5907.0	1.0	STELLATE_CELL	Fibroblast
LDA	T_CELL	0.0	0.0	0.0	3660.0	1.0	T_CELL	Immune
LDA	UNAVAILABLE	0.0	0.0	0.0	0.0	0.0		
LDA	macro avg	0.0	0.0	0.0	57530.0	0.0		
LDA	weighted avg	0.0	0.0	0.0	57530.0	0.0		
LDArej	ACINAR_CELL	0.0	0.0	0.0	1935.0	1.0	ACINAR_CELL	Epithelial
LDArej	B_CELL	0.0	0.0	0.0	2447.0	1.0	B_CELL	Immune
LDArej	DUCTAL_CELL_TYPE_1	0.0	0.0	0.0	10317.0	1.0	DUCTAL_CELL_TYPE_1	Epithelial
LDArej	DUCTAL_CELL_TYPE_2	0.0	0.0	0.0	11315.0	1.0	DUCTAL_CELL_TYPE_2	Tumour
LDArej	ENDOCRINE_CELL	0.0	0.0	0.0	729.0	1.0	ENDOCRINE_CELL	Secretory
LDArej	ENDOTHELIAL_CELL	0.0	0.0	0.0	9117.0	1.0	ENDOTHELIAL_CELL	Endothelial
LDArej	FIBROBLAST	0.0	0.0	0.0	6742.0	1.0	FIBROBLAST	Fibroblast
LDArej	MACROPHAGE	0.0	0.0	0.0	5361.0	1.0	MACROPHAGE	Immune
LDArej	STELLATE_CELL	0.0	0.0	0.0	5907.0	1.0	STELLATE_CELL	Fibroblast
LDArej	T_CELL	0.0	0.0	0.0	3660.0	1.0	T_CELL	Immune
LDArej	UNAVAILABLE	0.0	0.0	0.0	0.0	0.0		
LDArej	macro avg	0.0	0.0	0.0	57530.0	0.0		
LDArej	weighted avg	0.0	0.0	0.0	57530.0	0.0		
NMC	ACINAR_CELL	0.9469740634005764	0.8490956072351421	0.8953678474114442	1935.0	0.9983451749258028	ACINAR_CELL	Epithelial
NMC	B_CELL	0.9087947882736156	0.9121373109930528	0.9104629818478482	2447.0	0.9959334095819036	B_CELL	Immune
NMC	DUCTAL_CELL_TYPE_1	0.905237729219282	0.7990694969467869	0.848846787479407	10317.0	0.9817211361277616	DUCTAL_CELL_TYPE_1	Epithelial
NMC	DUCTAL_CELL_TYPE_2	0.8293761414976449	0.7625276182059213	0.7945483009485219	11315.0	0.9615925565292652	DUCTAL_CELL_TYPE_2	Tumour
NMC	ENDOCRINE_CELL	0.8003220611916264	0.6817558299039781	0.7362962962962963	729.0	0.9978169398426084	ENDOCRINE_CELL	Secretory
NMC	ENDOTHELIAL_CELL	0.990699555196118	0.8061862454754853	0.8889695210449927	9117.0	0.9985747629768864	ENDOTHELIAL_CELL	Endothelial
NMC	FIBROBLAST	0.9162587412587412	0.7773657668347671	0.8411169956668272	6742.0	0.9905686382610064	FIBROBLAST	Fibroblast
NMC	MACROPHAGE	0.9255995080959212	0.8423801529565379	0.8820312499999999	5361.0	0.9930418447737162	MACROPHAGE	Immune
NMC	STELLATE_CELL	0.8100433178244826	0.8547486033519553	0.8317957166392093	5907.0	0.9770644867597776	STELLATE_CELL	Fibroblast
NMC	T_CELL	0.3647426593725578	0.8926229508196721	0.5178727114210985	3660.0	0.8943753480601448	T_CELL	Immune
NMC	macro avg	0.8398048565330567	0.8177889582723299	0.8147308408755645	57530.0	0.0		
NMC	weighted avg	0.8631153552664695	0.8111767773335651	0.8266645731683013	57530.0	0.0		
kNN9	ACINAR_CELL	0.9507537688442212	0.9777777777777776	0.9640764331210192	1935.0	0.9982372515513984	ACINAR_CELL	Epithelial
kNN9	B_CELL	0.8261758691206544	0.9906007355946056	0.9009477792231928	2447.0	0.9907412450302272	B_CELL	Immune
kNN9	DUCTAL_CELL_TYPE_1	0.9581554227156276	0.9787728990985752	0.9683544303797468	10317.0	0.9906593522970368	DUCTAL_CELL_TYPE_1	Epithelial
kNN9	DUCTAL_CELL_TYPE_2	0.993344725245076	0.9761378700839594	0.9846661317642864	11315.0	0.9983987882722059	DUCTAL_CELL_TYPE_2	Tumour
kNN9	ENDOCRINE_CELL	0.7604306864064603	0.7750342935528121	0.7676630434782609	729.0	0.996866252354712	ENDOCRINE_CELL	Secretory
kNN9	ENDOTHELIAL_CELL	0.9940585009140768	0.954261270154656	0.9737534277239912	9117.0	0.9989259083304072	ENDOTHELIAL_CELL	Endothelial
kNN9	FIBROBLAST	0.975007482789584	0.96633046573717	0.9706495828367104	6742.0	0.996711821690163	FIBROBLAST	Fibroblast
kNN9	MACROPHAGE	0.9697196261682244	0.9677299011378474	0.9687237419475304	5361.0	0.9968947075849642	MACROPHAGE	Immune
kNN9	STELLATE_CELL	0.9639889196675899	0.9426104621635348	0.9531798339467602	5907.0	0.9959707882145556	STELLATE_CELL	Fibroblast
kNN9	T_CELL	0.9100137174211248	0.9062841530054644	0.9081451060917181	3660.0	0.9939112678670874	T_CELL	Immune
kNN9	macro avg	0.9301648719292641	0.9435539828306402	0.9360159510513216	57530.0	0.0		
kNN9	weighted avg	0.9629868138201619	0.9614462019815748	0.9617789891835454	57530.0	0.0		
ACTINN	ACINAR_CELL	0.9757356737222508	0.9767441860465116	0.9762396694214877	1935.0	0.9991546002338341	ACINAR_CELL	Epithelial
ACTINN	B_CELL	0.9755201958384332	0.9771148344912136	0.9763168640261329	2447.0	0.9989107347094384	B_CELL	Immune
ACTINN	DUCTAL_CELL_TYPE_1	0.9851380042462844	0.9894349132499758	0.9872817834518112	10317.0	0.9967381865164257	DUCTAL_CELL_TYPE_1	Epithelial
ACTINN	DUCTAL_CELL_TYPE_2	0.9925050700996384	0.9947856827220504	0.9936440677966104	11315.0	0.9981607703126691	DUCTAL_CELL_TYPE_2	Tumour
ACTINN	ENDOCRINE_CELL	0.9482014388489208	0.9039780521262004	0.9255617977528092	729.0	0.9993662083414024	ENDOCRINE_CELL	Secretory
ACTINN	ENDOTHELIAL_CELL	0.9933993399339934	0.9904573872984536	0.9919261822376008	9117.0	0.998760663458162	ENDOTHELIAL_CELL	Endothelial
ACTINN	FIBROBLAST	0.9767237593324549	0.9896173242361316	0.9831282693582848	6742.0	0.9968693392139876	FIBROBLAST	Fibroblast
ACTINN	MACROPHAGE	0.9866071428571428	0.9893676552881924	0.9879854708019	5361.0	0.998619870037762	MACROPHAGE	Immune
ACTINN	STELLATE_CELL	0.9883962590924836	0.9661418655832064	0.9771423679479496	5907.0	0.9987021288960348	STELLATE_CELL	Fibroblast
ACTINN	T_CELL	0.9616117615028588	0.9650273224043716	0.9633165143870176	3660.0	0.9973825877111564	T_CELL	Immune
ACTINN	macro avg	0.9783838645474464	0.9742669223446306	0.9762542987181604	57530.0	0.0		
ACTINN	weighted avg	0.9846914473281928	0.9846862506518338	0.9846623462319324	57530.0	0.0		
scVI	ACINAR_CELL	0.984375	0.9767441860465116	0.980544747081712	1935.0	0.9994603831279792	ACINAR_CELL	Epithelial
scVI	B_CELL	0.9820700896495518	0.984879444217409	0.9834727606610896	2447.0	0.9992012054535884	B_CELL	Immune
scVI	DUCTAL_CELL_TYPE_1	0.9903185206699584	0.9914703886788796	0.990894119926378	10317.0	0.9978819392963802	DUCTAL_CELL_TYPE_1	Epithelial
scVI	DUCTAL_CELL_TYPE_2	0.9939881531252764	0.9936367653557224	0.99381242817997	11315.0	0.9985286162501352	DUCTAL_CELL_TYPE_2	Tumour
scVI	ENDOCRINE_CELL	0.9494535519125684	0.953360768175583	0.9514031485284052	729.0	0.9993486030175524	ENDOCRINE_CELL	Secretory
scVI	ENDOTHELIAL_CELL	0.9946254250301634	0.9946254250301634	0.9946254250301634	9117.0	0.998987875157499	ENDOTHELIAL_CELL	Endothelial
scVI	FIBROBLAST	0.983664459161148	0.9913972115099378	0.9875156977173672	6742.0	0.9978144443569348	FIBROBLAST	Fibroblast
scVI	MACROPHAGE	0.9906959434313359	0.9930983025554934	0.991895668374476	5361.0	0.9990415764151124	MACROPHAGE	Immune
scVI	STELLATE_CELL	0.9864038069340584	0.9825630607753512	0.9844796878975491	5907.0	0.9984503031594444	STELLATE_CELL	Fibroblast
scVI	T_CELL	0.980907581627006	0.9685792349726776	0.9747044267253232	3660.0	0.9987191386671616	T_CELL	Immune
scVI	macro avg	0.9836502531541068	0.9830354787317728	0.9833348110122432	57530.0	0.0		
scVI	weighted avg	0.9889089288509536	0.9889101338432122	0.9889040555665978	57530.0	0.0		
Cell_BLAST	ACINAR_CELL	0.9888	0.9581395348837208	0.973228346456693	1935.0	0.9996222681895854	ACINAR_CELL	Epithelial
Cell_BLAST	B_CELL	0.9822387443205288	0.9718022067838168	0.9769926047658176	2447.0	0.9992193598750976	B_CELL	Immune
Cell_BLAST	DUCTAL_CELL_TYPE_1	0.9708479726521698	0.9909857516719977	0.9808135072908672	10317.0	0.9934975536398872	DUCTAL_CELL_TYPE_1	Epithelial
Cell_BLAST	DUCTAL_CELL_TYPE_2	0.992116917626218	0.9899248784798941	0.9910196859101971	11315.0	0.9980742183273827	DUCTAL_CELL_TYPE_2	Tumour
Cell_BLAST	ENDOCRINE_CELL	0.9543446244477172	0.8888888888888888	0.9204545454545454	729.0	0.999454234960652	ENDOCRINE_CELL	Secretory
Cell_BLAST	ENDOTHELIAL_CELL	0.9934466289014772	0.9810244598003728	0.98719646799117	9117.0	0.9987813190671928	ENDOTHELIAL_CELL	Endothelial
Cell_BLAST	FIBROBLAST	0.974065934065934	0.9860575496885198	0.9800250608093168	6742.0	0.9965149247853824	FIBROBLAST	Fibroblast
Cell_BLAST	MACROPHAGE	0.982319002419505	0.9845178138407014	0.9834171790572016	5361.0	0.9981789951887136	MACROPHAGE	Immune
Cell_BLAST	STELLATE_CELL	0.9900972590627763	0.947858472998138	0.9685175575160008	5907.0	0.9989152122116112	STELLATE_CELL	Fibroblast
Cell_BLAST	T_CELL	0.9813769751693002	0.9502732240437158	0.965574680732926	3660.0	0.9987748282903286	T_CELL	Immune
Cell_BLAST	UNLABELED	0.0	0.0	0.0	0.0	0.9941943333912742		
Cell_BLAST	macro avg	0.8917867326059663	0.8772247982799789	0.8842945123622488	57530.0	0.0		
Cell_BLAST	weighted avg	0.9835839865967241	0.9777855032157136	0.9805681386753496	57530.0	0.0		
SingleCellNet	ACINAR_CELL	0.9861036878674504	0.9534883720930232	0.9695218076720968	1935.0	0.9995323320442486	ACINAR_CELL	Epithelial
SingleCellNet	B_CELL	0.9575070821529744	0.9668982427462198	0.9621797478649858	2447.0	0.9980937857415172	B_CELL	Immune
SingleCellNet	DUCTAL_CELL_TYPE_1	0.9643939393939394	0.9871086556169428	0.9756191023614504	10317.0	0.9920360917543896	DUCTAL_CELL_TYPE_1	Epithelial
SingleCellNet	DUCTAL_CELL_TYPE_2	0.9861111111111112	0.991427308882015	0.9887620642545504	11315.0	0.9965811965811966	DUCTAL_CELL_TYPE_2	Tumour
SingleCellNet	ENDOCRINE_CELL	0.96964586846543	0.7887517146776406	0.8698940998487141	729.0	0.9996831041707012	ENDOCRINE_CELL	Secretory
SingleCellNet	ENDOTHELIAL_CELL	0.9913563829787234	0.9812438302073051	0.986274185546552	9117.0	0.9983888624956108	ENDOTHELIAL_CELL	Endothelial
