method	class	precision	recall	f1_score	support	specificity	Cell Labels	category
metaneighbor	T.CELL	0.0	0.0	0.0	706	1.0	T.CELL	Immune
metaneighbor	macro avg	0.26884590225113697	0.5129040357081095	0.3275724217875769	6879	0.0		
metaneighbor	weighted avg	0.2799668620730332	0.4525367059165577	0.33559172976402163	6879	0.0		
ora	B.CELL	0.9351740696278512	0.952322738386308	0.9436705027256208	818	0.9910905791123577	B.CELL	Immune
ora	CAF	0.1968325791855204	0.8207547169811321	0.3175182481751825	106	0.9475860032481912	CAF	Fibroblast
ora	ENDO.	0.08888888888888889	0.9230769230769232	0.1621621621621622	104	0.854760147601476	ENDO.	Endothelial
ora	MACROPHAGE	0.3622540250447227	0.9642857142857144	0.5266579973992198	420	0.8896113949527791	MACROPHAGE	Immune
ora	MAL	0.0	0.0	0.0	2018	1.0	MAL	Tumour
ora	NK	0.0	0.0	0.0	92	1.0	NK	Immune
ora	T.CD4	0.3975826972010178	0.7301401869158879	0.514827018121911	856	0.8427693840278929	T.CD4	Immune
ora	T.CD8	0.7300981461286805	0.7612279704377487	0.7453381575285276	1759	0.9033203125	T.CD8	Immune
ora	T.CELL	0.0	0.0	0.0	706	1.0	T.CELL	Immune
ora	macro avg	0.3012033784529646	0.5724231388981904	0.3566860095680693	6879	0.0		
ora	weighted avg	0.3738626552052473	0.4842273586277075	0.4063646425227068	6879	0.0		
adobo	B.CELL	0.0	0.0	0.0	818	1.0	B.CELL	Immune
adobo	CAF	0.0	0.0	0.0	106	1.0	CAF	Fibroblast
adobo	ENDO.	0.0	0.0	0.0	104	1.0	ENDO.	Endothelial
adobo	MACROPHAGE	0.0	0.0	0.0	420	1.0	MACROPHAGE	Immune
adobo	MAL	0.0	0.0	0.0	2018	1.0	MAL	Tumour
adobo	NK	0.0	0.0	0.0	92	1.0	NK	Immune
adobo	T.CD4	0.41113490364025695	0.4485981308411215	0.4290502793296089	856	0.9086833803752284	T.CD4	Immune
adobo	T.CD8	0.0	0.0	0.0	1759	1.0	T.CD8	Immune
adobo	T.CELL	0.062135922330097085	0.0906515580736544	0.07373271889400923	706	0.8435120686862142	T.CELL	Immune
adobo	UNKNOWN	0.0	0.0	0.0	0	0.2855066143334787		
adobo	macro avg	0.0473270825970354	0.05392496889147759	0.0502782998223618	6879	0.0		
adobo	weighted avg	0.05753735116748197	0.06512574502107865	0.06095687434878845	6879	0.0		
sccatch	B.CELL	0.9351740696278512	0.952322738386308	0.9436705027256208	818	0.9910905791123577	B.CELL	Immune
sccatch	CAF	1.0	0.660377358490566	0.7954545454545454	106	1.0	CAF	Fibroblast
sccatch	ENDO.	0.967032967032967	0.8461538461538461	0.9025641025641026	104	0.9995571955719558	ENDO.	Endothelial
sccatch	MACROPHAGE	0.9483568075117372	0.961904761904762	0.9550827423167848	420	0.9965938999845178	MACROPHAGE	Immune
sccatch	MAL	0.9836065573770492	0.3865213082259663	0.5549626467449306	2018	0.9973256531577864	MAL	Tumour
sccatch	NK	0.0	0.0	0.0	92	1.0	NK	Immune
sccatch	T.CD4	0.0	0.0	0.0	856	1.0	T.CD4	Immune
sccatch	T.CD8	0.0	0.0	0.0	1759	1.0	T.CD8	Immune
sccatch	T.CELL	0.1430753564154786	0.3980169971671388	0.2104868913857678	706	0.7273610886116961	T.CELL	Immune
sccatch	UNKNOWN	0.0	0.0	0.0	0	0.6072103503416194		
sccatch	macro avg	0.4977245757965084	0.4205297010328588	0.4362221431191752	6879	0.0		
sccatch	weighted avg	0.502367046241918	0.3491786596889083	0.380834487270981	6879	0.0		
SVM	B.CELL	0.9804400977995109	0.9804400977995109	0.9804400977995109	818	0.9973601715888468	B.CELL	Immune
SVM	CAF	0.9866666666666668	0.6981132075471698	0.8176795580110496	106	0.9998523549387272	CAF	Fibroblast
SVM	ENDO.	0.956989247311828	0.8557692307692307	0.9035532994923856	104	0.9994095940959409	ENDO.	Endothelial
SVM	MACROPHAGE	0.9555035128805619	0.9714285714285714	0.9634002361275088	420	0.9970583681684472	MACROPHAGE	Immune
SVM	MAL	0.9703595724003888	0.989593657086224	0.9798822374877332	2018	0.9874511417403826	MAL	Tumour
SVM	NK	0.7746478873239436	0.5978260869565217	0.6748466257668712	92	0.9976425519375276	NK	Immune
SVM	T.CD4	0.7156348373557188	0.7967289719626168	0.754007739082366	856	0.9550058110576124	T.CD4	Immune
SVM	T.CD8	0.8972565895642819	0.9482660602615124	0.922056384742952	1759	0.9626953125	T.CD8	Immune
SVM	T.CELL	0.5847619047619048	0.4348441926345609	0.4987814784727863	706	0.9646849181921271	T.CELL	Immune
SVM	macro avg	0.8691400351183117	0.8081122307162132	0.8327386285536849	6879	0.0		
SVM	weighted avg	0.8781186092624934	0.8841401366477686	0.8789398821790777	6879	0.0		
SVMrej	B.CELL	0.9936143039591316	0.9511002444987776	0.971892567145534	818	0.9991750536215146	B.CELL	Immune
SVMrej	CAF	1.0	0.6320754716981132	0.7745664739884393	106	1.0	CAF	Fibroblast
SVMrej	ENDO.	0.988095238095238	0.7980769230769231	0.8829787234042553	104	0.9998523985239852	ENDO.	Endothelial
SVMrej	MACROPHAGE	0.9753086419753086	0.9404761904761904	0.9575757575757574	420	0.9984517727202352	MACROPHAGE	Immune
SVMrej	MAL	0.9796222664015904	0.9767096134786918	0.9781637717121588	2018	0.9915655214976342	MAL	Tumour
SVMrej	NK	0.7857142857142857	0.2391304347826087	0.36666666666666653	92	0.9991159569765728	NK	Immune
SVMrej	T.CD4	0.838475499092559	0.5397196261682243	0.6567164179104479	856	0.985223310642537	T.CD4	Immune
SVMrej	T.CD8	0.9482862297053518	0.8965321205230244	0.9216832261835184	1759	0.983203125	T.CD8	Immune
SVMrej	T.CELL	0.7777777777777778	0.14872521246458922	0.2497027348394768	706	0.9951401263567148	T.CELL	Immune
SVMrej	UNLABELED	0.0	0.0	0.0	0	0.8326791684837912		
SVMrej	macro avg	0.8286894242721244	0.6122545837167143	0.6759946339426255	6879	0.0		
SVMrej	weighted avg	0.93257931375204	0.793720017444396	0.8342014501551059	6879	0.0		
RF	B.CELL	0.9627851140456184	0.9804400977995109	0.9715324046032708	818	0.9948853324533904	B.CELL	Immune
RF	CAF	1.0	0.5660377358490566	0.7228915662650602	106	1.0	CAF	Fibroblast
RF	ENDO.	0.9873417721518988	0.75	0.8524590163934427	104	0.9998523985239852	ENDO.	Endothelial
RF	MACROPHAGE	0.9572446555819476	0.9595238095238096	0.958382877526754	420	0.9972131908964236	MACROPHAGE	Immune
RF	MAL	0.9581529581529582	0.9871159563924676	0.9724188430558944	2018	0.9821024480559556	MAL	Tumour
RF	NK	1.0	0.03260869565217391	0.06315789473684211	92	1.0	NK	Immune
RF	T.CD4	0.6704119850187266	0.8364485981308412	0.7442827442827442	856	0.941557363440146	T.CD4	Immune
RF	T.CD8	0.8247322297955211	0.9630471859010802	0.8885392079727249	1759	0.9296875	T.CD8	Immune
RF	T.CELL	0.6276595744680851	0.2507082152974504	0.35829959514170034	706	0.9829904422485016	T.CELL	Immune
RF	macro avg	0.887592032134973	0.7028811438384879	0.7257737944420481	6879	0.0		
RF	weighted avg	0.8564531913724408	0.8613170518970781	0.8407725426600382	6879	0.0		
LDA	B.CELL	0.9839901477832512	0.9767726161369192	0.9803680981595092	818	0.997855139415938	B.CELL	Immune
LDA	CAF	0.9859154929577464	0.660377358490566	0.7909604519774011	106	0.9998523549387272	CAF	Fibroblast
LDA	ENDO.	0.9775280898876404	0.8365384615384616	0.9015544041450776	104	0.9997047970479704	ENDO.	Endothelial
LDA	MACROPHAGE	0.9641148325358851	0.9595238095238096	0.9618138424821002	420	0.9976776590803531	MACROPHAGE	Immune
LDA	MAL	0.9698296836982968	0.9876114965312192	0.9786398232261232	2018	0.98724542275252	MAL	Tumour
LDA	NK	0.6829268292682927	0.6086956521739131	0.6436781609195402	92	0.9961691468984823	NK	Immune
LDA	T.CD4	0.7172717271727173	0.7616822429906542	0.7388101983002833	856	0.9573302341026066	T.CD4	Immune
LDA	T.CD8	0.9074593381940551	0.9198408186469584	0.9136081309994354	1759	0.9677734375	T.CD8	Immune
LDA	T.CELL	0.5515151515151515	0.5155807365439093	0.5329428989751098	706	0.9520492467195852	T.CELL	Immune
LDA	macro avg	0.8600612547792263	0.8029581325084901	0.8269306676871755	6879	0.0		
LDA	weighted avg	0.8773837731446924	0.8783253379851723	0.8770658318072457	6879	0.0		
LDArej	B.CELL	0.9839704069050554	0.9755501222493888	0.9797421731123388	818	0.997855139415938	B.CELL	Immune
LDArej	CAF	0.9859154929577464	0.660377358490566	0.7909604519774011	106	0.9998523549387272	CAF	Fibroblast
LDArej	ENDO.	0.9775280898876404	0.8365384615384616	0.9015544041450776	104	0.9997047970479704	ENDO.	Endothelial
LDArej	MACROPHAGE	0.9641148325358851	0.9595238095238096	0.9618138424821002	420	0.9976776590803531	MACROPHAGE	Immune
LDArej	MAL	0.9702729044834308	0.9866204162537164	0.9783783783783784	2018	0.9874511417403826	MAL	Tumour
LDArej	NK	0.7	0.6086956521739131	0.6511627906976744	92	0.9964638279062914	NK	Immune
LDArej	T.CD4	0.7452711223203027	0.6904205607476636	0.7167980594299576	856	0.9664618960650838	T.CD4	Immune
LDArej	T.CD8	0.9124713958810068	0.9067652075042638	0.9096093527231252	1759	0.9701171875	T.CD8	Immune
LDArej	T.CELL	0.5833333333333334	0.43626062322946174	0.4991896272285251	706	0.964360926615908	T.CELL	Immune
LDArej	UNLABELED	0.0	0.0	0.0	0	0.9579880796627416		
LDArej	macro avg	0.7822877578304401	0.7060752211711245	0.7389209080174578	6879	0.0		
LDArej	weighted avg	0.8857710868959165	0.8575374327663905	0.8697890374816372	6879	0.0		
NMC	B.CELL	0.9765013054830288	0.9144254278728606	0.9444444444444444	818	0.9970301930374526	B.CELL	Immune
NMC	CAF	0.72	0.6792452830188679	0.6990291262135921	106	0.9958659382843644	CAF	Fibroblast
NMC	ENDO.	0.8380952380952381	0.8461538461538461	0.8421052631578948	104	0.9974907749077492	ENDO.	Endothelial
NMC	MACROPHAGE	0.8410138248847926	0.8690476190476191	0.8548009367681498	420	0.9893172317696238	MACROPHAGE	Immune
NMC	MAL	0.9533479692645443	0.8607532210109019	0.9046875	2018	0.9825138860316808	MAL	Tumour
NMC	NK	0.5416666666666666	0.7065217391304348	0.6132075471698113	92	0.9918962722852512	NK	Immune
NMC	T.CD4	0.6432748538011696	0.514018691588785	0.5714285714285714	856	0.9594886269301012	T.CD4	Immune
NMC	T.CD8	0.910212474297464	0.7549744172825469	0.8253573648228713	1759	0.9744140625	T.CD8	Immune
NMC	T.CELL	0.2994960403167747	0.5892351274787535	0.3971360381861575	706	0.8423780981694476	T.CELL	Immune
NMC	macro avg	0.747067596978853	0.7482639302871795	0.7391329769101659	6879	0.0		
NMC	weighted avg	0.8216785195543687	0.7645006541648496	0.7845103878340715	6879	0.0		
kNN9	B.CELL	0.9389880952380952	0.7713936430317848	0.8469798657718121	818	0.9932354396964196	B.CELL	Immune
kNN9	CAF	0.25691699604743085	0.6132075471698113	0.3621169916434541	106	0.9722427284807325	CAF	Fibroblast
kNN9	ENDO.	0.8507462686567164	0.5480769230769231	0.6666666666666667	104	0.9985239852398524	ENDO.	Endothelial
kNN9	MACROPHAGE	0.8926829268292683	0.8714285714285714	0.8819277108433735	420	0.9931877999690356	MACROPHAGE	Immune
kNN9	MAL	0.9522132796780683	0.9380574826560952	0.9450823764353471	2018	0.980456696153055	MAL	Tumour
kNN9	NK	0.0	0.0	0.0	92	1.0	NK	Immune
kNN9	T.CD4	0.2905405405405405	0.4018691588785047	0.3372549019607843	856	0.8605346173003486	T.CD4	Immune
kNN9	T.CD8	0.88671875	0.1290505969300739	0.2253101736972705	1759	0.9943359375	T.CD8	Immune
kNN9	T.CELL	0.21034651049292336	0.6104815864022662	0.31288566243194194	706	0.7378908148388142	T.CELL	Immune
kNN9	macro avg	0.5865725963870048	0.5426183899526701	0.5086915943834056	6879	0.0		
kNN9	weighted avg	0.7468006866471041	0.5835150457915395	0.5791599372203096	6879	0.0		
ACTINN	B.CELL	0.9789864029666254	0.9682151589242054	0.9735709895513214	818	0.9971951823131496	B.CELL	Immune
ACTINN	CAF	1.0	0.6509433962264151	0.7885714285714286	106	1.0	CAF	Fibroblast
ACTINN	ENDO.	0.946236559139785	0.8461538461538461	0.8934010152284263	104	0.9992619926199262	ENDO.	Endothelial
ACTINN	MACROPHAGE	0.9507042253521126	0.9642857142857144	0.9574468085106383	420	0.9967487227124942	MACROPHAGE	Immune
ACTINN	MAL	0.9685230024213076	0.9910802775024776	0.9796718099436688	2018	0.9866282657889324	MAL	Tumour
ACTINN	NK	0.7446808510638298	0.3804347826086957	0.5035971223021584	92	0.9982319139531456	NK	Immune
ACTINN	T.CD4	0.6722164412070759	0.7546728971962616	0.7110621904237755	856	0.9477004814876308	T.CD4	Immune
ACTINN	T.CD8	0.8707482993197279	0.945992040932348	0.9068119891008176	1759	0.9517578125	T.CD8	Immune
ACTINN	T.CELL	0.5421686746987951	0.38243626062322944	0.44850498338870426	706	0.963064960311032	T.CELL	Immune
ACTINN	macro avg	0.8526960506854732	0.7649127082725771	0.7958487041134377	6879	0.0		
ACTINN	weighted avg	0.8602035075044633	0.867713330425934	0.8604035028145681	6879	0.0		
scVI	B.CELL	0.9817073170731708	0.9841075794621028	0.9829059829059827	818	0.9975251608645438	B.CELL	Immune
scVI	CAF	0.8764044943820225	0.7358490566037735	0.8	106	0.9983759043260004	CAF	Fibroblast
scVI	ENDO.	0.956989247311828	0.8557692307692307	0.9035532994923856	104	0.9994095940959409	ENDO.	Endothelial
scVI	MACROPHAGE	0.9494252873563218	0.9833333333333332	0.9660818713450292	420	0.9965938999845178	MACROPHAGE	Immune
scVI	MAL	0.9716658524670247	0.9856293359762142	0.9785977859778596	2018	0.9880682987039704	MAL	Tumour
scVI	NK	0.0	0.0	0.0	92	1.0	NK	Immune
scVI	T.CD4	0.5980707395498392	0.6518691588785047	0.6238121855785355	856	0.9377386684376556	T.CD4	Immune
scVI	T.CD8	0.8279683377308708	0.8919840818646958	0.858784893267652	1759	0.936328125	T.CD8	Immune
scVI	T.CELL	0.4409171075837742	0.35410764872521244	0.3927729772191673	706	0.9486473351692856	T.CELL	Immune
scVI	macro avg	0.7336831537172058	0.7158499361792297	0.7229454439762902	6879	0.0		
scVI	weighted avg	0.8191125151237532	0.8360226777147841	0.8264624124527247	6879	0.0		
Cell_BLAST	B.CELL	0.5882352941176471	0.08557457212713937	0.14941302027748132	818	0.991915525490843	B.CELL	Immune
Cell_BLAST	CAF	0.4	0.018867924528301886	0.036036036036036036	106	0.999557064816182	CAF	Fibroblast
Cell_BLAST	ENDO.	0.6666666666666666	0.019230769230769232	0.037383177570093455	104	0.9998523985239852	ENDO.	Endothelial
Cell_BLAST	MACROPHAGE	0.8309859154929577	0.5619047619047619	0.6704545454545454	420	0.9925685090571296	MACROPHAGE	Immune
Cell_BLAST	MAL	0.9157330735509012	0.9316154608523292	0.9236059936133628	2018	0.9644106150997735	MAL	Tumour
Cell_BLAST	NK	0.0	0.0	0.0	92	1.0	NK	Immune
Cell_BLAST	T.CD4	0.1	0.002336448598130841	0.0045662100456621	856	0.9970114560850076	T.CD4	Immune
Cell_BLAST	T.CD8	0.5934765314240255	0.4241046048891415	0.4946949602122016	1759	0.9001953125	T.CD8	Immune
Cell_BLAST	T.CELL	0.28125	0.012747875354107648	0.024390243902439025	706	0.9962740968734812	T.CELL	Immune
Cell_BLAST	UNLABELED	0.0	0.0	0.0	0	0.5484808838493967		
Cell_BLAST	macro avg	0.4376347481252198	0.20563824174846815	0.23405441871118216	6879	0.0		
Cell_BLAST	weighted avg	0.5986278455631909	0.42840529146678297	0.460336087815705	6879	0.0		
SingleCellNet	B.CELL	0.9805352798053528	0.9853300733496332	0.9829268292682928	818	0.9973601715888468	B.CELL	Immune
SingleCellNet	CAF	1.0	0.6226415094339622	0.7674418604651162	106	1.0	CAF	Fibroblast
SingleCellNet	ENDO.	0.9878048780487804	0.7788461538461539	0.870967741935484	104	0.9998523985239852	ENDO.	Endothelial
SingleCellNet	MACROPHAGE	0.9618138424821002	0.9595238095238096	0.9606674612634089	420	0.9975228363523764	MACROPHAGE	Immune
SingleCellNet	MAL	0.9641472868217056	0.9861248761149654	0.9750122488975992	2018	0.984776794898169	MAL	Tumour
SingleCellNet	NK	0.7684210526315789	0.7934782608695652	0.7807486631016043	92	0.9967585089141004	NK	Immune
SingleCellNet	T.CD4	0.9226519337016574	0.9754672897196262	0.9483248154457694	856	0.9883778847750292	T.CD4	Immune
SingleCellNet	T.CD8	0.9810017271157168	0.9687322342239908	0.9748283752860412	1759	0.9935546875	T.CD8	Immune
SingleCellNet	T.CELL	0.8766328011611031	0.8555240793201133	0.8659498207885304	706	0.9862303580106916	T.CELL	Immune
SingleCellNet	macro avg	0.9381120890853328	0.8806298096002023	0.902985312939094	6879	0.0		
SingleCellNet	weighted avg	0.9544105527770814	0.9539177205989242	0.953146865147524	6879	0.0		
LAmbDA	B.CELL	0.9300118623962041	0.9584352078239609	0.9440096327513544	818	0.9902656327338722	B.CELL	Immune
LAmbDA	CAF	0.7216494845360825	0.660377358490566	0.6896551724137929	106	0.996013583345637	CAF	Fibroblast
LAmbDA	ENDO.	0.9101123595505618	0.7788461538461539	0.8393782383419689	104	0.998819188191882	ENDO.	Endothelial
LAmbDA	MACROPHAGE	0.8455114822546973	0.9642857142857144	0.9010011123470524	420	0.9885431181297416	MACROPHAGE	Immune
LAmbDA	MAL	0.9725822532402792	0.9667988107036669	0.9696819085487076	2018	0.9886854556675582	MAL	Tumour
LAmbDA	NK	0.6111111111111112	0.11956521739130435	0.2	92	0.9989686164726684	NK	Immune
LAmbDA	T.CD4	0.4581632653061225	0.5245327102803738	0.4891067538126361	856	0.9118379545077204	T.CD4	Immune
LAmbDA	T.CD8	0.7722464219041693	0.7055144968732234	0.7373737373737373	1759	0.928515625	T.CD8	Immune
LAmbDA	T.CELL	0.375	0.40368271954674223	0.3888130968622101	706	0.9230520006479832	T.CELL	Immune
LAmbDA	macro avg	0.7329320266999141	0.6757820432490784	0.684335516939051	6879	0.0		
LAmbDA	weighted avg	0.7735460789698694	0.7671173135630179	0.7670380949236562	6879	0.0		
scPred	B.CELL	0.9862671660424468	0.9657701711491442	0.9759110562075356	818	0.998185117967332	B.CELL	Immune
scPred	CAF	0.8769230769230769	0.5377358490566038	0.6666666666666666	106	0.9988188395098184	CAF	Fibroblast
scPred	ENDO.	0.9666666666666668	0.8365384615384616	0.8969072164948454	104	0.9995571955719558	ENDO.	Endothelial
scPred	MACROPHAGE	0.95	0.95	0.95	420	0.9967487227124942	MACROPHAGE	Immune
scPred	MAL	0.9686581782566112	0.9801783944499504	0.9743842364532018	2018	0.9868339847767948	MAL	Tumour
scPred	NK	0.7027027027027027	0.2826086956521739	0.4031007751937984	92	0.9983792544570502	NK	Immune
scPred	T.CD4	0.6589861751152074	0.3341121495327103	0.4434108527131783	856	0.9754275278100616	T.CD4	Immune
scPred	T.CD8	0.8912905276541642	0.7970437748720864	0.8415366146458585	1759	0.9666015625	T.CD8	Immune
scPred	T.CELL	0.8032786885245902	0.06940509915014165	0.12777053455019555	706	0.998056050542686	T.CELL	Immune
scPred	UNLABELED	0.0	0.0	0.0	0	0.8028783253379852		
scPred	macro avg	0.7804773181885466	0.5753392595401273	0.627968795292528	6879	0.0		
scPred	weighted avg	0.8893213449369158	0.7376072103503416	0.772592166611029	6879	0.0		
CaSTLe	B.CELL	0.9743589743589745	0.9755501222493888	0.974954184483812	818	0.9965352252103612	B.CELL	Immune
CaSTLe	CAF	0.9583333333333334	0.6509433962264151	0.7752808988764045	106	0.999557064816182	CAF	Fibroblast
CaSTLe	ENDO.	0.978021978021978	0.8557692307692307	0.9128205128205128	104	0.9997047970479704	ENDO.	Endothelial
CaSTLe	MACROPHAGE	0.945754716981132	0.9547619047619048	0.9502369668246446	420	0.9964390772565412	MACROPHAGE	Immune
CaSTLe	MAL	0.9655339805825244	0.9856293359762142	0.9754781755762628	2018	0.9853939518617568	MAL	Tumour
CaSTLe	NK	0.7765957446808509	0.7934782608695652	0.7849462365591399	92	0.9969058494180051	NK	Immune
CaSTLe	T.CD4	0.9536199095022624	0.9848130841121496	0.9689655172413792	856	0.9931927610825171	T.CD4	Immune
CaSTLe	T.CD8	0.9748322147651006	0.9909039226833428	0.9828023681984775	1759	0.9912109375	T.CD8	Immune
CaSTLe	T.CELL	0.927357032457496	0.8498583569405099	0.8869179600886918	706	0.9923861979588532	T.CELL	Immune
CaSTLe	macro avg	0.9393786538537392	0.8935230682876356	0.9124892022965916	6879	0.0		
CaSTLe	weighted avg	0.9599036481686654	0.9601686291612151	0.9592677857111556	6879	0.0		
CHETAH	B.CELL	0.9701298701298702	0.91320293398533	0.9408060453400504	818	0.9962052466589671	B.CELL	Immune
CHETAH	CAF	0.4497041420118344	0.7169811320754716	0.5527272727272727	106	0.9862690093016389	CAF	Fibroblast
CHETAH	ENDO.	0.7857142857142857	0.8461538461538461	0.8148148148148148	104	0.9964575645756456	ENDO.	Endothelial
CHETAH	MACROPHAGE	0.9525065963060686	0.8595238095238096	0.9036295369211514	420	0.9972131908964236	MACROPHAGE	Immune
CHETAH	MAL	0.9849884526558892	0.8453914767096135	0.9098666666666668	2018	0.994651306315573	MAL	Tumour
CHETAH	NK	0.4247311827956989	0.8586956521739131	0.5683453237410072	92	0.9842345660822159	NK	Immune
CHETAH	T.CD4	0.851063829787234	0.4672897196261682	0.6033182503770739	856	0.9883778847750292	T.CD4	Immune
CHETAH	T.CD8	0.9144908616187991	0.7964752700397953	0.8514129443938013	1759	0.9744140625	T.CD8	Immune
CHETAH	T.CELL	0.4788359788359789	0.2563739376770538	0.3339483394833948	706	0.9680868297424268	T.CELL	Immune
CHETAH	UNLABELED	0.0	0.0	0.0	0	0.8326791684837912		
CHETAH	macro avg	0.6812165199855659	0.6560087777965002	0.6478869194465233	6879	0.0		
CHETAH	weighted avg	0.8758456403841622	0.7325192615205699	0.7894571310581672	6879	0.0		
scID	B.CELL	0.9984662576687116	0.7958435207823961	0.8857142857142857	818	0.9998350107243028	B.CELL	Immune
scID	CAF	0.66	0.6226415094339622	0.6407766990291262	106	0.9949800679167282	CAF	Fibroblast
scID	ENDO.	0.9770114942528736	0.8173076923076923	0.8900523560209425	104	0.9997047970479704	ENDO.	Endothelial
scID	MACROPHAGE	0.9547872340425532	0.8547619047619047	0.9020100502512564	420	0.9973680136244	MACROPHAGE	Immune
scID	MAL	0.9748717948717948	0.942021803766105	0.9581653225806452	2018	0.9899197695947336	MAL	Tumour
scID	NK	0.3138297872340425	0.6413043478260869	0.4214285714285714	92	0.9809930749963164	NK	Immune
scID	T.CD4	0.7399328859060402	0.5151869158878505	0.6074380165289256	856	0.9742653162875644	T.CD4	Immune
scID	T.CD8	0.9351687388987566	0.5986355884025014	0.7299826689774697	1759	0.9857421875	T.CD8	Immune
scID	T.CELL	0.2664796633941094	0.5382436260623229	0.3564727954971857	706	0.8305524056374535	T.CELL	Immune
scID	UNLABELED	0.0	0.0	0.0	0	0.9450501526384648		
scID	macro avg	0.6820547856268883	0.6325946909230822	0.6392040766028407	6879	0.0		
scID	weighted avg	0.8507003720547631	0.7261229829917142	0.7692791949387108	6879	0.0		
scmapcell	B.CELL	0.935483870967742	0.21271393643031786	0.3466135458167331	818	0.998020128691635	B.CELL	Immune
scmapcell	CAF	0.9545454545454546	0.19811320754716985	0.328125	106	0.9998523549387272	CAF	Fibroblast
