	truth	SVM	SVMrej	RF	LDA	LDArej	NMC	kNN9	ACTINN	SingleCellNet	LAmbDA	scPred	CaSTLe	CHETAH	scID	scmapcell	scmapcluster	singleR	scVI	Cell_BLAST
CY88_5_D10_S718_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S251	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	UNLABELED
Cy80_II_CD45_B07_S883_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
Cy80_II_CD45_H12_S960_comb	TUMOR	TUMOR	UNLABELED	TUMOR	ENDO.	UNLABELED	TCELL	CAF	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_3_H09_S765_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S198	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S378	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
CY89NEG_G08_S80_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	ENDO.
cy129_CD45negCD90neg_S1	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy128_CD45neg_S270	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
Cy80_II_CD45_G09_S945_comb	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	ENDO.	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
merck_cd45negcd90neg_PL3_S209	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	CAF	TUMOR	TUMOR	TUMOR	TUMOR
CY88_3_G06_S654_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy106_CD45neg_CD90neg_S309_11	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	CAF	TUMOR	TUMOR	CAF	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D10_S46_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy79_p4_CD45_neg_PDL1_neg_G06_S1134_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy103_CD45neg_CD90neg_S182	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy102_CD45neg_CD90neg_S55	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S66	TUMOR	TUMOR	UNLABELED	CAF	ENDO.	ENDO.	BCELL	CAF	TUMOR	TUMOR	CAF	UNLABELED	ENDO.	ENDO.	UNLABELED	MACROPHAGE	UNLABELED	TUMOR	ENDO.	UNLABELED
cy80_CD45_neg_B08_S884_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy102_CD45neg_CD90neg_S40	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_1_D04_S520_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_D07_S235_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy81_FNA_CD45_B11_S311_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy112_CD45neg_CD90neg_S129	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	CAF	CAF	TUMOR	UNLABELED	CAF	CAF	UNLABELED	UNLABELED	UNLABELED	TUMOR	CAF	TUMOR
cy79_p5_CD45_neg_PDL1_pos_D03_S711_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy78_CD45_neg_3_B10_S694_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy94_cd45neg_cd90pos_D01_S325_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy80_CD45_neg_D04_S904_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy102_CD45pos_S274	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy53_1_CD45_pos_1_F12_S72_comb	T.CD8	T.CD8	UNLABELED	NK	TCELL	UNLABELED	TCELL	CAF	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	BCELL	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
merck_cd45pos_PL3_S325	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy128_CD45pos_S145	T.CD8	T.CD8	UNLABELED	T.CD8	TCELL	TCELL	TCELL	BCELL	TCELL	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	UNLABELED	UNLABELED	UNLABELED	TCELL	T.CD8	UNLABELED
cy121.1_CD45pos_S232	T.CD8	T.CD8	T.CD8	NK	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD4	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	ENDO.	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy04.3_CD45pos_S8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	NK	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
CY75_1_CD45_CD8_7__S236_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy105_CD45pos_S208	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy98_CD45pos_1_S234	T.CD8	TCELL	UNLABELED	T.CD8	TCELL	UNLABELED	T.CD4	MACROPHAGE	TCELL	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	ENDO.	UNLABELED	UNLABELED	T.CD4	T.CD4	T.CD8
CY75_1_CD45_CD8_3__S168_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy58_1_CD45_pos_D11_S623_comb	T.CD8	TCELL	UNLABELED	TCELL	TCELL	TCELL	TCELL	BCELL	TCELL	T.CD8	T.CD4	UNLABELED	TCELL	T.CD4	BCELL	UNLABELED	T.CD4	T.CD4	TCELL	UNLABELED
CY75_1_CD45_CD8_8__S321_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy80_CD45_neg_C04_S412_comb	T.CD8	TCELL	UNLABELED	T.CD8	T.CD4	UNLABELED	T.CD4	MACROPHAGE	T.CD4	T.CD8	T.CD4	UNLABELED	T.CD8	UNLABELED	UNLABELED	UNLABELED	T.CD4	T.CD4	T.CD4	UNLABELED
CY75_1_CD45_CD8_7__S257_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy60_1_cd_45_pos_3_F06_S354_comb	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	TCELL	BCELL	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	BCELL	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy116_CD45pos_S358	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy98_CD45pos_CD8pos_S39	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy121.1_CD45pos_S200	T.CD8	TCELL	TCELL	TCELL	TCELL	TCELL	TCELL	NK	TCELL	T.CD8	T.CD4	UNLABELED	TCELL	UNLABELED	T.CD4	TCELL	UNLABELED	TCELL	TCELL	UNLABELED
cy53_1_CD45_pos_2_H08_S1052_comb	T.CD8	T.CD4	UNLABELED	T.CD4	T.CD4	T.CD4	TCELL	BCELL	T.CD4	TCELL	TCELL	T.CD4	TCELL	TCELL	NK	UNLABELED	UNLABELED	TCELL	T.CD4	UNLABELED
monika_B1_S108_comb_BCD8_3	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy80_Cd45_pos_Pd1_neg_S337_G01_S337_comb	T.CD8	T.CD4	UNLABELED	T.CD4	TCELL	TCELL	TCELL	BCELL	T.CD4	T.CD8	T.CD4	T.CD4	TCELL	T.CD4	BCELL	UNLABELED	T.CD4	T.CD4	T.CD8	UNLABELED
cy98_CD45pos_CD8pos_S63	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy79_p5_CD45_pos_PD1_pos_C09_S609_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy126_CD45pos_1_S90	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	UNLABELED	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
CY75_1_CD45_CD8_7__S258_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E02_S434_comb	T.CD8	T.CD8	UNLABELED	T.CD8	TCELL	TCELL	TCELL	BCELL	T.CD8	T.CD8	TCELL	T.CD8	T.CD8	UNLABELED	T.CD8	UNLABELED	UNLABELED	T.CD4	T.CD8	UNLABELED
cy116_CD45pos_S321	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy79_p4_CD45_neg_PDL1_pos_B05_S401_comb	T.CD8	TUMOR	TUMOR	TUMOR	ENDO.	ENDO.	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	T.CD8	UNLABELED	TUMOR	TUMOR	TUMOR	UNLABELED
Cy81_FNA_CD45_D07_S235_comb	T.CD8	TCELL	TCELL	TCELL	TCELL	TCELL	TCELL	BCELL	TCELL	T.CD8	TCELL	UNLABELED	T.CD8	TCELL	T.CD8	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
CY58_1_CD45_H10_S1054_comb	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	TCELL	BCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	UNLABELED
cy79_p5_CD45_pos_PD1_pos_D08_S620_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy79_p4_CD45_pos_PD1_pos_C07_S319_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	MACROPHAGE	T.CD4	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	TCELL	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
Merck_CD45pos_pl4_S43	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TUMOR	BCELL	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	TCELL	UNLABELED	UNLABELED	TUMOR	T.CD4	UNLABELED
cy80_CD45_neg_F05_S449_comb	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD4	UNLABELED	TCELL	MACROPHAGE	T.CD4	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD4	T.CD4	UNLABELED
cy128_CD45pos_S176	T.CD8	T.CD8	UNLABELED	T.CD4	TCELL	TCELL	TCELL	BCELL	T.CD4	TCELL	TCELL	UNLABELED	T.CD8	TCELL	T.CD4	UNLABELED	UNLABELED	TCELL	T.CD8	UNLABELED
Merck_CD45pos_pl4_S54	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	UNLABELED	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy79_p5_CD45_pos_PD1_pos_H11_S671_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
cy75_1CORE_CD45pos_S66	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD4	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	UNLABELED	T.CD4	T.CD8	UNLABELED
cy04.3_CD45pos_S12	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
CY75_1_CD45_CD8_8__S355_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	BCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy53_1_CD45_pos_1_D02_S38_comb	T.CD4	NK	UNLABELED	NK	T.CD4	UNLABELED	T.CD8	BCELL	T.CD8	T.CD4	T.CD8	NK	T.CD4	NK	TCELL	UNLABELED	UNLABELED	T.CD4	NK	UNLABELED
cy80_Cd45_pos_PD1_pos_S162_G06_S162_comb	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	MACROPHAGE	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	NK	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
CY94CD45POS_1_C10_S130_comb	T.CD4	T.CD4	UNLABELED	T.CD4	T.CD4	T.CD4	TCELL	BCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	UNLABELED	T.CD4	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
merck_cd45pos_PL3_S299	T.CD4	T.CD4	T.CD4	TCELL	T.CD4	T.CD4	T.CD4	MACROPHAGE	T.CD4	T.CD4	T.CD8	UNLABELED	T.CD4	T.CD4	NK	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
cy75_1B_CD45pos_S43	T.CD4	T.CD4	UNLABELED	TCELL	TCELL	UNLABELED	T.CD4	MACROPHAGE	T.CD4	T.CD4	T.CD4	UNLABELED	T.CD4	T.CD8	NK	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
cy60_1_cd_45_pos_4_G06_S78_comb	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	TCELL	BCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	TCELL	BCELL	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
cy04.3_CD45pos_S3	T.CD4	T.CD4	UNLABELED	T.CD4	TCELL	UNLABELED	TCELL	BCELL	T.CD8	TCELL	T.CD8	T.CD8	T.CD4	T.CD8	T.CD8	UNLABELED	UNLABELED	T.CD4	T.CD8	UNLABELED
Cy81_FNA_CD45_A02_S194_comb	T.CD4	TCELL	TCELL	TCELL	TCELL	TCELL	TCELL	BCELL	TCELL	T.CD4	TCELL	UNLABELED	T.CD4	UNLABELED	NK	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy112_CD45pos_S83	T.CD4	T.CD4	UNLABELED	TCELL	TCELL	TCELL	TCELL	MACROPHAGE	T.CD4	T.CD4	TCELL	UNLABELED	T.CD4	TCELL	NK	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy79_p4_CD45_pos_PD1_pos_F12_S360_comb	T.CD4	T.CD8	UNLABELED	T.CD4	TCELL	TCELL	TCELL	BCELL	T.CD8	T.CD4	T.CD4	UNLABELED	T.CD4	TCELL	BCELL	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
cy75_1CORE_CD45pos_S45	T.CD4	T.CD4	UNLABELED	T.CD4	TCELL	TCELL	T.CD4	MACROPHAGE	TCELL	T.CD4	T.CD4	TCELL	T.CD4	UNLABELED	NK	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
CY94CD45POS_1_H09_S189_comb	T.CD4	BCELL	UNLABELED	BCELL	T.CD4	T.CD4	T.CD4	MACROPHAGE	T.CD4	BCELL	BCELL	BCELL	BCELL	UNLABELED	T.CD8	UNLABELED	UNLABELED	T.CD4	BCELL	UNLABELED
cy110_CD45pos_S338	T.CD4	T.CD4	T.CD4	T.CD4	TCELL	TCELL	T.CD4	BCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	NK	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
cy102_CD45pos_S280	T.CD4	TCELL	UNLABELED	TCELL	TCELL	TCELL	TUMOR	MACROPHAGE	TCELL	T.CD4	TCELL	UNLABELED	T.CD4	TUMOR	T.CD4	UNLABELED	UNLABELED	TUMOR	T.CD4	UNLABELED
CY89COREQ1_B12_S312_comb	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	BCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	UNLABELED	T.CD4	T.CD4	T.CD4	UNLABELED
cy80_Cd45_pos_PD1_pos_B04_S40_comb	T.CD4	T.CD4	UNLABELED	T.CD4	TCELL	UNLABELED	T.CD4	BCELL	T.CD4	T.CD4	T.CD4	UNLABELED	T.CD4	T.CD4	NK	UNLABELED	T.CD4	T.CD4	T.CD4	UNLABELED
