	truth	SVM	SVMrej	RF	LDA	LDArej	NMC	kNN9	ACTINN	SingleCellNet	LAmbDA	scPred	CaSTLe	CHETAH	scID	scmapcell	scmapcluster	singleR	scVI	Cell_BLAST
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B06_S306_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy129PA_CD45neg_CD90neg_S169	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TCELL	TCELL	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.
cy84_Primary_CD45_neg_A03_S963_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy80_CD45_neg_B02_S878_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S119	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
merck_cd45negcd90neg_PL3_S236	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	UNLABELED	TUMOR	TUMOR	UNLABELED
cy79_p5_CD45_neg_PDL1_neg_C09_S801_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A09_S105_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy105_Zombineg_CD45neg_CD90neg_S180	TUMOR	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	TUMOR	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	TUMOR	BCELL	UNLABELED	BCELL	BCELL	MACROPHAGE
cy79_p3_CD45_neg_PDL1_neg_G05_S269_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S161	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy81_FNA_CD45_neg_C06_S990_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy81_Bulk_CD45_neg_E09_S153_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
Cy81_FNA_CD45_H01_S373_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S316	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_1_B04_S496_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_F08_S548_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S97	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S93	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88_5_G10_S754_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_E02_S242_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_G01_S457_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88_3_D02_S614_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88CD45_150813_G04_S364_comb	TUMOR	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	UNLABELED	MACROPHAGE	MACROPHAGE	MACROPHAGE	TUMOR
cy129_CD45negCD90neg_S32	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy81_FNA_CD45_B10_S310_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_F07_S547_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F12_S168_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.
CY88_3_B04_S592_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy102_CD45neg_CD90neg_S84	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
merck_cd45negcd90neg_PL3_S247	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S295	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S166	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S13	TUMOR	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	TUMOR	MACROPHAGE	MACROPHAGE	MACROPHAGE	UNLABELED	MACROPHAGE	MACROPHAGE	TUMOR	MACROPHAGE
cy81_FNA_CD45_neg_H03_S1047_comb	TUMOR	TUMOR	TUMOR	TUMOR	CAF	CAF	BCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89FNAQ2_H03_S471_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S173	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D01_S133_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_C12_S420_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_B04_S400_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.
cy112_CD45neg_CD90neg_S110	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	UNLABELED	CAF	CAF	UNLABELED	CAF	TUMOR	TUMOR	TUMOR	CAF
cy105_Zombineg_CD45neg_CD90neg_S101	TUMOR	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE
CY89NEG_C02_S26_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_1_C02_S506_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S23	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy78_CD45_neg_3_G02_S746_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_B10_S214_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_H12_S672_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	MACROPHAGE	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S157	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	UNLABELED	TUMOR	TUMOR	UNLABELED
cy105_CD45neg_S288	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S252	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy102_CD45neg_CD90neg_S321	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89NEG_C08_S32_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S108	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy129_CD45negCD90neg_S7	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S13	TUMOR	TUMOR	UNLABELED	TUMOR	TCELL	TCELL	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
Cy80_II_CD45_F07_S931_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E05_S341_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_C04_S508_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S1	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S101	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy128_CD45neg_S255	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	MACROPHAGE
cy78_CD45_neg_1_D07_S523_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C12_S132_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S26	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	MACROPHAGE	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_2_C05_S605_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy129PA_CD45neg_CD90neg_S151	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy60_1_cd_45_neg_1_D11_S239_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_neg_A04_S1060_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy82_CD45_neg_3_D03_S807_comb	TUMOR	TUMOR	TUMOR	TUMOR	CAF	CAF	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	UNLABELED	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR
CY89CORE11_H03_S183_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S80	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy129PA_CD45neg_CD90neg_S162	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	ENDO.	TCELL	MACROPHAGE	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy79_p3_CD45_neg_PDL1_neg_B01_S205_comb	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	UNLABELED	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89CORE11_A05_S101_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S185	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A08_S8_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88_3_H12_S672_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_E03_S435_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
