	truth	SVM	SVMrej	RF	LDA	LDArej	NMC	kNN9	ACTINN	SingleCellNet	LAmbDA	scPred	CaSTLe	CHETAH	scID	scmapcell	scmapcluster	singleR	scVI	Cell_BLAST
cy78_CD45_neg_3_D07_S715_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S16	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_A03_S483_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_D06_S426_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p5_CD45_neg_PDL1_pos_A04_S676_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89CORE11_A07_S103_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p5_CD45_neg_PDL1_pos_B08_S692_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_1_B04_S496_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E11_S347_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S35	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	MACROPHAGE	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S328	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Merck_CD45neg_EPCAMpos_pl4_S132	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S129	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	MACROPHAGE	TUMOR	BCELL	BCELL	TUMOR	BCELL	UNLABELED	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89CORE11_A03_S99_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_D09_S525_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy129PA_CD45neg_CD90neg_S142	TUMOR	TUMOR	TUMOR	TUMOR	CAF	CAF	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	UNLABELED	TCELL	TUMOR	TUMOR
Cy71_CD45_B12_S504_comb	TUMOR	TUMOR	TUMOR	TUMOR	T.CD8	T.CD8	BCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	BCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88_5_D04_S712_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy81_Bulk_CD45_neg_E11_S155_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B10_S118_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89CORE11_D03_S135_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy128_CD45neg_S255	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy94_cd45neg_cd90pos_E08_S344_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p4_CD45_neg_PDL1_neg_D04_S1096_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S53	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	MACROPHAGE	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR
cy81_Bulk_CD45_neg_H11_S191_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR
cy129_CD45negCD90neg_S55	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S282	TUMOR	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	MACROPHAGE	TUMOR	MACROPHAGE	MACROPHAGE	UNLABELED	UNLABELED	MACROPHAGE	MACROPHAGE	MACROPHAGE	UNLABELED
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H07_S187_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89CORE11_B04_S112_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy81_FNA_CD45_F02_S350_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	UNLABELED
CY88_5_H02_S758_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88_5_H06_S762_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	BCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy60_1_cd_45_neg_3_F06_S546_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S359	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S80	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy110_CD45neg_CD90neg_S271	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_G01_S553_comb	TUMOR	TUMOR	UNLABELED	TUMOR	T.CD8	T.CD8	TCELL	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TCELL	TUMOR	UNLABELED
CY89CORE11_E10_S154_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy80_II_CD45_C04_S892_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
merck_cd45negcd90neg_PL3_S276	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy81_Bulk_CD45_E08_S152_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	UNLABELED
cy79_p4_CD45_neg_PDL1_pos_A08_S392_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	ENDO.	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy80_CD45_neg_E02_S914_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
CY89CORE11_F07_S163_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
Cy71_CD45_B10_S502_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	NK	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S361	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S71	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	MACROPHAGE	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY89NEG_E10_S58_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy81_FNA_CD45_neg_H10_S1054_comb	TUMOR	CAF	UNLABELED	CAF	T.CD8	UNLABELED	BCELL	CAF	TUMOR	TUMOR	CAF	UNLABELED	CAF	CAF	TUMOR	TUMOR	CAF	CAF	CAF	TUMOR
cy79_p4_CD45_neg_PDL1_pos_H11_S479_comb	TUMOR	TUMOR	UNLABELED	TUMOR	ENDO.	ENDO.	TCELL	CAF	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
CY88_3_E10_S634_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy78_CD45_neg_3_A12_S684_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy103_CD45neg_CD90neg_S75	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	UNLABELED	TUMOR	TUMOR	TUMOR	UNLABELED
cy79_p5_CD45_neg_PDL1_neg_A12_S780_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
CY88_3_F08_S644_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TCELL	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C06_S126_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy81_FNA_CD45_neg_E06_S1014_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	CAF	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED
cy78_CD45_neg_1_H03_S567_comb	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy102_CD45neg_CD90neg_S351	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR	UNLABELED	TUMOR	TUMOR	TUMOR	TUMOR	TUMOR
cy98_CD45pos_CD8pos_S29	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD8	UNLABELED
Merck_CD45pos_pl4_S82	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	T.CD8	UNLABELED	T.CD8	T.CD8	UNLABELED
cy58_1_CD45_pos_A03_S579_comb	T.CD8	T.CD8	UNLABELED	T.CD8	TCELL	TCELL	TCELL	TCELL	TCELL	T.CD8	T.CD4	UNLABELED	T.CD8	TCELL	TCELL	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
CY75_1_CD45_CD8_3__S186_comb_BCD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	TCELL	TUMOR	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	UNLABELED	TCELL	UNLABELED	UNLABELED	T.CD4	T.CD8	UNLABELED
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D01_S997_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	UNLABELED	T.CD8	T.CD8	T.CD8
CY88CD45POS_7_E07_S247_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
CY75_1_CD45_CD8_3__S173_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	NK	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD8	T.CD8
cy116_CD45pos_S291	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	TCELL	T.CD8	T.CD8	UNLABELED	T.CD4	TCELL	UNLABELED	T.CD8	T.CD8	UNLABELED
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A12_S396_comb	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	TCELL	NK	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	NK	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
CY75_1_CD45_CD8_7__S208_comb_BCD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	UNLABELED	T.CD8	T.CD8	T.CD8	T.CD8
cy75_1B_CD45pos_S49	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	TCELL	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	TCELL	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy79_p5_CD45_pos_PD1_pos_C02_S602_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	TCELL	UNLABELED
cy88_cd_45_pos_G01_S457_comb	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD8	TCELL	NK	T.CD8	T.CD8	T.CD4	UNLABELED	T.CD8	T.CD8	BCELL	UNLABELED	T.CD8	T.CD4	T.CD8	UNLABELED
cy102_CD45pos_S274	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	MACROPHAGE	T.CD8	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD8	T.CD4	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E10_S1018_comb	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	NK	UNLABELED	UNLABELED	T.CD8	T.CD8	UNLABELED
