	truth	SVM	SVMrej	RF	LDA	LDArej	NMC	kNN9	ACTINN	SingleCellNet	LAmbDA	scPred	CaSTLe	CHETAH	scID	scmapcell	scmapcluster	singleR	scVI	Cell_BLAST
cy105_CD45pos_S280	T.CD4	TCELL	UNLABELED	TCELL	TCELL	TCELL	TCELL	T.CD8	TCELL	T.CD4	TCELL	UNLABELED	TCELL	TCELL	NK	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C09_S513_comb	T.CD4	TCELL	UNLABELED	T.CD4	TCELL	TCELL	BCELL	CAF	TCELL	T.CD4	T.CD4	T.CD4	T.CD4	TCELL	BCELL	UNLABELED	T.CD4	T.CD4	TCELL	UNLABELED
cy84_Met_CD45_pos_G01_S937_comb	T.CD4	TCELL	UNLABELED	T.CD4	T.CD4	UNLABELED	BCELL	CAF	TCELL	T.CD4	T.CD4	UNLABELED	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	UNLABELED
cy110_CD45pos_S250	T.CD4	T.CD4	T.CD4	TCELL	T.CD4	UNLABELED	MACROPHAGE	T.CD4	T.CD4	T.CD4	T.CD4	T.CD8	T.CD4	T.CD4	TCELL	UNLABELED	UNLABELED	T.CD4	T.CD8	UNLABELED
cy128_CD45pos_S150	T.CD4	T.CD4	UNLABELED	TCELL	TCELL	UNLABELED	TCELL	T.CD8	T.CD4	T.CD4	T.CD4	UNLABELED	T.CD4	TCELL	T.CD8	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
Cy74_CD45_G06_S462_comb	T.CD4	T.CD4	UNLABELED	T.CD4	TCELL	UNLABELED	TCELL	CAF	TCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	TCELL	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
CY89A_Core_15_B08_S20_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy105_CD45pos_calceinpos_S83	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	BCELL	BCELL	BCELL	BCELL	UNLABELED
cy94_cd45pos_A09_S105_comb	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED	T.CD8	BCELL	BCELL	BCELL	TCELL	BCELL	BCELL	UNLABELED	BCELL	UNLABELED	UNLABELED	T.CD4	BCELL	UNLABELED
cy80_Cd45_pos_Pd1_neg_S369_H09_S369_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy60_1_cd_45_pos_3_A08_S296_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	UNLABELED	BCELL	BCELL	UNLABELED
cy103_CD45pos_S151	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	UNLABELED	UNLABELED	BCELL	BCELL	UNLABELED
cy80_Cd45_pos_Pd1_neg_S269_D05_S269_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED
cy72_CD45_pos_H12_S960_comb	BCELL	BCELL	UNLABELED	BCELL	TCELL	UNLABELED	BCELL	BCELL	TCELL	BCELL	BCELL	BCELL	T.CD4	TCELL	BCELL	BCELL	UNLABELED	T.CD4	BCELL	UNLABELED
CY89A_CD45_POS_6_F05_S161_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
Cy74_CD45_D08_S428_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy72_CD45_pos_E10_S922_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B10_S982_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy60_1_cd_45_pos_3_F03_S351_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	UNLABELED	BCELL	BCELL	UNLABELED
cy103_CD45pos_S218	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	TCELL	BCELL	BCELL	T.CD8	MACROPHAGE	MACROPHAGE	BCELL	BCELL	UNLABELED
cy103_CD45pos_S234	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	MACROPHAGE	BCELL	BCELL	BCELL	MACROPHAGE	TCELL	MACROPHAGE	BCELL	BCELL	UNLABELED	UNLABELED	BCELL	BCELL	UNLABELED
cy60_1_cd_45_pos_4_H12_S96_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy80_Cd45_pos_Pd1_neg_S199_A07_S199_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy112_CD45pos_S70	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy80_CD45_pos_PD1_pos_A04_S100_comb	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	UNLABELED	UNLABELED	BCELL	BCELL	UNLABELED
cy112_CD45pos_S14	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	BCELL	T.CD8	BCELL	UNLABELED	BCELL	BCELL	UNLABELED
cy75_1CORE_CD45pos_S89	TCELL	TCELL	UNLABELED	T.CD8	TCELL	TCELL	TCELL	T.CD8	T.CD8	TCELL	TCELL	UNLABELED	TCELL	T.CD8	TCELL	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
MGH00478_CD45pos_2_S380	TCELL	TCELL	UNLABELED	T.CD4	TCELL	UNLABELED	TCELL	T.CD8	TCELL	TCELL	T.CD4	UNLABELED	TCELL	T.CD4	T.CD8	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
cy75_1B_CD45pos_S87	TCELL	TCELL	UNLABELED	TCELL	TCELL	TCELL	TCELL	BCELL	TCELL	TCELL	T.CD8	UNLABELED	TCELL	UNLABELED	T.CD8	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy102_CD45pos_S211	TCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD8	BCELL	T.CD4	T.CD4	TCELL	T.CD8	T.CD4	T.CD8	T.CD8	T.CD4	T.CD4	T.CD4	TCELL	UNLABELED
Cy74_CD45_D04_S424_comb	TCELL	T.CD8	UNLABELED	NK	TCELL	TCELL	NK	CAF	T.CD8	TCELL	T.CD8	UNLABELED	TCELL	UNLABELED	BCELL	UNLABELED	UNLABELED	TCELL	NK	UNLABELED
cy94_cd45pos_4_D01_S37_comb	TCELL	T.CD4	UNLABELED	T.CD8	T.CD8	UNLABELED	T.CD8	T.CD4	T.CD4	TCELL	T.CD8	T.CD4	T.CD4	UNLABELED	T.CD8	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
cy60_1_cd_45_pos_4_H03_S87_comb	TCELL	T.CD4	UNLABELED	T.CD4	T.CD4	UNLABELED	TCELL	BCELL	T.CD4	TCELL	TCELL	UNLABELED	TCELL	TCELL	BCELL	UNLABELED	T.CD4	T.CD4	T.CD4	UNLABELED
MGH00478_CD45pos_2_S357	TCELL	T.CD4	UNLABELED	TCELL	T.CD4	UNLABELED	TCELL	T.CD8	T.CD4	TCELL	TCELL	UNLABELED	TCELL	TCELL	T.CD8	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
cy80_Cd45_pos_PD1_pos_A07_S19_comb	TCELL	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD4	T.CD8	TCELL	T.CD8	TCELL	UNLABELED	UNLABELED	T.CD4	TCELL	UNLABELED
cy94_cd45pos_4_H02_S86_comb	TCELL	T.CD4	UNLABELED	T.CD8	T.CD8	T.CD8	T.CD8	T.CD8	TCELL	T.CD4	BCELL	UNLABELED	T.CD4	T.CD8	NK	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy106_CD45pos_S263	TCELL	TCELL	UNLABELED	TCELL	TCELL	TCELL	BCELL	CAF	TCELL	TCELL	TCELL	UNLABELED	TCELL	TCELL	BCELL	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
CY89A_Core_15_D08_S44_comb	TCELL	TCELL	UNLABELED	T.CD4	TCELL	UNLABELED	BCELL	CAF	TCELL	TCELL	T.CD4	UNLABELED	TCELL	TCELL	BCELL	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
cy79_p5_CD45_pos_PD1_pos_B03_S591_comb	TCELL	T.CD4	UNLABELED	T.CD4	TCELL	UNLABELED	NK	NK	T.CD8	TCELL	T.CD4	T.CD8	TCELL	T.CD8	T.CD4	UNLABELED	T.CD4	T.CD4	TCELL	UNLABELED
CY88CD45POS_2_G11_S467_comb	TCELL	TCELL	UNLABELED	TCELL	TCELL	TCELL	BCELL	CAF	TCELL	CAF	CAF	UNLABELED	TCELL	UNLABELED	TUMOR	UNLABELED	UNLABELED	TCELL	CAF	UNLABELED
cy75_1CORE_CD45pos_S91	TCELL	NK	UNLABELED	NK	T.CD8	UNLABELED	T.CD8	T.CD4	TCELL	TCELL	T.CD8	UNLABELED	NK	T.CD8	NK	UNLABELED	UNLABELED	TCELL	NK	UNLABELED
Cy72_CD45_D12_S720_comb	TCELL	TCELL	UNLABELED	TCELL	TCELL	TCELL	BCELL	BCELL	T.CD4	TCELL	T.CD4	TCELL	TCELL	TCELL	TCELL	UNLABELED	UNLABELED	TCELL	TCELL	UNLABELED
cy94_cd45pos_4_G09_S81_comb	TCELL	TCELL	UNLABELED	TCELL	TCELL	UNLABELED	TCELL	BCELL	TCELL	TCELL	TCELL	UNLABELED	TCELL	TCELL	T.CD8	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
MGH00478_CD45pos_1_S223	TCELL	T.CD4	T.CD4	TCELL	T.CD4	T.CD4	T.CD4	BCELL	T.CD4	T.CD4	T.CD8	T.CD4	T.CD4	T.CD4	T.CD8	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
cy79_p3_CD45_pos_PD1_neg_E08_S152_comb	TCELL	T.CD4	UNLABELED	T.CD4	TCELL	TCELL	BCELL	CAF	TCELL	TCELL	TCELL	UNLABELED	TCELL	TCELL	BCELL	UNLABELED	UNLABELED	T.CD4	T.CD4	UNLABELED
cy128_CD45pos_S131	TCELL	TCELL	UNLABELED	TCELL	TCELL	TCELL	TCELL	BCELL	TCELL	T.CD4	TCELL	UNLABELED	T.CD4	TCELL	T.CD8	UNLABELED	UNLABELED	TCELL	T.CD4	UNLABELED
