cluster	gene	pct	avg_logfc
12	FECH	0.512415349887133	0.750727006832733
12	GCLM	0.389014296463506	0.515327278351154
12	GLRX5	0.532731376975169	0.715397136905479
12	GYPA	0.620015048908954	1.46901599937239
12	GYPB	0.439428141459744	0.846027797138852
12	GYPC	0.703536493604214	1.02887752424506
12	GYPE	0.306245297215952	0.455382167658779
12	H1-5	0.659894657637321	1.17821758404362
12	HBA1	0.776523702031603	2.1145224200902
12	HBA2	0.775018811136193	2.55717865411959
12	HBB	0.99699021820918	5.68248178996554
12	HBBP1	0.308502633559067	0.503774960395043
12	HBD	0.896162528216704	2.94524240385197
12	HBE1	0.409330323551543	0.76614325188839
12	HBG1	0.412340105342363	1.41925510428446
12	HBG2	0.434161023325809	1.54387025650055
12	HBM	0.468773513920241	1.30415116985279
12	HDGF	0.63581640331076	0.642360990811253
12	HEBP1	0.303987960872837	0.319287143821306
12	HEMGN	0.584650112866817	1.39036788881165
12	HMBS	0.484574868322047	0.737064704895842
12	LOC100506675	0.829194883370956	0.858838048154168
12	LRRCC1	0.386004514672686	0.437197340722321
12	MBOAT2	0.416854778028593	0.554055116489699
12	METAP2	0.689992475545523	1.0017841334437
12	MGST3	0.522197140707299	0.677577861823558
12	MINPP1	0.458991723100075	0.656585062568734
12	NARF	0.425131677953348	0.400764270729714
12	NFIA	0.485327313769752	0.710395512155221
12	NUDT4	0.521444695259594	0.538901294196559
12	OAT	0.487584650112867	0.642901900034823
12	PRC1	0.560571858540256	0.830725031459276
12	PRDX2	0.704288939051919	1.34866114577762
12	RAD23A	0.482317531978932	0.450537202723438
12	RBX1	0.656884875846501	0.67547845283233
12	REXO2	0.547027840481565	0.867763282139641
12	RFESD	0.321294206170053	0.419297553563551
12	RHAG	0.64334085778781	1.2584358911598
12	SLC25A37	0.759969902182092	1.37096714100538
12	SLC25A39	0.328066215199398	0.369934348171146
12	SLC4A1	0.472535741158766	1.30358328630962
12	SMIM1	0.370955605718585	0.477511972687804
12	SNCA	0.443190368698269	0.646759976926161
12	SPTA1	0.585402558314522	1.08689460146264
12	SPTB	0.282167042889391	0.36897987328612
12	STRADB	0.386004514672686	0.473692038124767
12	SYNGR1	0.381489841986456	0.430427291202575
12	TFDP1	0.55379984951091	0.736981630611832
12	TFRC	0.796087283671934	1.71101359069248
12	TLCD4	0.483069977426637	0.788502134531783
12	TMEM14B	0.715575620767494	1.08658073098243
12	TMEM14C	0.653875094055681	0.971881547732873
12	TRAK2	0.419864559819413	0.566086999487963
12	UBAC1	0.530474040632054	0.773887382557352
12	UROD	0.592174567343868	0.86745525028475
12	VBP1	0.583145221971407	0.612889823558811
13	CALR	0.888888888888889	1.53079261266146
13	CPA3	0.386710239651416	0.617347080646283
13	ELANE	0.630718954248366	1.5683628323132
13	EREG	0.52723311546841	0.980375624286276
13	MPO	0.956427015250545	2.68921031828586
13	NUCB2	0.844226579520697	1.32168275927842
13	PRTN3	0.458605664488017	1.00534271660919
14	AKAP9	0.621291448516579	0.577026705597269
14	ANKRD28	0.68935427574171	1.25369214904162
14	ANKRD36BP2	0.590750436300175	1.25496267193715
14	ARF4	0.298429319371728	0.364651944181444
14	ARFGAP3	0.362129144851658	0.414015621309822
14	ARID5B	0.483420593368237	0.766820713708309
14	ATF4	0.756544502617801	0.756652529379246
14	ATRAID	0.417975567190227	0.505361503175986
14	B2M	0.99825479930192	1.55301161356967
14	BHLHE41	0.322862129144852	0.568272095375193
14	BIRC3	0.593368237347295	1.42265542887053
14	BMI1	0.520942408376963	0.835884924680788
14	BTG2	0.414485165794066	0.591429544636176
14	CADM1	0.406631762652705	0.782907688186684
14	CADPS2	0.30977312390925	0.536910518295389
14	CALU	0.452006980802792	0.600606748882215
14	CASP10	0.31500872600349	0.449461477713663
14	CCNC	0.283595113438045	0.343749348614641
14	CCPG1	0.694589877835951	1.29301065171407
14	CD38	0.386561954624782	0.509053345010233
14	CD59	0.598603839441536	1.04157841072123
14	CDV3	0.75130890052356	1.20318193105942
14	CFLAR	0.663176265270506	0.953658804795578
14	CKAP4	0.429319371727749	0.72134110300432
14	CLIC4	0.381326352530541	0.54055179042586
14	CLPTM1L	0.327225130890052	0.452791482154535
14	CNPY2	0.496509598603839	0.627112139557569
14	COMMD3	0.613438045375218	1.29428692495901
14	CPEB4	0.43630017452007	0.681776238408231
14	CPNE5	0.417975567190227	0.714840007925705
14	CREB3L2	0.540139616055846	0.866612593955416
14	CRELD2	0.409249563699825	0.675023404291463
14	DAD1	0.478184991273996	0.480144292662849
14	DENND5B	0.307155322862129	0.488482538298061
14	DERL3	0.487783595113438	0.911371981062776
14	DNAJB11	0.433682373472949	0.576483144110056
14	DNAJB9	0.521815008726004	1.01499354154167
14	DNAJC1	0.726876090750436	1.36716170041932
14	DNAJC10	0.493891797556719	0.544562998059415
14	DNAJC3	0.56369982547993	0.818924323978133
14	DUSP5	0.305410122164049	0.532325927040956
14	EIF5	0.581151832460733	0.513738334030132
14	ELK2AP	0.68848167539267	2.88300843963881
14	ELL2	0.766143106457243	1.73264202308121
14	ERAP2	0.326352530541012	0.369190460183928
14	ERGIC2	0.393542757417103	0.565816273576177
14	ERLEC1	0.696335078534031	1.34033996612458
14	FAM214A	0.349040139616056	0.465980427148697
14	FAM3C	0.339441535776614	0.501936398703577
14	FBXW7	0.792321116928447	1.67665123359601
14	FCRL5	0.540139616055846	1.03356203696549
14	FKBP11	0.649214659685864	1.30483716341764
14	FKBP2	0.629144851657941	1.14281703919173
14	FNDC3A	0.406631762652705	0.578736994073999
14	FNDC3B	0.50087260034904	0.767112944374794
14	FUT8	0.347294938917976	0.522418010678907
14	GADD45A	0.286212914485166	0.388739886641347
14	GLCCI1	0.458115183246073	0.818407212328265
14	GOLGA3	0.301919720767888	0.32271381081517
14	GOLGA4	0.590750436300175	0.76735654684816
14	GOLGB1	0.679755671902269	0.861832527472853
14	GOLM2	0.401396160558464	0.409235594214785
14	GPR160	0.30977312390925	0.498739940302118
14	HDLBP	0.696335078534031	1.12437574922106
14	HERPUD1	0.68673647469459	1.39181234880216
14	HIPK2	0.580279232111693	1.00306791674432
14	HSP90B1	0.977312390924956	2.31456538901118
14	HSP90B2P	0.591623036649215	1.0615807142414
14	HSPA13	0.363001745200698	0.536473864251933
14	HSPA5	0.895287958115183	1.44525418594712
14	HYOU1	0.390924956369983	0.527062422464013
14	IFNAR1	0.621291448516579	0.986341002110614
14	IGF1	0.290575916230366	0.513810428315166
14	IGLL5	0.746945898778359	2.65728366845965
14	IL6ST	0.510471204188482	0.795556163840454
14	ISCU	0.392670157068063	0.431515472825516
14	ITM2C	0.659685863874346	1.16306732229205
14	JTB	0.459860383944154	0.373853063888047
14	KCNA3	0.460732984293194	0.756091359010852
14	KDELR2	0.317626527050611	0.393682572929504
14	KRTCAP2	0.346422338568935	0.38367056044814
14	LARP1B	0.463350785340314	0.637948589545784
14	LAX1	0.267888307155323	0.419776269769298
14	LINC01781	0.366492146596859	0.742225894482449
14	LMAN1	0.651832460732984	1.09657606097459
14	LMAN2	0.43717277486911	0.549225519381387
14	LMO4	0.3760907504363	0.485250601847418
14	LY96	0.397033158813264	0.704965317239513
14	MAGT1	0.369982547993019	0.423478704793206
14	MALAT1	0.99825479930192	1.21173437180774
14	MAN2A1	0.389179755671902	0.523610352783073
14	MANEA	0.31151832460733	0.474912504578618
14	MANF	0.406631762652705	0.605095975738137
14	MBNL2	0.384816753926702	0.560762374102516
14	MEI1	0.266143106457243	0.399834394850176
14	METTL7A	0.486038394415358	0.676867610984101
14	MIA3	0.56195462478185	0.823011548462701
14	MTDH	0.828097731239092	1.30183006741209
14	MYDGF	0.552356020942408	0.783309495339903
14	MZB1	0.851657940663176	2.26480589236305
14	NUS1	0.328097731239092	0.383440770293935
14	OST4	0.630890052356021	0.512182138754537
14	OTUD1	0.254799301919721	0.471438866536475
14	PARM1	0.268760907504363	0.44200510208123
14	PCMTD1	0.405759162303665	0.516178851575422
14	PDE4B	0.472949389179756	0.653144413287775
14	PDIA4	0.573298429319372	0.936110733531675
14	PDIA6	0.684118673647469	1.02643461647533
14	PDK1	0.349912739965096	0.54786963848092
14	PELI1	0.463350785340314	0.842342395372892
14	PIM2	0.534031413612565	1.03255976863088
14	PLPP5	0.650087260034904	1.21355033372931
14	POU2AF1	0.278359511343805	0.435174603549972
14	PPIB	0.585514834205934	0.752617984729626
14	PRDM1	0.541012216404887	0.995974097539089
14	PRDX4	0.780104712041885	1.74828668506737
14	RABAC1	0.509598603839442	0.772954083568246
14	RCN1	0.400523560209424	0.485766375257623
14	REEP5	0.538394415357766	0.777974721768532
14	RN7SL2	0.483420593368237	0.554448070549266
14	RPN1	0.433682373472949	0.518694841844658
14	RPN2	0.602966841186736	0.823830375820117
14	RRBP1	0.514834205933682	0.834492917425292
14	SAR1B	0.397905759162304	0.596429202682263
14	SDC1	0.383071553228621	0.708428552700771
14	SDF2L1	0.345549738219895	0.505512129406706
14	SEC11C	0.924956369982548	2.55332478680101
14	SEC14L1	0.404013961605585	0.587638319219563
14	SEC24A	0.280104712041885	0.429436935335397
14	SEC61A1	0.414485165794066	0.568920604818742
14	SEC62	0.869982547993019	1.6466751572924
14	SEC63	0.514834205933682	0.56373201812917
14	SEL1L	0.606457242582897	1.28963109658422
14	SEL1L3	0.479057591623037	0.822411143563345
14	SELENOK	0.828097731239092	1.57395976474296
14	SELENOM	0.317626527050611	0.515054920553992
14	SELENOS	0.647469458987784	1.12841277702847
14	SELENOT	0.494764397905759	0.602493127151001
14	SERP1	0.667539267015707	0.836681834094105
14	SIL1	0.31326352530541	0.436127466228293
14	SLAMF7	0.787085514834206	1.75346704641265
14	SPATS2	0.43455497382199	0.688694199177625
14	SPCS1	0.69022687609075	1.06141164606573
14	SPCS2	0.868237347294939	1.80815309880228
14	SPCS3	0.899650959860384	1.8190005064903
14	SRPRA	0.429319371727749	0.580439349752123
14	SRPRB	0.43630017452007	0.671321406337434
14	SSR3	0.883944153577661	1.81013286712561
14	SSR4	0.979057591623037	2.90664629571738
14	ST6GAL1	0.511343804537522	0.84709232758665
14	SUB1	0.869982547993019	1.15295173812395
14	SVIP	0.544502617801047	0.643959252546442
14	TENT5C	0.710296684118674	1.46510077210061
14	TMBIM6	0.744328097731239	0.869395156685733
14	TMED2	0.588132635253054	0.721948180920929
14	TMED4	0.364746945898778	0.387367317955712
14	TMED9	0.490401396160558	0.596355671568181
14	TMEM156	0.267888307155323	0.393521476789495
14	TMEM258	0.724258289703316	1.05152431920834
14	TMEM59	0.753926701570681	1.29017085288331
14	TMF1	0.509598603839442	0.516572771066296
14	TNFRSF13B	0.317626527050611	0.553316344523955
14	TNFRSF17	0.485165794066318	0.921549081548991
14	TP53INP1	0.5	0.844153747467335
14	TPD52	0.572425828970332	1.02232751631773
14	TRAM1	0.808027923211169	1.36723829305521
14	TRAM2	0.291448516579407	0.432378409718845
14	TRIB1	0.423211169284468	0.682527679142055
14	TXNDC11	0.444153577661431	0.751528231101955
14	TXNDC15	0.371727748691099	0.589675486367351
14	TXNDC5	0.881326352530541	2.27443067805168
14	UAP1	0.273996509598604	0.401657695107399
14	UBA5	0.297556719022688	0.364181621462651
14	UBC	0.907504363001745	1.1383922929841
14	UBE2J1	0.869982547993019	1.83023057820742
14	UBXN4	0.635253054101222	0.589413670641579
14	UFM1	0.572425828970332	0.672269066810408
14	UQCRQ	0.770506108202443	0.917978146945201
14	USO1	0.511343804537522	0.706902023848055
14	XBP1	0.815881326352531	1.62841795914721
14	ZBTB38	0.662303664921466	1.26276163707126
14	ZNF706	0.417102966841187	0.425544721044493
15	BCL11B	0.328923293455313	0.675017959692166
15	CCR7	0.317663617171006	0.664811496913695
15	CD52	0.862350457424349	1.51868698068261
15	ETS1	0.769598874032372	1.70888847994275
15	FLJ44635	0.702885292047854	0.772814188755117
15	FYB1	0.587614356087263	1.01472771111731
15	GIMAP7	0.570443349753695	1.2269381285657
15	IL7R	0.748909218859958	2.0821478249447
15	LTB	0.592399718508093	1.33689194299347
15	NOSIP	0.318367346938775	0.520200021237743
15	RCAN3	0.264743138634764	0.495585778971056
15	RPLP2	0.976917663617171	0.878151505700989
15	RPS16	0.950316678395496	0.68552616878375
15	TCF7	0.388881069669247	0.807673296560477
15	TRAT1	0.292188599577762	0.60728155019759
16	AKAP12	0.338926174496644	0.733883991980598
16	BACH2	0.285234899328859	0.475923304702118
16	CBX5	0.553691275167785	0.773611615007776
16	CD24	0.429530201342282	0.88158675104322
16	CMTM8	0.261744966442953	0.450222579105892
16	DNTT	0.416107382550336	1.21377606815813
16	EBF1	0.412751677852349	0.773194581024634
16	FAM111B	0.342281879194631	0.624814019479485
16	HELLS	0.359060402684564	0.464259978668828
16	HMGB1	0.949664429530201	1.56550791300961
16	IGLL1	0.610738255033557	1.27381897443145
16	MME	0.493288590604027	1.07116056423385
16	MYCBP2	0.557046979865772	0.421988005281396
16	NUCKS1	0.791946308724832	0.957698216025383
16	PTMA	0.993288590604027	0.990150790393193
16	RCSD1	0.60738255033557	0.829980811608891
16	SPTBN1	0.550335570469799	0.781926121340885
16	STMN1	0.798657718120805	1.49090587266653
16	TCF3	0.385906040268456	0.570788177607046
16	TMPO	0.694630872483222	0.946527658849998
16	TOP2B	0.701342281879195	1.15339545956288
16	TUBA1B	0.674496644295302	0.952898202583879
16	UBASH3B	0.295302013422819	0.418353774114112
16	UHRF1	0.338926174496644	0.480240400171042
16	USP1	0.567114093959732	0.707566177865351
16	VPREB1	0.590604026845638	1.2260587703021
16	VPREB3	0.285234899328859	0.485308681984296
16	ZCCHC7	0.355704697986577	0.437743010710251
17	AHNAK	0.705838041431262	0.998383514863465
17	CTSB	0.591337099811676	0.916137904894471
17	CTSD	0.554425612052731	0.958771303426058
17	ITGB2	0.647080979284369	0.973421645963068
17	LGALS3	0.587947269303202	1.10233400053771
17	NEAT1	0.72165725047081	1.15646624380953
17	PLIN2	0.433521657250471	0.684570418931547
17	TNFAIP2	0.526930320150659	0.955961629015624
17	VMP1	0.587193973634652	0.960054140661987
17	VSIR	0.512994350282486	0.812964812433934
18	CD247	0.274250888776028	0.568784697857579
18	CST7	0.407313357034027	0.836494562967202
18	CTSW	0.274250888776028	0.531429646443159
18	FGFBP2	0.352971051295074	0.846141180899717
18	GNG2	0.288979177247334	0.521592350923231
18	GNLY	0.90401218892839	2.67834813425088
18	GZMA	0.614525139664804	1.55775515168673
18	GZMB	0.433214829862875	1.0381940448174
18	GZMH	0.39207719654647	0.907199348391682
18	HLA-A	0.752666328085323	0.934193106201399
18	HLA-B	0.958862366683596	1.35934425635305
18	HLA-C	0.814626714068055	1.1625652628882
18	HLA-E	0.88522092432707	1.30224620335347
18	KLRB1	0.304723209751143	0.715946696589014
18	KLRD1	0.473844591163027	1.15161760552943
18	KLRK1	0.428643981716607	0.95446410331866
18	MBP	0.328593194514982	0.506855772970366
18	NKG7	0.590655154900965	1.43442692733932
18	PRF1	0.529202640934485	1.35321614914558
18	SYNE1	0.627221940071102	1.48380190237421
18	SYNE2	0.793296089385475	2.05564895121125
20	CCT5	0.587888707037643	0.682403291532969
20	HSPA8	0.797708674304419	0.848902770226566
21	BANK1	0.469230769230769	1.11915222086336
21	CD37	0.290384615384615	0.485641615765428
21	LINC00926	0.253846153846154	0.542828396966496
21	MS4A1	0.809615384615385	2.44411035320525
21	RALGPS2	0.436538461538462	0.970324777237648
21	SWAP70	0.305769230769231	0.520354146215426
22	ANXA1	0.920593368237347	1.40987112664581
22	CHML	0.407504363001745	0.49768787902397
