CLASS	ColumnHeader	EnrichmentScore	p.Val	FDR	PassCutoff_p0.05_fdr0.1
ASTOCYTE	clust10	-0.025332684911213	0.338121981843999	0.732620091845644	0
OLIGODENDROCYTE	clust11	0.974711525708475	0.0428847290777312	0.436797221745818	0
VASCULAR	clust11	-0.0955391485037238	0.469127731360135	1	0
NEURON	clust11	-0.00473053627512354	0.470150589564942	1	0
IMMUNE	clust11	-0.884875547106172	0.0804918555002678	0.591143232645881	0
OPC	clust11	-0.205623590786691	0.396600308309876	0.962578554899273	0
ASTOCYTE	clust11	-0.0801538529557428	0.479403772400088	1	0
OLIGODENDROCYTE	clust12	0.116848667049585	0.445937893886119	1	0
VASCULAR	clust12	0.678942481984173	0.185740155959786	0.497494622828798	0
NEURON	clust12	-0.0832485963130953	0.446770426190722	1	0
IMMUNE	clust12	-0.968345196515908	0.0922466901983529	0.361154211347597	0
OPC	clust12	-0.621380255537303	0.195089155103719	0.514425847048059	0
ASTOCYTE	clust12	0.97329678588797	0.0984332757118833	0.36729662742313	0
OLIGODENDROCYTE	clust13	-0.124629736062837	0.180420409955648	0.537619390116538	0
VASCULAR	clust13	-0.0372695521467155	0.263125385146627	0.537619390116538	0
NEURON	clust13	0.0542464299922049	0.366779869829748	0.537619390116538	0
IMMUNE	clust13	0.277333215438209	0.353946026638194	0.537619390116538	0
OPC	clust13	0.735532074804368	0.032635314274318	0.370589639758519	0
ASTOCYTE	clust13	0.0574295945883429	0.370627896106981	0.537619390116538	0
OLIGODENDROCYTE	clust14	0.232415226137151	0.394944919654398	0.517284556068143	0
VASCULAR	clust14	0.296962730447726	0.330007638057455	0.515912526946902	0
NEURON	clust14	0.36469339935444	0.267009201209028	0.515912526946902	0
IMMUNE	clust14	-0.556302223794119	0.0319539993909412	0.330606253832942	0
OPC	clust14	-0.00128210796264505	0.358867183630145	0.515912526946902	0
ASTOCYTE	clust14	0.463017816879592	0.187787155461207	0.515912526946902	0
OLIGODENDROCYTE	clust15	-0.327114372872472	0.101555062593272	0.305527731590953	0
VASCULAR	clust15	0.967549405367169	0.187197996487563	0.378101643569632	0
NEURON	clust15	0.965427295636412	0.188151947673799	0.379453154205629	0
IMMUNE	clust15	0.580706485697865	0.404171656589557	0.942591365621861	0
OPC	clust15	0.72713205712012	0.313138906636084	0.627406959861082	0
ASTOCYTE	clust15	-0.301383792387055	0.10938751809223	0.306359236491754	0
OLIGODENDROCYTE	clust16	0.146469782041425	0.0834179666160847	0.335373931896895	0
VASCULAR	clust16	0.0505327379633772	0.496381076411205	1	0
NEURON	clust16	0.1220655201377	0.150781562196529	0.335373931896895	0
IMMUNE	clust16	-0.0171095097045335	0.168716411633359	0.335373931896895	0
OPC	clust16	-0.00950528316932453	0.197553329720526	0.335373931896895	0
ASTOCYTE	clust16	0.00694106724404309	0.269291251409787	0.531102552834684	0
